当前时刻	小车位置	摆杆偏角	指标11	指标12	指标2	估计误差能量	
16.400000	-0.069110	0.000000	0.005872	0.006893	0.000003	0.000010
16.410000	-0.069012	0.000000	0.009039	0.008057	0.000011	0.000007
16.420000	-0.068926	0.000000	0.004712	0.003731	0.000016	0.000004
16.430000	-0.068853	0.000000	0.002721	0.002764	0.000019	0.000003
16.440000	-0.068804	0.000000	0.006065	0.007364	0.000021	0.000002
16.450000	-0.068767	0.000000	0.003179	0.003969	0.000022	0.000001
16.460000	-0.068730	-0.003491	0.004877	0.001076	0.000020	0.000002
16.470000	-0.068718	-0.003491	0.007640	0.007382	0.000019	0.000003
16.480000	-0.068718	0.005818	0.006377	0.014411	0.000009	0.000014
16.490000	-0.068718	-0.003491	0.008671	0.014865	0.000012	0.000016
16.500000	-0.068718	-0.003491	0.008804	0.009217	0.000014	0.000017
16.509000	-0.068718	0.006981	0.020269	0.019704	0.000048	0.000030
16.520000	-0.068718	0.011636	0.029893	0.002788	0.000116	0.000058
16.530000	-0.068718	0.011636	0.021019	0.021762	0.000136	0.000067
16.540000	-0.068718	0.006981	0.021499	0.019746	0.000139	0.000069
16.549000	-0.068718	-0.003491	0.019740	0.030610	0.000163	0.000079
16.560000	-0.068730	-0.003491	0.007444	0.011806	0.000142	0.000071
16.570000	-0.068742	-0.003491	0.001506	0.001484	0.000083	0.000047
16.580000	-0.068755	-0.003491	0.006708	0.002054	0.000041	0.000029
16.590000	-0.068816	0.006981	0.007573	0.006503	0.000065	0.000038
16.600000	-0.068914	0.006981	0.006027	0.006718	0.000062	0.000036
16.610000	-0.069049	0.006981	0.006209	0.010701	0.000062	0.000035
16.620000	-0.069221	0.004363	0.001887	0.001096	0.000055	0.000031
16.630000	-0.069380	0.000000	0.002513	0.006221	0.000050	0.000029
16.640000	-0.069589	0.000000	0.000926	0.001175	0.000021	0.000018
16.650000	-0.069797	0.000000	0.001148	0.001627	0.000002	0.000010
16.660000	-0.070006	0.000000	0.001984	0.001998	0.000019	0.000003
16.670000	-0.070239	0.000000	0.002741	0.002785	0.000022	0.000002
16.680000	-0.070484	0.000000	0.001359	0.001300	0.000024	0.000001
16.690000	-0.070730	0.000000	0.001587	0.001444	0.000024	0.000001
16.700000	-0.070963	0.000000	0.001516	0.001343	0.000024	0.000000
16.710000	-0.071208	0.000000	0.000690	0.000322	0.000024	0.000000
16.720000	-0.071466	0.000000	0.000412	0.000590	0.000023	0.000001
16.730000	-0.071711	0.000000	0.001556	0.001055	0.000022	0.000001
16.740000	-0.071956	0.000000	0.001045	0.001555	0.000021	0.000001
16.750000	-0.072214	0.000000	0.000705	0.001436	0.000020	0.000001
16.759000	-0.072484	0.000000	0.001446	0.002250	0.000020	0.000002
16.770000	-0.072790	0.000000	0.001175	0.002189	0.000019	0.000002
16.780000	-0.073060	0.000000	0.003667	0.001319	0.000019	0.000002
16.790000	-0.073342	0.000000	0.002934	0.002581	0.000019	0.000002
16.799000	-0.073649	-0.004987	0.005108	0.001801	0.000015	0.000004
16.810000	-0.073993	-0.004987	0.003294	0.004875	0.000014	0.000005
16.820000	-0.074275	0.000000	0.009532	0.011285	0.000010	0.000007
16.830000	-0.074569	-0.008727	0.004549	0.008932	0.000003	0.000013
16.840000	-0.074863	-0.008727	0.012281	0.013342	0.000009	0.000017
16.850000	-0.075170	0.000000	0.013427	0.002022	0.000020	0.000020
16.860000	-0.075440	0.000000	0.016749	0.008266	0.000030	0.000023
16.870000	-0.075698	0.000000	0.010057	0.006132	0.000034	0.000025
16.880000	-0.075943	-0.008727	0.011943	0.014485	0.000031	0.000023
16.890000	-0.076225	-0.008727	0.004761	0.000364	0.000029	0.000022
16.900000	-0.076470	-0.004987	0.003727	0.001574	0.000014	0.000016
16.910000	-0.076728	0.000000	0.000922	0.000726	0.000020	0.000019
16.920000	-0.076961	0.000000	0.001827	0.001624	0.000023	0.000020
16.930000	-0.077231	-0.017453	0.033523	0.031704	0.000091	0.000049
16.940000	-0.077464	0.000000	0.034358	0.029596	0.000109	0.000055
16.950000	-0.077709	0.000000	0.033945	0.030311	0.000126	0.000062
16.960000	-0.077942	0.000000	0.032918	0.032997	0.000121	0.000061
16.970000	-0.078200	0.000000	0.030508	0.033097	0.000117	0.000059
16.980000	-0.078445	-0.017453	0.002069	0.002251	0.000127	0.000063
16.990000	-0.078691	-0.004987	0.003603	0.002225	0.000104	0.000054
17.000000	-0.078936	-0.004987	0.005499	0.006440	0.000087	0.000047
17.009000	-0.079169	-0.004987	0.001955	0.002810	0.000074	0.000042
17.020000	-0.079427	-0.012467	0.001304	0.003856	0.000082	0.000046
17.030000	-0.079647	-0.012467	0.002836	0.001744	0.000005	0.000014
17.040000	-0.079856	-0.004987	0.003458	0.001846	0.000011	0.000016
17.049000	-0.080052	-0.004987	0.000108	0.002022	0.000016	0.000018
17.060000	-0.080249	-0.004987	0.001284	0.004180	0.000019	0.000019
17.070000	-0.080408	-0.017453	0.003897	0.000533	0.000047	0.000031
17.080000	-0.080555	-0.008727	0.005037	0.005180	0.000037	0.000026
17.090000	-0.080690	-0.008727	0.001358	0.000240	0.000031	0.000024
17.100000	-0.080825	-0.004987	0.001489	0.004787	0.000035	0.000026
17.110000	-0.080935	-0.004987	0.000157	0.000854	0.000038	0.000027
17.120000	-0.081034	-0.004987	0.002374	0.002047	0.000002	0.000009
17.130000	-0.081107	-0.013963	0.003285	0.001051	0.000016	0.000017
17.140000	-0.081181	-0.013963	0.003215	0.006297	0.000028	0.000022
17.150000	-0.081254	-0.017453	0.000533	0.011294	0.000045	0.000030
17.160000	-0.081316	-0.013575	0.000896	0.002168	0.000040	0.000028
17.170000	-0.081353	-0.013575	0.003582	0.006063	0.000036	0.000027
17.180000	-0.081365	-0.008727	0.006230	0.004805	0.000024	0.000022
17.190000	-0.081365	-0.004987	0.013605	0.006885	0.000033	0.000025
17.200000	-0.081365	-0.004987	0.010268	0.013415	0.000020	0.000020
17.210000	-0.081365	-0.004987	0.002782	0.010906	0.000027	0.000023
17.220000	-0.081365	-0.004987	0.005749	0.003882	0.000032	0.000025
17.230000	-0.081353	-0.004987	0.007724	0.004826	0.000030	0.000024
17.240000	-0.081353	-0.004987	0.001211	0.005044	0.000010	0.000016
17.250000	-0.081340	-0.004987	0.002622	0.003701	0.000003	0.000010
17.259000	-0.081340	0.000000	0.003874	0.008962	0.000005	0.000014
17.270000	-0.081328	-0.004987	0.001468	0.001477	0.000001	0.000011
17.280000	-0.081316	-0.004987	0.006937	0.006999	0.000004	0.000010
17.290000	-0.081316	-0.004987	0.004520	0.004452	0.000006	0.000009
17.299000	-0.081291	-0.008727	0.002401	0.007209	0.000000	0.000011
17.310000	-0.081291	-0.008727	0.002523	0.001996	0.000014	0.000005
17.320000	-0.081291	-0.004987	0.004652	0.004705	0.000013	0.000005
17.330000	-0.081291	-0.008727	0.001375	0.001569	0.000010	0.000007
17.340000	-0.081291	-0.008727	0.002194	0.003739	0.000008	0.000007
17.350000	-0.081291	-0.008727	0.003765	0.004914	0.000014	0.000005
17.360000	-0.081291	-0.008727	0.005701	0.004792	0.000018	0.000003
17.370000	-0.081291	-0.008727	0.007602	0.006838	0.000019	0.000003
17.380000	-0.081279	-0.013575	0.000818	0.011102	0.000008	0.000008
17.390000	-0.081242	-0.013575	0.008007	0.008069	0.000001	0.000011
17.400000	-0.081181	-0.013575	0.006985	0.001355	0.000003	0.000013
17.410000	-0.081083	-0.017453	0.011344	0.012797	0.000024	0.000022
17.420000	-0.080972	-0.017453	0.003959	0.002591	0.000037	0.000028
17.430000	-0.080801	-0.017453	0.003671	0.005440	0.000033	0.000026
17.440000	-0.080604	-0.022440	0.003219	0.017505	0.000058	0.000037
17.450000	-0.080371	-0.022440	0.005578	0.012254	0.000076	0.000044
17.460000	-0.080089	-0.008727	0.006972	0.004611	0.000085	0.000047
17.470000	-0.079733	-0.008727	0.025860	0.027009	0.000091	0.000050
17.480000	-0.079353	-0.008727	0.030176	0.028611	0.000095	0.000052
17.490000	-0.078911	-0.017453	0.018590	0.017381	0.000072	0.000041
17.500000	-0.078433	-0.017453	0.012777	0.010543	0.000058	0.000034
17.509000	-0.077918	0.000000	0.020823	0.033021	0.000113	0.000060
17.520000	-0.077341	-0.017453	0.004043	0.003288	0.000115	0.000059
17.530000	-0.076765	-0.017453	0.000891	0.004522	0.000120	0.000060
17.540000	-0.076201	-0.004987	0.000903	0.005827	0.000132	0.000067
17.549000	-0.075624	0.000000	0.001207	0.006967	0.000174	0.000087
17.560000	-0.074998	0.000000	0.012135	0.011403	0.000120	0.000064
17.570000	-0.074434	-0.022440	0.016294	0.015705	0.000225	0.000106
17.580000	-0.073845	-0.022440	0.041718	0.076198	0.000300	0.000137
17.590000	-0.073257	-0.008727	0.041487	0.040315	0.000278	0.000127
17.600000	-0.072582	0.000000	0.034252	0.050940	0.000274	0.000124
17.610000	-0.071932	0.000000	0.046285	0.045206	0.000272	0.000123
17.620000	-0.071294	0.000000	0.025945	0.028865	0.000162	0.000082
17.630000	-0.070644	0.000000	0.000141	0.002970	0.000079	0.000050
17.640000	-0.069945	0.000000	0.003734	0.002180	0.000081	0.000052
17.650000	-0.069343	0.000000	0.001951	0.000385	0.000036	0.000032
17.660000	-0.068742	0.000000	0.011126	0.011738	0.000008	0.000019
17.670000	-0.068190	0.000000	0.000284	0.000025	0.000009	0.000010
17.680000	-0.067553	0.000000	0.002253	0.002344	0.000018	0.000005
17.690000	-0.066976	0.000000	0.002390	0.002347	0.000022	0.000003
17.700000	-0.066424	0.000000	0.001236	0.001118	0.000024	0.000001
17.710000	-0.065909	0.000000	0.000744	0.000784	0.000025	0.000001
17.720000	-0.065394	0.000000	0.000832	0.000872	0.000025	0.000001
17.730000	-0.064927	0.004363	0.000912	0.003572	0.000018	0.000003
17.740000	-0.064486	0.000000	0.002335	0.003704	0.000018	0.000004
17.750000	-0.064044	0.000000	0.002851	0.004950	0.000017	0.000004
17.759000	-0.063603	0.000000	0.001538	0.001399	0.000016	0.000004
17.770000	-0.063137	0.000000	0.000359	0.000406	0.000016	0.000004
17.780000	-0.062683	0.000000	0.000898	0.000986	0.000022	0.000001
17.790000	-0.062241	0.010472	0.005559	0.014480	0.000021	0.000020
17.799000	-0.061787	0.000000	0.012096	0.006991	0.000023	0.000021
17.810000	-0.061321	0.000000	0.007955	0.005726	0.000025	0.000021
17.820000	-0.060904	0.000000	0.006061	0.009147	0.000026	0.000022
17.830000	-0.060499	0.000000	0.005116	0.005824	0.000027	0.000022
17.840000	-0.060119	0.000000	0.002216	0.001929	0.000017	0.000004
17.850000	-0.059702	0.002909	0.007239	0.007654	0.000018	0.000003
17.860000	-0.059334	0.002909	0.006425	0.005565	0.000019	0.000003
17.870000	-0.058966	0.000000	0.007975	0.006995	0.000020	0.000003
17.880000	-0.058573	0.000000	0.007665	0.008134	0.000020	0.000003
17.890000	-0.058144	0.000000	0.008870	0.008432	0.000020	0.000002
17.900000	-0.057739	0.000000	0.004441	0.004146	0.000021	0.000002
17.910000	-0.057334	0.000000	0.002309	0.001931	0.000022	0.000001
17.920000	-0.056917	0.000000	0.000678	0.000197	0.000024	0.000001
17.930000	-0.056463	0.000000	0.000099	0.000294	0.000024	0.000001
17.940000	-0.056059	0.000000	0.000707	0.000629	0.000025	0.000001
17.950000	-0.055654	0.000000	0.000229	0.000364	0.000025	0.000000
17.960000	-0.055274	0.000000	0.000975	0.000982	0.000025	0.000000
17.970000	-0.054832	0.000000	0.000593	0.000818	0.000025	0.000000
17.980000	-0.054439	0.000000	0.000827	0.000942	0.000025	0.000000
17.990000	-0.054035	0.000000	0.000541	0.000359	0.000025	0.000000
18.000000	-0.053630	0.000000	0.000571	0.000856	0.000025	0.000000
18.009000	-0.053213	0.004987	0.000296	0.000650	0.000015	0.000005
18.020000	-0.052734	0.000000	0.001106	0.001883	0.000014	0.000005
18.030000	-0.052281	0.000000	0.001277	0.001835	0.000014	0.000005
18.040000	-0.051827	0.000000	0.002649	0.001772	0.000013	0.000005
18.049000	-0.051385	0.005818	0.001601	0.009418	0.000001	0.000011
18.060000	-0.050907	0.005818	0.002703	0.005462	0.000004	0.000009
18.070000	-0.050477	0.000000	0.002402	0.004500	0.000002	0.000010
18.080000	-0.050073	0.000000	0.004015	0.006572	0.000000	0.000011
18.090000	-0.049692	0.000000	0.003518	0.005639	0.000001	0.000012
18.100000	-0.049263	0.000000	0.006605	0.004425	0.000009	0.000007
18.110000	-0.048883	0.000000	0.004162	0.003367	0.000017	0.000004
18.120000	-0.048502	0.000000	0.001528	0.003591	0.000019	0.000003
18.130000	-0.048122	0.004987	0.001731	0.005995	0.000013	0.000005
18.140000	-0.047693	0.004987	0.001945	0.004248	0.000010	0.000007
18.150000	-0.047288	0.000000	0.001878	0.000783	0.000008	0.000007
18.160000	-0.046871	0.000000	0.000527	0.003341	0.000007	0.000008
18.170000	-0.046454	0.000000	0.000928	0.002297	0.000007	0.000008
18.180000	-0.046012	0.004987	0.002266	0.000254	0.000009	0.000007
18.190000	-0.045620	0.000000	0.002565	0.001039	0.000012	0.000006
18.200000	-0.045252	0.000000	0.004737	0.003265	0.000013	0.000005
18.210000	-0.044884	0.000000	0.003339	0.004875	0.000014	0.000005
18.220000	-0.044491	0.000000	0.004704	0.004439	0.000015	0.000005
18.230000	-0.044123	0.010472	0.010980	0.004449	0.000022	0.000020
18.240000	-0.043755	0.000000	0.013648	0.014680	0.000024	0.000021
18.250000	-0.043375	0.000000	0.010213	0.009301	0.000025	0.000021
18.259000	-0.042995	0.006981	0.003891	0.000553	0.000036	0.000026
18.270000	-0.042578	0.000000	0.003693	0.007016	0.000039	0.000027
18.280000	-0.042210	0.000000	0.010470	0.010258	0.000001	0.000010
18.290000	-0.041829	0.000000	0.014170	0.010466	0.000003	0.000010
18.299000	-0.041449	0.002909	0.011550	0.009881	0.000004	0.000009
18.310000	-0.041044	0.002909	0.007054	0.006825	0.000016	0.000004
18.320000	-0.040689	0.000000	0.006280	0.007423	0.000018	0.000003
18.330000	-0.040345	0.002909	0.001694	0.002182	0.000020	0.000003
18.340000	-0.040002	0.002909	0.002254	0.001133	0.000021	0.000002
18.350000	-0.039634	0.000000	0.002613	0.002797	0.000020	0.000003
18.360000	-0.039290	0.000000	0.001933	0.002714	0.000019	0.000003
18.370000	-0.038959	0.010472	0.006534	0.011004	0.000018	0.000018
18.380000	-0.038615	0.000000	0.003759	0.003440	0.000021	0.000020
18.390000	-0.038235	0.000000	0.002504	0.003242	0.000024	0.000021
18.400000	-0.037904	0.010472	0.008964	0.008485	0.000055	0.000034
18.410000	-0.037561	0.000000	0.008280	0.008694	0.000060	0.000036
18.420000	-0.037229	0.000000	0.001535	0.005280	0.000025	0.000021
18.430000	-0.036861	0.007480	0.009711	0.007357	0.000033	0.000025
18.440000	-0.036518	0.000000	0.010149	0.009988	0.000035	0.000025
18.450000	-0.036187	0.000000	0.013248	0.017214	0.000006	0.000013
18.460000	-0.035892	0.017453	0.004498	0.010244	0.000109	0.000057
18.470000	-0.035549	0.000000	0.005417	0.004653	0.000116	0.000059
18.480000	-0.035267	0.000000	0.011643	0.015181	0.000112	0.000058
18.490000	-0.034997	0.010472	0.009180	0.001875	0.000131	0.000065
18.500000	-0.034739	0.010472	0.006739	0.013352	0.000144	0.000071
18.509000	-0.034506	0.000000	0.004461	0.010183	0.000049	0.000031
18.520000	-0.034249	0.007480	0.001417	0.006575	0.000042	0.000028
18.530000	-0.034028	0.007480	0.006841	0.003989	0.000036	0.000026
18.540000	-0.033831	0.000000	0.013073	0.006429	0.000026	0.000022
18.549000	-0.033647	0.002909	0.013794	0.010918	0.000011	0.000015
18.560000	-0.033463	0.002909	0.009675	0.008583	0.000004	0.000010
18.570000	-0.033292	0.004987	0.011354	0.008973	0.000007	0.000008
18.580000	-0.033132	0.000000	0.009561	0.010743	0.000003	0.000010
18.590000	-0.032973	0.000000	0.003471	0.003832	0.000013	0.000006
18.600000	-0.032801	0.006981	0.004050	0.001515	0.000003	0.000010
18.610000	-0.032642	0.006981	0.002293	0.003624	0.000005	0.000013
18.620000	-0.032470	0.004987	0.006236	0.006174	0.000005	0.000013
18.630000	-0.032298	0.000000	0.002688	0.001918	0.000005	0.000012
18.640000	-0.032114	0.000000	0.005820	0.007964	0.000005	0.000012
18.650000	-0.031955	0.000000	0.004437	0.007654	0.000004	0.000009
18.660000	-0.031795	0.010472	0.001991	0.017203	0.000025	0.000021
18.670000	-0.031636	0.010472	0.000420	0.007139	0.000049	0.000031
18.680000	-0.031464	0.000000	0.001773	0.002559	0.000052	0.000032
18.690000	-0.031317	0.000000	0.000200	0.007221	0.000054	0.000033
18.700000	-0.031182	0.000000	0.001981	0.000169	0.000055	0.000034
18.710000	-0.031059	0.000000	0.002095	0.003664	0.000021	0.000020
18.720000	-0.030937	0.000000	0.001799	0.000368	0.000003	0.000010
18.730000	-0.030814	0.004987	0.001290	0.005682	0.000006	0.000009
18.740000	-0.030703	0.004987	0.009801	0.005494	0.000006	0.000008
18.750000	-0.030581	0.004987	0.008443	0.005581	0.000006	0.000008
18.759000	-0.030470	0.000000	0.007336	0.005543	0.000005	0.000008
18.770000	-0.030348	0.000000	0.002111	0.002077	0.000005	0.000009
18.780000	-0.030237	0.000000	0.000722	0.002084	0.000010	0.000006
18.790000	-0.030139	0.002909	0.005238	0.005800	0.000014	0.000005
18.799000	-0.030029	0.002909	0.003077	0.001031	0.000017	0.000004
18.810000	-0.029918	0.002909	0.003287	0.004016	0.000019	0.000003
18.820000	-0.029820	0.005818	0.005573	0.004151	0.000013	0.000005
18.830000	-0.029710	0.005818	0.008030	0.010913	0.000008	0.000007
18.840000	-0.029612	0.000000	0.005665	0.002835	0.000006	0.000008
18.850000	-0.029514	0.000000	0.002710	0.002197	0.000004	0.000009
18.860000	-0.029440	0.000000	0.003577	0.002375	0.000004	0.000009
18.870000	-0.029366	0.000000	0.006454	0.006386	0.000011	0.000006
18.880000	-0.029293	0.000000	0.006337	0.005867	0.000016	0.000004
18.890000	-0.029231	0.000000	0.005477	0.005031	0.000020	0.000003
18.900000	-0.029170	0.010472	0.002831	0.006465	0.000026	0.000021
18.910000	-0.029097	-0.003491	0.008432	0.010208	0.000039	0.000027
18.920000	-0.029023	-0.003491	0.017200	0.011856	0.000047	0.000031
18.930000	-0.028937	0.010472	0.022114	0.012465	0.000098	0.000051
18.940000	-0.028863	0.004987	0.019521	0.019637	0.000102	0.000053
18.950000	-0.028802	0.004987	0.020381	0.024541	0.000057	0.000035
18.960000	-0.028729	0.000000	0.011006	0.011327	0.000047	0.000030
18.970000	-0.028679	0.000000	0.003359	0.007366	0.000039	0.000027
18.980000	-0.028630	0.000000	0.006017	0.004483	0.000010	0.000007
18.990000	-0.028606	0.000000	0.004241	0.004917	0.000014	0.000005
19.000000	-0.028581	0.000000	0.004633	0.004192	0.000017	0.000004
19.009000	-0.028569	0.000000	0.001700	0.001106	0.000020	0.000003
19.020000	-0.028532	0.000000	0.001702	0.001102	0.000023	0.000002
19.030000	-0.028520	0.000000	0.000130	0.000153	0.000024	0.000001
19.040000	-0.028495	0.000000	0.000369	0.000374	0.000025	0.000000
19.049000	-0.028471	0.000000	0.000092	0.000089	0.000025	0.000000
19.060000	-0.028434	0.000000	0.000255	0.000193	0.000025	0.000000
19.070000	-0.028410	-0.003491	0.000292	0.000845	0.000021	0.000002
19.080000	-0.028373	0.002909	0.004802	0.007447	0.000014	0.000005
19.090000	-0.028324	0.002909	0.006211	0.005650	0.000008	0.000007
19.100000	-0.028275	0.006981	0.015729	0.017006	0.000014	0.000016
19.110000	-0.028226	0.006981	0.022291	0.019475	0.000029	0.000023
19.120000	-0.028189	0.010472	0.029846	0.037740	0.000055	0.000034
19.130000	-0.028152	0.005818	0.025539	0.024890	0.000050	0.000032
19.140000	-0.028127	0.005818	0.023671	0.024388	0.000046	0.000031
19.150000	-0.028127	0.004987	0.014533	0.014386	0.000024	0.000022
19.160000	-0.028127	0.002909	0.008870	0.005953	0.000011	0.000016
19.170000	-0.028140	0.002909	0.000595	0.000238	0.000020	0.000002
19.180000	-0.028140	0.006981	0.001061	0.001646	0.000016	0.000003
19.190000	-0.028152	0.007480	0.000448	0.000302	0.000011	0.000005
19.200000	-0.028164	0.007480	0.003642	0.001993	0.000007	0.000007
19.210000	-0.028189	0.002909	0.004169	0.007598	0.000006	0.000007
19.220000	-0.028262	0.002909	0.005023	0.005543	0.000006	0.000007
19.230000	-0.028373	0.002909	0.006271	0.005634	0.000011	0.000005
19.240000	-0.028545	0.010472	0.008416	0.007755	0.000007	0.000013
19.250000	-0.028753	0.010472	0.002564	0.003256	0.000021	0.000018
19.259000	-0.028962	0.006981	0.002812	0.003963	0.000020	0.000018
19.270000	-0.029207	0.000000	0.004290	0.003266	0.000032	0.000023
19.280000	-0.029440	0.000000	0.001447	0.000965	0.000040	0.000027
19.290000	-0.029698	0.000000	0.001508	0.000142	0.000020	0.000020
19.299000	-0.029967	0.010472	0.006052	0.014341	0.000035	0.000025
19.310000	-0.030286	0.010472	0.006362	0.010733	0.000059	0.000035
19.320000	-0.030581	-0.003491	0.027868	0.033454	0.000073	0.000041
19.330000	-0.030875	-0.003491	0.037439	0.035836	0.000083	0.000046
19.340000	-0.031194	0.000000	0.033648	0.034455	0.000079	0.000044
19.350000	-0.031550	0.006981	0.038870	0.028846	0.000066	0.000038
19.360000	-0.031881	0.006981	0.040989	0.046682	0.000057	0.000035
19.370000	-0.032225	0.000000	0.019575	0.017871	0.000030	0.000023
19.380000	-0.032580	0.000000	0.013661	0.013472	0.000014	0.000015
19.390000	-0.032985	0.000000	0.015097	0.014790	0.000014	0.000015
19.400000	-0.033341	-0.003491	0.008491	0.011436	0.000000	0.000011
19.410000	-0.033684	0.000000	0.003991	0.003524	0.000016	0.000005
19.420000	-0.034015	0.000000	0.001259	0.001433	0.000017	0.000004
19.430000	-0.034383	-0.008727	0.003999	0.004066	0.000008	0.000016
19.440000	-0.034702	0.000000	0.005503	0.004856	0.000012	0.000017
19.450000	-0.035021	0.000000	0.004733	0.000752	0.000010	0.000015
19.460000	-0.035340	0.000000	0.006531	0.006968	0.000013	0.000016
19.470000	-0.035671	0.000000	0.006977	0.005958	0.000015	0.000017
19.480000	-0.035978	-0.004987	0.009839	0.008035	0.000008	0.000006
19.490000	-0.036285	0.000000	0.003300	0.001960	0.000008	0.000007
19.500000	-0.036579	0.000000	0.004837	0.002858	0.000008	0.000007
19.509000	-0.036898	-0.004987	0.005302	0.005595	0.000008	0.000007
19.520000	-0.037242	0.000000	0.003908	0.004260	0.000007	0.000008
19.530000	-0.037561	0.000000	0.001551	0.006768	0.000006	0.000007
19.540000	-0.037879	-0.012467	0.000841	0.005243	0.000036	0.000026
19.549000	-0.038186	0.000000	0.000294	0.006175	0.000042	0.000029
19.560000	-0.038530	0.000000	0.007170	0.007499	0.000047	0.000030
19.570000	-0.038824	-0.013963	0.002273	0.016559	0.000094	0.000051
19.580000	-0.039106	-0.013963	0.002018	0.007416	0.000123	0.000065
19.590000	-0.039388	-0.004987	0.004976	0.003169	0.000079	0.000045
19.600000	-0.039658	-0.008727	0.006848	0.009019	0.000070	0.000042
19.610000	-0.039903	-0.008727	0.012062	0.011534	0.000063	0.000039
19.620000	-0.040112	-0.012467	0.003330	0.004958	0.000021	0.000021
19.630000	-0.040308	-0.004987	0.002399	0.011339	0.000005	0.000009
19.640000	-0.040492	-0.004987	0.000790	0.002354	0.000001	0.000010
19.650000	-0.040627	-0.008727	0.002175	0.001891	0.000002	0.000010
19.660000	-0.040750	-0.004987	0.005579	0.007550	0.000002	0.000012
19.670000	-0.040860	-0.004987	0.006965	0.001210	0.000004	0.000009
19.680000	-0.040958	0.000000	0.001262	0.000908	0.000012	0.000016
19.690000	-0.041032	0.000000	0.017051	0.006113	0.000022	0.000020
19.700000	-0.041118	0.000000	0.012031	0.004271	0.000031	0.000025
19.710000	-0.041204	-0.004987	0.018557	0.017429	0.000028	0.000023
19.720000	-0.041302	-0.004987	0.019489	0.017667	0.000025	0.000022
19.730000	-0.041425	-0.004987	0.016295	0.017710	0.000002	0.000012
19.740000	-0.041547	0.000000	0.004216	0.007812	0.000005	0.000009
19.750000	-0.041682	0.000000	0.004341	0.004627	0.000009	0.000007
19.759000	-0.041829	0.000000	0.001496	0.001689	0.000006	0.000008
19.770000	-0.042001	-0.004987	0.001600	0.002691	0.000004	0.000009
19.780000	-0.042173	-0.004987	0.005941	0.006690	0.000002	0.000010
19.790000	-0.042345	-0.004987	0.003707	0.002804	0.000009	0.000007
19.799000	-0.042541	-0.004987	0.005212	0.003464	0.000014	0.000005
19.810000	-0.042762	-0.004987	0.004863	0.005058	0.000018	0.000004
19.820000	-0.042958	0.000000	0.002893	0.003462	0.000012	0.000006
19.830000	-0.043154	0.000000	0.004696	0.011690	0.000007	0.000008
19.840000	-0.043338	0.000000	0.006460	0.010306	0.000004	0.000009
19.850000	-0.043534	-0.012467	0.002851	0.001081	0.000041	0.000028
19.860000	-0.043706	-0.012467	0.012637	0.003515	0.000070	0.000041
19.870000	-0.043890	-0.010908	0.003115	0.004479	0.000071	0.000042
19.880000	-0.044050	0.000000	0.008809	0.002701	0.000089	0.000049
19.890000	-0.044221	0.000000	0.008124	0.014072	0.000102	0.000054
19.900000	-0.044356	0.000000	0.014924	0.017053	0.000070	0.000040
19.910000	-0.044479	-0.008727	0.001105	0.003140	0.000050	0.000031
19.920000	-0.044589	-0.008727	0.005467	0.001678	0.000045	0.000029
19.930000	-0.044712	-0.012467	0.016336	0.016661	0.000042	0.000028
19.940000	-0.044810	-0.004987	0.016224	0.016433	0.000026	0.000022
19.950000	-0.044908	-0.004987	0.018293	0.018563	0.000015	0.000017
19.960000	-0.044994	0.000000	0.023470	0.022551	0.000026	0.000022
19.970000	-0.045068	0.000000	0.035629	0.037867	0.000034	0.000025
19.980000	-0.045129	0.000000	0.026750	0.027198	0.000022	0.000020
19.990000	-0.045178	-0.008727	0.028601	0.026557	0.000033	0.000024
20.000000	-0.045239	-0.008727	0.024182	0.015701	0.000040	0.000027
20.009000	-0.045301	-0.013963	0.016413	0.014988	0.000055	0.000034
20.020000	-0.045387	-0.012467	0.002002	0.001478	0.000056	0.000035
20.030000	-0.045448	-0.012467	0.014013	0.011350	0.000056	0.000035
20.040000	-0.045509	-0.008727	0.015912	0.016080	0.000043	0.000030
20.049000	-0.045546	-0.004987	0.011327	0.010594	0.000042	0.000030
20.060000	-0.045546	-0.004987	0.010072	0.012864	0.000012	0.000016
20.070000	-0.045546	-0.004987	0.001362	0.004201	0.000001	0.000011
20.080000	-0.045546	-0.004987	0.001801	0.001421	0.000007	0.000008
20.090000	-0.045546	-0.004987	0.003545	0.002881	0.000005	0.000009
20.100000	-0.045534	0.000000	0.003589	0.015281	0.000005	0.000014
20.110000	-0.045534	0.000000	0.003575	0.013456	0.000012	0.000017
20.120000	-0.045534	0.000000	0.000911	0.001386	0.000015	0.000018
20.130000	-0.045522	0.000000	0.005071	0.007175	0.000017	0.000020
20.140000	-0.045522	0.000000	0.002292	0.003828	0.000018	0.000020
20.150000	-0.045522	0.000000	0.001119	0.000954	0.000002	0.000013
20.160000	-0.045522	0.000000	0.001936	0.002850	0.000009	0.000008
20.170000	-0.045522	0.000000	0.002321	0.002080	0.000015	0.000005
20.180000	-0.045522	0.000000	0.003833	0.003945	0.000019	0.000003
20.190000	-0.045522	0.000000	0.002410	0.002109	0.000021	0.000002
20.200000	-0.045522	0.000000	0.002873	0.002507	0.000022	0.000001
20.210000	-0.045522	0.000000	0.000926	0.001559	0.000022	0.000001
20.220000	-0.045534	0.000000	0.002277	0.000524	0.000022	0.000001
20.230000	-0.045534	0.000000	0.001388	0.002455	0.000022	0.000000
