当前时刻	小车位置	摆杆偏角	指标1	指标2	
10.520000	-0.060291	0.010472	0.006838	0.000032
10.530000	-0.056574	0.010472	0.015298	0.000061
10.540000	-0.052845	0.017453	0.019870	0.000063
10.550000	-0.049226	0.026180	0.018034	0.000073
10.560000	-0.045509	0.026180	0.011261	0.000079
10.570000	-0.042565	0.034907	0.009093	0.000116
10.580000	-0.039867	0.046542	0.015591	0.000204
10.590000	-0.037475	0.046542	0.014444	0.000260
10.600000	-0.035132	0.069813	0.064834	0.000764
10.610000	-0.033329	0.075631	0.052591	0.001249
10.620000	-0.031881	0.075631	0.051971	0.001557
10.630000	-0.030618	0.081449	0.038769	0.001798
10.640000	-0.029391	0.081449	0.053927	0.001974
10.650000	-0.028483	0.087266	0.001637	0.001756
10.660000	-0.027833	0.087266	0.004094	0.001441
10.670000	-0.027416	0.087266	0.010631	0.001230
10.680000	-0.027097	0.093084	0.002819	0.001051
10.690000	-0.026938	0.093084	0.004053	0.000944
10.700000	-0.026950	0.093084	0.013883	0.000774
10.710000	-0.027183	0.087266	0.033741	0.000631
10.721000	-0.028066	0.087266	0.057030	0.000581
10.730000	-0.029452	0.087266	0.033898	0.000486
10.740000	-0.031145	0.087266	0.011214	0.000432
10.750000	-0.032936	0.087266	0.004872	0.000395
10.761000	-0.034985	0.081449	0.008357	0.000370
10.770000	-0.036972	0.078540	0.014581	0.000313
10.780000	-0.039167	0.078540	0.005739	0.000271
10.790000	-0.041584	0.069813	0.012683	0.000189
10.800000	-0.044221	0.069813	0.016621	0.000121
10.810000	-0.047398	0.069813	0.011993	0.000135
10.820000	-0.050465	0.058178	0.010271	0.000109
10.830000	-0.053753	0.046542	0.005593	0.000074
10.840000	-0.057199	0.046542	0.006817	0.000072
10.850000	-0.061051	0.030543	0.005732	0.000135
10.860000	-0.064388	0.030543	0.004525	0.000108
10.870000	-0.067737	0.010908	0.026930	0.000292
10.880000	-0.071183	0.000000	0.004597	0.000525
10.890000	-0.075035	0.000000	0.011427	0.000642
10.900000	-0.078433	0.000000	0.015517	0.000614
10.910000	-0.081598	0.000000	0.030820	0.000626
10.920000	-0.084431	0.000000	0.059393	0.000474
10.930000	-0.087216	-0.017453	0.075342	0.000469
10.940000	-0.089350	-0.029089	0.106632	0.000804
10.950000	-0.091092	-0.029089	0.084720	0.001054
10.960000	-0.092527	-0.038397	0.053661	0.001409
10.971000	-0.094159	-0.034907	0.038613	0.001537
10.980000	-0.095864	-0.034907	0.015865	0.001388
10.990000	-0.097606	-0.049451	0.039853	0.001219
11.000000	-0.099213	-0.049451	0.009910	0.001085
11.011000	-0.100795	-0.048869	0.002813	0.000781
11.020000	-0.102108	-0.052360	0.029734	0.000712
11.030000	-0.103212	-0.052360	0.026037	0.000691
11.040000	-0.104095	-0.052360	0.017189	0.000448
11.050000	-0.104745	-0.052360	0.003764	0.000295
11.060000	-0.105407	-0.052360	0.017221	0.000216
11.070000	-0.106033	-0.052360	0.002276	0.000133
11.080000	-0.106438	-0.052360	0.014300	0.000072
11.090000	-0.106536	-0.052360	0.003048	0.000038
11.100000	-0.106524	-0.052360	0.010840	0.000028
11.110000	-0.106475	-0.052360	0.000772	0.000026
11.120000	-0.106327	-0.052360	0.005630	0.000024
11.130000	-0.106119	-0.052360	0.012900	0.000024
11.140000	-0.105947	-0.052360	0.012246	0.000023
11.150000	-0.105910	-0.052360	0.014094	0.000018
11.160000	-0.105874	-0.052360	0.014078	0.000016
11.170000	-0.105825	-0.052360	0.012065	0.000012
11.180000	-0.105653	-0.047373	0.005022	0.000021
11.190000	-0.105248	-0.047373	0.008876	0.000022
11.200000	-0.104549	-0.047373	0.010421	0.000022
11.210000	-0.103531	-0.047373	0.009692	0.000022
11.221000	-0.102034	-0.052360	0.009201	0.000059
11.230000	-0.100538	-0.052360	0.004645	0.000087
11.240000	-0.099017	-0.043633	0.003665	0.000080
11.250000	-0.097434	-0.043633	0.003632	0.000080
11.261000	-0.095631	-0.034907	0.005642	0.000084
11.270000	-0.094036	-0.039270	0.004405	0.000050
11.280000	-0.092393	-0.039270	0.003081	0.000017
11.290000	-0.090602	-0.017453	0.016267	0.000110
11.300000	-0.088651	-0.008727	0.016981	0.000259
11.310000	-0.086443	-0.008727	0.015019	0.000330
11.320000	-0.084481	-0.004987	0.020053	0.000402
11.330000	-0.082628	-0.004987	0.013725	0.000426
11.340000	-0.080850	-0.004987	0.019312	0.000337
11.350000	-0.078826	0.000000	0.004847	0.000193
11.360000	-0.076949	0.000000	0.000806	0.000114
11.370000	-0.075084	0.000000	0.005339	0.000039
11.380000	-0.073404	0.000000	0.005074	0.000010
11.390000	-0.071809	0.000000	0.009894	0.000016
11.400000	-0.070582	0.002909	0.010742	0.000017
11.410000	-0.069601	0.034907	0.019777	0.000569
11.420000	-0.068755	0.034907	0.028895	0.000924
11.430000	-0.067773	0.026180	0.019495	0.001000
11.440000	-0.066866	0.034907	0.018111	0.001165
11.450000	-0.066031	0.034907	0.006928	0.001273
11.460000	-0.065369	0.034907	0.009317	0.000802
11.471000	-0.064878	0.029089	0.017411	0.000452
11.480000	-0.064572	0.029089	0.008897	0.000374
11.490000	-0.064302	0.039270	0.004074	0.000271
11.500000	-0.064007	0.039270	0.013971	0.000196
11.511000	-0.063689	0.043633	0.010037	0.000192
11.520000	-0.063554	0.056723	0.052016	0.000510
11.530000	-0.063639	0.056723	0.040448	0.000779
11.540000	-0.064044	0.039270	0.048537	0.000713
11.550000	-0.064756	0.043633	0.045063	0.000696
11.560000	-0.065614	0.043633	0.023764	0.000640
11.570000	-0.066399	0.043633	0.013803	0.000336
11.580000	-0.067283	0.046542	0.004059	0.000110
11.590000	-0.068338	0.046542	0.001716	0.000149
11.600000	-0.069662	0.030543	0.006568	0.000142
11.610000	-0.070950	0.030543	0.008030	0.000130
11.620000	-0.072251	0.030543	0.003007	0.000107
11.630000	-0.073649	0.034907	0.010153	0.000075
11.640000	-0.075489	0.034907	0.025994	0.000072
11.650000	-0.077452	0.030543	0.018707	0.000080
11.660000	-0.079746	0.022440	0.015614	0.000070
11.670000	-0.082113	0.022440	0.020076	0.000077
11.680000	-0.084628	0.000000	0.008893	0.000176
11.690000	-0.086946	0.021817	0.019082	0.000217
11.700000	-0.089424	0.021817	0.028219	0.000292
11.710000	-0.091926	0.000000	0.020756	0.000327
11.721000	-0.094601	0.000000	0.025102	0.000340
11.730000	-0.096870	0.000000	0.002981	0.000229
11.740000	-0.099151	-0.017453	0.005268	0.000245
11.750000	-0.101470	-0.017453	0.008525	0.000182
11.761000	-0.104070	-0.017453	0.006420	0.000163
11.770000	-0.106364	-0.026180	0.007496	0.000188
11.780000	-0.108560	-0.026180	0.011855	0.000189
11.790000	-0.110854	-0.034907	0.024382	0.000110
11.800000	-0.113332	-0.043633	0.039924	0.000108
11.810000	-0.116374	-0.043633	0.040299	0.000093
11.820000	-0.119195	-0.052360	0.027166	0.000065
11.830000	-0.121820	-0.057347	0.027676	0.000081
11.840000	-0.124139	-0.057347	0.019445	0.000062
11.850000	-0.126543	-0.069813	0.003485	0.000079
11.860000	-0.128506	-0.078540	0.003168	0.000192
11.870000	-0.130235	-0.078540	0.020009	0.000223
11.880000	-0.131707	-0.087266	0.020472	0.000325
11.890000	-0.133007	-0.087266	0.022300	0.000414
11.900000	-0.133743	-0.095993	0.015168	0.000545
11.910000	-0.134148	-0.104720	0.003913	0.000723
11.920000	-0.134308	-0.104720	0.010631	0.000867
11.930000	-0.134308	-0.104720	0.028638	0.000868
11.940000	-0.134271	-0.104720	0.032126	0.000858
11.950000	-0.134099	-0.104720	0.036957	0.000726
11.960000	-0.133670	-0.104720	0.005459	0.000492
11.971000	-0.132725	-0.104720	0.005929	0.000364
11.980000	-0.131376	-0.104720	0.007111	0.000305
11.990000	-0.129646	-0.104720	0.013730	0.000293
12.000000	-0.127696	-0.104720	0.008383	0.000309
12.011000	-0.125316	-0.104720	0.023894	0.000322
12.020000	-0.123084	-0.104720	0.011544	0.000330
12.030000	-0.120729	-0.104720	0.005148	0.000346
12.040000	-0.118140	-0.092253	0.008762	0.000276
12.050000	-0.115319	-0.087266	0.003454	0.000205
12.060000	-0.111847	-0.087266	0.008925	0.000141
12.070000	-0.108499	-0.078540	0.001336	0.000071
12.080000	-0.105015	-0.069813	0.013854	0.000024
12.090000	-0.101470	-0.069813	0.014308	0.000038
12.100000	-0.097692	-0.061087	0.014048	0.000085
12.110000	-0.094183	-0.061087	0.013487	0.000089
12.120000	-0.090565	-0.052360	0.016775	0.000117
12.130000	-0.086823	-0.043633	0.001267	0.000143
12.140000	-0.082506	-0.043633	0.001250	0.000142
12.150000	-0.078568	-0.034907	0.008411	0.000127
12.160000	-0.074471	-0.017453	0.008415	0.000289
12.170000	-0.070227	-0.017453	0.000761	0.000319
12.180000	-0.065553	-0.008727	0.014364	0.000368
12.190000	-0.061566	0.000000	0.017814	0.000510
12.200000	-0.057715	0.000000	0.051215	0.000571
12.210000	-0.054108	0.002909	0.058233	0.000486
12.221000	-0.050490	0.004987	0.032309	0.000476
12.230000	-0.047337	0.004987	0.017330	0.000373
12.240000	-0.044099	0.017453	0.017122	0.000288
12.250000	-0.040738	0.017453	0.006999	0.000220
12.261000	-0.036935	0.039270	0.049018	0.000407
12.270000	-0.033500	0.043633	0.039832	0.000547
12.280000	-0.030004	0.043633	0.030110	0.000620
12.290000	-0.026557	0.056723	0.029131	0.000758
12.300000	-0.023307	0.069813	0.037066	0.001102
12.310000	-0.020044	0.069813	0.018041	0.001020
12.320000	-0.017222	0.069813	0.018658	0.000913
12.330000	-0.014511	0.087266	0.035057	0.001189
12.340000	-0.012021	0.087266	0.038681	0.001235
12.350000	-0.009875	0.082903	0.056237	0.000999
12.360000	-0.008452	0.082903	0.078309	0.000912
12.370000	-0.007507	0.100356	0.115394	0.001269
12.380000	-0.006906	0.104720	0.073191	0.001390
12.390000	-0.006563	0.104720	0.059404	0.001511
12.400000	-0.006514	0.104720	0.048940	0.001675
12.410000	-0.006550	0.093084	0.051585	0.001629
12.420000	-0.006759	0.093084	0.029790	0.001255
12.430000	-0.007434	0.098902	0.022852	0.000951
12.440000	-0.008439	0.098902	0.048150	0.000763
12.450000	-0.009826	0.098902	0.058841	0.000674
12.460000	-0.011555	0.093084	0.067482	0.000743
12.471000	-0.013849	0.093084	0.075775	0.000844
12.480000	-0.016278	0.091630	0.075666	0.000856
12.490000	-0.019026	0.082903	0.065140	0.000754
12.500000	-0.021908	0.082903	0.051516	0.000678
12.511000	-0.025355	0.075631	0.039066	0.000624
12.520000	-0.028618	0.065450	0.017831	0.000477
12.530000	-0.031906	0.065450	0.018312	0.000333
12.540000	-0.035218	0.039270	0.007621	0.000358
12.550000	-0.038566	0.030543	0.004745	0.000349
12.560000	-0.042455	0.030543	0.020748	0.000335
12.570000	-0.045963	0.017453	0.004992	0.000457
12.580000	-0.049337	0.010472	0.020034	0.000537
12.590000	-0.052673	0.010472	0.015769	0.000461
12.600000	-0.056341	-0.003491	0.007163	0.000473
12.610000	-0.059677	-0.017453	0.009783	0.000693
12.620000	-0.062805	-0.017453	0.029785	0.000702
12.630000	-0.065676	-0.038397	0.043888	0.001100
12.640000	-0.068423	-0.038397	0.041638	0.001363
12.650000	-0.070766	-0.052360	0.070858	0.001738
12.660000	-0.072889	-0.064827	0.060261	0.002140
12.670000	-0.074753	-0.064827	0.064696	0.002420
12.680000	-0.076483	-0.069813	0.037655	0.002278
12.690000	-0.077795	-0.087266	0.067811	0.002713
12.700000	-0.078973	-0.087266	0.030747	0.002670
12.710000	-0.079991	-0.087266	0.019194	0.002276
12.721000	-0.080788	-0.087266	0.010129	0.002014
12.730000	-0.081254	-0.092253	0.005614	0.001808
12.740000	-0.081549	-0.095993	0.008599	0.001244
12.750000	-0.081671	-0.095993	0.002941	0.000907
12.761000	-0.081561	-0.104720	0.046795	0.000843
12.770000	-0.081242	-0.104720	0.029484	0.000816
12.780000	-0.080690	-0.104720	0.008618	0.000750
12.790000	-0.079905	-0.104720	0.029484	0.000670
12.800000	-0.078789	-0.104720	0.047771	0.000615
12.810000	-0.077157	-0.104720	0.000328	0.000451
12.820000	-0.075415	-0.104720	0.015033	0.000356
12.830000	-0.073526	-0.104720	0.010246	0.000314
12.840000	-0.071343	-0.104720	0.006665	0.000317
12.850000	-0.068473	-0.104720	0.020885	0.000359
12.860000	-0.065369	-0.087266	0.030778	0.000302
12.870000	-0.061898	-0.087266	0.026370	0.000258
12.880000	-0.058267	-0.087266	0.004899	0.000217
12.890000	-0.054305	-0.087266	0.003368	0.000175
12.900000	-0.050563	-0.069813	0.002439	0.000076
12.910000	-0.046675	-0.069813	0.002451	0.000079
12.920000	-0.042688	-0.069813	0.003321	0.000085
12.930000	-0.038198	-0.052360	0.010122	0.000137
12.940000	-0.034187	-0.045379	0.014986	0.000183
12.950000	-0.030078	-0.045379	0.011270	0.000194
12.960000	-0.025956	-0.034907	0.008658	0.000259
12.971000	-0.021307	-0.013575	0.017944	0.000571
12.980000	-0.016916	-0.013575	0.009658	0.000628
12.990000	-0.012389	-0.012467	0.023194	0.000579
13.000000	-0.007900	-0.012467	0.021695	0.000550
13.011000	-0.002821	-0.008727	0.020107	0.000481
13.020000	0.001877	-0.003491	0.005858	0.000158
13.030000	0.006636	-0.003491	0.004935	0.000046
13.040000	0.011347	0.004987	0.002593	0.000005
13.050000	0.015849	0.026180	0.003268	0.000117
13.060000	0.020817	0.026180	0.002106	0.000157
13.070000	0.025196	0.052360	0.031210	0.000588
13.080000	0.029379	0.058178	0.005992	0.000917
13.090000	0.033267	0.058178	0.020631	0.001062
13.100000	0.037524	0.075631	0.006246	0.001323
13.110000	0.041290	0.075631	0.006921	0.001476
13.120000	0.044822	0.091630	0.078118	0.001435
13.130000	0.048147	0.104720	0.012453	0.001641
13.140000	0.051483	0.104720	0.030881	0.001833
13.150000	0.054133	0.104720	0.020881	0.001665
13.160000	0.056353	0.122173	0.037314	0.001960
13.170000	0.058316	0.122173	0.004062	0.001840
13.180000	0.060291	0.122173	0.072789	0.001426
13.190000	0.061947	0.130900	0.075039	0.001293
13.200000	0.063382	0.130900	0.091945	0.001200
13.210000	0.064535	0.127991	0.051516	0.000741
13.221000	0.065529	0.127991	0.022089	0.000496
13.230000	0.066019	0.139626	0.009440	0.000536
13.240000	0.066019	0.135263	0.008368	0.000428
13.250000	0.065651	0.135263	0.015026	0.000420
13.261000	0.064609	0.145444	0.014494	0.000677
13.270000	0.063173	0.148353	0.023754	0.000988
13.280000	0.061395	0.148353	0.057655	0.001152
13.290000	0.059174	0.139626	0.071558	0.001229
13.300000	0.056439	0.139626	0.089389	0.001361
13.310000	0.052759	0.139626	0.129899	0.001382
13.320000	0.048932	0.122173	0.113900	0.001103
13.330000	0.044638	0.122173	0.069250	0.000886
13.340000	0.040124	0.122173	0.027190	0.000892
13.350000	0.034960	0.109083	0.021852	0.000719
13.360000	0.030237	0.109083	0.012217	0.000522
13.370000	0.025355	0.087266	0.012821	0.000502
13.380000	0.020326	0.065450	0.010908	0.000602
13.390000	0.014879	0.065450	0.020152	0.000513
13.400000	0.009801	0.047997	0.039469	0.000715
13.410000	0.004723	0.052360	0.027733	0.000660
13.420000	-0.000319	0.052360	0.014973	0.000629
13.430000	-0.005888	0.017453	0.014485	0.000810
13.440000	-0.011212	0.008727	0.017506	0.001049
13.450000	-0.016585	0.008727	0.022347	0.000895
13.460000	-0.021970	-0.003491	0.010691	0.000997
13.471000	-0.027833	-0.003491	0.021779	0.001062
13.480000	-0.032924	-0.004987	0.041815	0.000716
13.490000	-0.037475	-0.027427	0.030531	0.000710
13.500000	-0.041621	-0.027427	0.034140	0.000755
13.511000	-0.045939	-0.048869	0.027466	0.001092
13.520000	-0.049815	-0.061087	0.045817	0.001574
13.530000	-0.053667	-0.061087	0.066098	0.001772
13.540000	-0.057617	-0.069813	0.045155	0.001705
13.550000	-0.061481	-0.082280	0.036572	0.001928
13.560000	-0.065455	-0.082280	0.061133	0.001604
13.570000	-0.068779	-0.092253	0.039797	0.001254
13.580000	-0.072005	-0.104720	0.036222	0.001299
13.590000	-0.075072	-0.104720	0.020040	0.001199
13.600000	-0.078139	-0.117186	0.028206	0.001158
13.610000	-0.080433	-0.117186	0.020595	0.001179
13.620000	-0.082297	-0.122173	0.025747	0.001142
13.630000	-0.083892	-0.130900	0.014582	0.001076
13.640000	-0.085437	-0.130900	0.023042	0.001078
13.650000	-0.086492	-0.139626	0.015557	0.001036
13.660000	-0.086995	-0.139626	0.006000	0.001059
13.670000	-0.087057	-0.139626	0.035988	0.001067
13.680000	-0.086873	-0.139626	0.037382	0.000995
13.690000	-0.086259	-0.139626	0.004085	0.000975
13.700000	-0.085143	-0.139626	0.004423	0.000808
13.710000	-0.083683	-0.139626	0.012478	0.000719
13.721000	-0.081721	-0.139626	0.010695	0.000672
13.730000	-0.079709	-0.139626	0.036237	0.000634
13.740000	-0.077452	-0.127160	0.031576	0.000509
13.750000	-0.075133	-0.127160	0.027209	0.000400
13.761000	-0.072545	-0.122173	0.027853	0.000285
13.770000	-0.069981	-0.108210	0.026197	0.000216
13.780000	-0.067172	-0.108210	0.011502	0.000099
13.790000	-0.063946	-0.104720	0.004542	0.000081
13.800000	-0.060315	-0.090757	0.007039	0.000116
13.810000	-0.055973	-0.090757	0.006996	0.000113
13.820000	-0.051851	-0.087266	0.006537	0.000060
13.830000	-0.047766	-0.069813	0.038541	0.000179
13.840000	-0.043682	-0.069813	0.035362	0.000231
13.850000	-0.039327	-0.055851	0.007790	0.000316
13.860000	-0.035230	-0.038397	0.020603	0.000629
13.870000	-0.030924	-0.038397	0.008224	0.000740
13.880000	-0.026545	-0.017453	0.031095	0.000974
13.890000	-0.021467	-0.017453	0.018012	0.001063
13.900000	-0.016842	-0.004987	0.051297	0.001179
13.910000	-0.012414	0.000000	0.068593	0.001100
13.920000	-0.008378	0.000000	0.047997	0.001087
13.930000	-0.004404	0.000000	0.071005	0.000768
13.940000	-0.000834	0.014544	0.037657	0.000758
13.950000	0.002699	0.014544	0.033913	0.000530
13.960000	0.006415	0.030543	0.048619	0.000416
13.971000	0.010697	0.030543	0.025501	0.000343
13.980000	0.014622	0.039270	0.030171	0.000354
13.990000	0.018388	0.052360	0.023821	0.000401
14.000000	0.021847	0.052360	0.050606	0.000481
14.011000	0.025085	0.074176	0.016196	0.000811
14.020000	0.027674	0.069813	0.004598	0.000944
14.030000	0.030139	0.069813	0.008350	0.000981
14.040000	0.032470	0.093084	0.026371	0.001339
14.050000	0.034469	0.087266	0.041778	0.001438
14.060000	0.036371	0.087266	0.007127	0.001100
14.070000	0.037867	0.104720	0.010483	0.001356
14.080000	0.039118	0.100356	0.012068	0.001461
14.090000	0.040087	0.100356	0.006436	0.001062
14.100000	0.040811	0.122173	0.012297	0.001474
14.110000	0.041167	0.122173	0.026055	0.001794
14.120000	0.041277	0.110538	0.007559	0.001469
14.130000	0.041253	0.116355	0.014140	0.001426
14.140000	0.041032	0.116355	0.014113	0.001422
14.150000	0.040394	0.122173	0.023497	0.001042
14.160000	0.039253	0.122173	0.014274	0.000817
14.170000	0.037720	0.122173	0.007785	0.000912
14.180000	0.035635	0.110538	0.011303	0.000781
14.190000	0.033513	0.116355	0.013598	0.000758
14.200000	0.031121	0.116355	0.014031	0.000660
14.210000	0.028336	0.104720	0.036821	0.000485
14.221000	0.024754	0.098902	0.048175	0.000327
14.230000	0.020939	0.098902	0.065965	0.000393
14.240000	0.016769	0.100356	0.070383	0.000484
14.250000	0.012230	0.100356	0.046705	0.000622
14.261000	0.006906	0.087266	0.042518	0.000683
14.270000	0.001914	0.063995	0.038264	0.000659
14.280000	-0.003177	0.063995	0.021330	0.000584
14.290000	-0.008636	0.056723	0.009120	0.000401
14.300000	-0.014180	0.034907	0.008413	0.000219
14.310000	-0.020166	0.034907	0.018229	0.000157
14.320000	-0.025515	0.014544	0.011757	0.000324
14.330000	-0.030838	0.000000	0.013295	0.000574
14.340000	-0.035978	0.000000	0.024969	0.000678
14.350000	-0.041596	-0.008727	0.022831	0.000752
14.360000	-0.046405	-0.008727	0.041280	0.000798
14.370000	-0.050956	-0.026180	0.012227	0.000859
14.380000	-0.055249	-0.049451	0.038143	0.001244
14.390000	-0.060009	-0.049451	0.015280	0.001452
14.400000	-0.064204	-0.057347	0.023505	0.001573
14.410000	-0.068338	-0.078540	0.012771	0.002151
14.420000	-0.072238	-0.078540	0.030194	0.002280
14.430000	-0.076372	-0.087266	0.002710	0.002017
14.440000	-0.079807	-0.092253	0.052149	0.001947
14.450000	-0.083070	-0.092253	0.014396	0.001767
14.460000	-0.086271	-0.104720	0.054149	0.001327
14.471000	-0.089449	-0.104720	0.074944	0.001074
14.480000	-0.092061	-0.122173	0.078595	0.001042
14.490000	-0.094343	-0.139626	0.031160	0.001493
14.500000	-0.096281	-0.139626	0.009057	0.001842
14.511000	-0.097913	-0.144613	0.043137	0.002072
14.520000	-0.098833	-0.157080	0.041241	0.002668
14.530000	-0.099274	-0.157080	0.076232	0.002835
14.540000	-0.099299	-0.157080	0.032492	0.002524
14.550000	-0.099053	-0.157080	0.082318	0.002410
14.560000	-0.098158	-0.157080	0.071293	0.002286
14.570000	-0.096661	-0.157080	0.057634	0.001884
14.580000	-0.094539	-0.157080	0.071789	0.001666
14.590000	-0.092037	-0.157080	0.109244	0.001606
14.600000	-0.088688	-0.157080	0.052720	0.001620
14.610000	-0.085204	-0.157080	0.018014	0.001655
14.620000	-0.081512	-0.144613	0.038688	0.001467
14.630000	-0.077525	-0.139626	0.021416	0.001253
14.640000	-0.072815	-0.139626	0.024921	0.001065
14.650000	-0.068215	-0.122173	0.004256	0.000718
14.660000	-0.063370	-0.104720	0.023243	0.000414
14.670000	-0.058487	-0.104720	0.017177	0.000316
14.680000	-0.052918	-0.099733	0.009739	0.000247
14.690000	-0.047779	-0.069813	0.031251	0.000435
14.700000	-0.042529	-0.069813	0.059442	0.000578
14.710000	-0.037266	-0.069813	0.060575	0.000591
14.721000	-0.031648	-0.052360	0.054227	0.000819
14.730000	-0.026582	-0.052360	0.072224	0.000904
14.740000	-0.021565	-0.034907	0.075107	0.000872
14.750000	-0.016597	-0.034907	0.067109	0.000870
14.761000	-0.011212	-0.012467	0.031231	0.001311
14.770000	-0.006489	0.000000	0.016260	0.001607
14.780000	-0.001570	0.000000	0.045712	0.001712
14.790000	0.003570	0.000000	0.065550	0.001459
14.800000	0.008967	0.014544	0.076751	0.001441
14.810000	0.014941	0.014544	0.054343	0.000962
14.820000	0.020068	0.039270	0.022835	0.000746
14.830000	0.025061	0.056723	0.035829	0.001105
14.840000	0.029783	0.056723	0.066971	0.001370
14.850000	0.034580	0.065450	0.088633	0.001631
14.860000	0.038431	0.093084	0.107358	0.002748
14.870000	0.041743	0.093084	0.149453	0.003166
14.880000	0.044687	0.104720	0.145702	0.003492
14.890000	0.047533	0.104720	0.093691	0.003748
14.900000	0.049766	0.109083	0.024677	0.003799
14.910000	0.051839	0.122173	0.018154	0.003251
14.920000	0.053802	0.122173	0.005885	0.002881
14.930000	0.055789	0.122173	0.065850	0.002208
14.940000	0.057236	0.130900	0.018935	0.001959
14.950000	0.058340	0.130900	0.008057	0.001722
14.960000	0.059076	0.122173	0.005223	0.001142
14.971000	0.059604	0.130900	0.029213	0.000868
14.980000	0.059898	0.130900	0.007028	0.000715
14.990000	0.059910	0.139626	0.019081	0.000613
15.000000	0.059628	0.139626	0.037729	0.000626
15.011000	0.058586	0.139626	0.024050	0.000791
15.020000	0.057126	0.135263	0.011209	0.000788
15.030000	0.055458	0.135263	0.015927	0.000813
15.040000	0.053495	0.139626	0.024308	0.000770
15.050000	0.051250	0.130900	0.033037	0.000599
15.060000	0.048527	0.130900	0.020042	0.000468
15.070000	0.045963	0.116355	0.019623	0.000374
15.080000	0.043142	0.122173	0.027073	0.000307
15.090000	0.039977	0.122173	0.046690	0.000177
15.100000	0.036162	0.100356	0.034576	0.000166
15.110000	0.032482	0.100356	0.027384	0.000110
15.120000	0.028618	0.095993	0.022613	0.000111
15.130000	0.024509	0.087266	0.010392	0.000102
15.140000	0.019921	0.087266	0.000809	0.000056
15.150000	0.015640	0.078540	0.013168	0.000032
15.160000	0.011187	0.065450	0.012758	0.000077
15.170000	0.006624	0.065450	0.014500	0.000074
15.180000	0.001055	0.047997	0.023089	0.000104
15.190000	-0.004330	0.040724	0.028312	0.000128
15.200000	-0.009936	0.040724	0.032284	0.000115
15.210000	-0.015579	0.026180	0.014516	0.000088
15.221000	-0.021663	0.006981	0.005151	0.000251
15.230000	-0.027220	0.006981	0.008041	0.000258
15.240000	-0.032580	0.000000	0.027267	0.000307
15.250000	-0.037634	0.000000	0.031006	0.000353
15.261000	-0.042676	-0.017453	0.042460	0.000517
15.270000	-0.047067	-0.034907	0.046938	0.000775
15.280000	-0.051250	-0.034907	0.014526	0.000905
15.290000	-0.055372	-0.052360	0.026191	0.001218
15.300000	-0.059530	-0.064827	0.037562	0.001632
15.310000	-0.064081	-0.064827	0.043970	0.001651
15.320000	-0.068227	-0.069813	0.082068	0.001363
15.330000	-0.072214	-0.087266	0.018243	0.001517
15.340000	-0.076053	-0.087266	0.006750	0.001300
15.350000	-0.079893	-0.104720	0.046442	0.001251
15.360000	-0.082959	-0.109706	0.051233	0.001343
15.370000	-0.085953	-0.109706	0.007930	0.001378
15.380000	-0.088663	-0.122173	0.009945	0.001407
15.390000	-0.091055	-0.122173	0.018527	0.001493
15.400000	-0.092589	-0.130900	0.105408	0.001495
15.410000	-0.093582	-0.139626	0.097762	0.001760
15.420000	-0.094122	-0.139626	0.067053	0.002018
15.430000	-0.094269	-0.139626	0.043801	0.001977
15.440000	-0.094220	-0.139626	0.048227	0.001976
15.450000	-0.093938	-0.139626	0.001264	0.001784
15.460000	-0.093276	-0.139626	0.009073	0.001402
15.471000	-0.092159	-0.139626	0.028263	0.001123
15.480000	-0.090933	-0.139626	0.022522	0.000921
15.490000	-0.089510	-0.139626	0.003318	0.000791
15.500000	-0.087707	-0.139626	0.006620	0.000719
15.511000	-0.085253	-0.130900	0.022951	0.000589
15.520000	-0.082518	-0.122173	0.046561	0.000459
15.530000	-0.079316	-0.122173	0.039530	0.000393
15.540000	-0.075649	-0.122173	0.013621	0.000374
15.550000	-0.071613	-0.104720	0.012097	0.000227
15.560000	-0.067037	-0.104720	0.005853	0.000207
15.570000	-0.062719	-0.104720	0.026206	0.000261
15.580000	-0.058438	-0.087266	0.034325	0.000219
15.590000	-0.054157	-0.087266	0.021875	0.000115
15.600000	-0.049153	-0.069813	0.028776	0.000147
15.610000	-0.044418	-0.052360	0.003389	0.000275
15.620000	-0.039413	-0.052360	0.013315	0.000240
15.630000	-0.034334	-0.031416	0.025444	0.000443
15.640000	-0.028667	-0.031416	0.068358	0.000559
15.650000	-0.023748	-0.017453	0.042845	0.000760
15.660000	-0.019259	-0.008727	0.010181	0.000813
15.670000	-0.014781	-0.008727	0.044060	0.000865
15.680000	-0.009899	0.004987	0.017128	0.000841
15.690000	-0.005643	0.013963	0.020456	0.000936
15.700000	-0.001509	0.013963	0.006201	0.000779
15.710000	0.002466	0.030543	0.010016	0.000801
15.721000	0.006980	0.058178	0.023004	0.001557
15.730000	0.010954	0.058178	0.103014	0.001869
15.740000	0.014548	0.065450	0.137830	0.002194
15.750000	0.017615	0.065450	0.201994	0.002517
15.761000	0.020215	0.065450	0.205355	0.002577
15.770000	0.022068	0.087266	0.204467	0.002592
15.780000	0.023540	0.087266	0.167780	0.002700
15.790000	0.024730	0.087266	0.109106	0.002591
15.800000	0.025723	0.098902	0.033953	0.002823
15.810000	0.026655	0.098902	0.013898	0.002933
15.820000	0.027514	0.098902	0.037628	0.002328
15.830000	0.028348	0.098902	0.054436	0.001870
