当前时刻	小车位置	摆杆偏角	指标1	指标2	
5.250000	-0.133977	0.000000	0.029702	0.000203
5.261000	-0.135142	0.000000	0.027464	0.000254
5.270000	-0.136283	0.000000	0.024444	0.000237
5.280000	-0.137448	0.000000	0.016422	0.000229
5.290000	-0.138613	-0.013575	0.003285	0.000184
5.300000	-0.139828	-0.012467	0.000584	0.000130
5.310000	-0.141226	-0.012467	0.001940	0.000078
5.320000	-0.142477	-0.013963	0.002579	0.000032
5.330000	-0.143667	-0.013575	0.004837	0.000006
5.340000	-0.144685	-0.013575	0.010541	0.000002
5.350000	-0.145605	-0.026180	0.021402	0.000110
5.360000	-0.146219	-0.026180	0.024038	0.000205
5.370000	-0.146574	-0.038397	0.025351	0.000487
5.380000	-0.146795	-0.034907	0.015499	0.000614
5.390000	-0.147053	-0.034907	0.029618	0.000700
5.400000	-0.147310	-0.038397	0.012025	0.000708
5.410000	-0.147494	-0.034907	0.026956	0.000670
5.420000	-0.147531	-0.034907	0.041920	0.000452
5.430000	-0.147445	-0.034907	0.057544	0.000396
5.440000	-0.147090	-0.034907	0.054799	0.000387
5.450000	-0.146378	-0.034907	0.076429	0.000373
5.460000	-0.145409	-0.034907	0.042771	0.000414
5.471000	-0.144158	-0.034907	0.017606	0.000431
5.480000	-0.143115	-0.034907	0.018669	0.000425
5.490000	-0.142318	-0.029920	0.015543	0.000358
5.500000	-0.141729	-0.029920	0.034846	0.000269
5.511000	-0.141054	-0.013575	0.035019	0.000244
5.520000	-0.140318	-0.008727	0.036228	0.000239
5.530000	-0.139349	-0.008727	0.025795	0.000202
5.540000	-0.138147	-0.012467	0.030288	0.000180
5.550000	-0.136822	-0.017453	0.024836	0.000189
5.560000	-0.135252	-0.017453	0.017130	0.000147
5.570000	-0.133891	-0.008727	0.007291	0.000070
5.580000	-0.132615	-0.008727	0.009937	0.000045
5.590000	-0.131523	-0.008727	0.012912	0.000059
5.600000	-0.130628	0.000000	0.018340	0.000081
5.610000	-0.129978	0.000000	0.011889	0.000074
5.620000	-0.129278	0.000000	0.010321	0.000085
5.630000	-0.128457	0.000000	0.013188	0.000081
5.640000	-0.127487	0.000000	0.013234	0.000068
5.650000	-0.126482	0.000000	0.005583	0.000019
5.660000	-0.125525	0.000000	0.003158	0.000005
5.670000	-0.124752	0.000000	0.005230	0.000018
5.680000	-0.123942	0.000000	0.002577	0.000022
5.690000	-0.123182	0.002909	0.003140	0.000023
5.700000	-0.122311	0.002909	0.002698	0.000023
5.710000	-0.121428	0.002909	0.005175	0.000021
5.721000	-0.120410	0.002909	0.011199	0.000011
5.730000	-0.119293	0.002909	0.004406	0.000001
5.740000	-0.118067	0.002909	0.007644	0.000011
5.750000	-0.116840	0.002909	0.014259	0.000030
5.761000	-0.115515	0.024435	0.009606	0.000123
5.770000	-0.114289	0.008727	0.001147	0.000127
5.780000	-0.113025	0.008727	0.013809	0.000134
5.790000	-0.111786	0.034907	0.034384	0.000320
5.800000	-0.110645	0.040724	0.012756	0.000534
5.810000	-0.109615	0.040724	0.026767	0.000597
5.820000	-0.108867	0.039270	0.039347	0.000681
5.830000	-0.108278	0.052360	0.003504	0.000943
5.840000	-0.107861	0.052360	0.006202	0.000945
5.850000	-0.107591	0.052360	0.051545	0.000891
5.860000	-0.107603	0.052360	0.073160	0.000927
5.870000	-0.107922	0.043633	0.074526	0.000917
5.880000	-0.108781	0.056723	0.100823	0.000966
5.890000	-0.110277	0.056723	0.047806	0.001026
5.900000	-0.111737	0.058178	0.035499	0.001100
5.910000	-0.113123	0.043633	0.005145	0.000930
5.920000	-0.114497	0.043633	0.016061	0.000872
5.930000	-0.116116	0.047997	0.027869	0.000616
5.940000	-0.117490	0.043633	0.032083	0.000397
5.950000	-0.118606	0.043633	0.038841	0.000172
5.960000	-0.119539	0.026180	0.037046	0.000276
5.971000	-0.120618	0.034907	0.032928	0.000249
5.980000	-0.121931	0.034907	0.019345	0.000179
5.990000	-0.123611	0.010472	0.021532	0.000352
6.000000	-0.125574	0.010472	0.018608	0.000433
6.011000	-0.127782	0.027925	0.025877	0.000336
6.020000	-0.129781	0.027925	0.028398	0.000379
6.030000	-0.131965	0.027925	0.020484	0.000431
6.040000	-0.134124	0.005818	0.009060	0.000286
6.050000	-0.136197	0.000000	0.004138	0.000271
6.060000	-0.138294	0.000000	0.006461	0.000294
6.070000	-0.140134	0.000000	0.013043	0.000278
6.080000	-0.141913	0.000000	0.027839	0.000249
6.090000	-0.143532	0.000000	0.021248	0.000201
6.100000	-0.145053	-0.017453	0.036934	0.000335
6.110000	-0.146255	-0.008727	0.038005	0.000330
6.120000	-0.147310	-0.008727	0.032430	0.000331
6.130000	-0.148292	-0.008727	0.022861	0.000324
6.140000	-0.149420	-0.008727	0.016525	0.000311
6.150000	-0.150586	-0.026180	0.008438	0.000253
6.160000	-0.151874	-0.021332	0.003513	0.000247
6.170000	-0.153272	-0.021332	0.005498	0.000235
6.180000	-0.154756	-0.026180	0.013998	0.000246
6.190000	-0.156118	-0.029920	0.015731	0.000264
6.200000	-0.157602	-0.029920	0.007520	0.000099
6.210000	-0.159148	-0.034907	0.014546	0.000069
6.221000	-0.160791	-0.038397	0.009465	0.000076
6.230000	-0.162067	-0.038397	0.005787	0.000067
6.240000	-0.163061	-0.039270	0.008338	0.000057
6.250000	-0.163834	-0.039270	0.007513	0.000058
6.261000	-0.164545	-0.043633	0.003733	0.000063
6.270000	-0.165146	-0.052360	0.002270	0.000117
6.280000	-0.165710	-0.052360	0.005349	0.000144
6.290000	-0.166201	-0.047373	0.002588	0.000132
6.300000	-0.166581	-0.047373	0.001227	0.000129
6.310000	-0.166802	-0.047373	0.001123	0.000116
6.320000	-0.166814	-0.049451	0.003681	0.000046
6.330000	-0.166814	-0.047373	0.002017	0.000000
6.340000	-0.166814	-0.047373	0.003082	0.000003
6.350000	-0.166814	-0.052360	0.000863	0.000001
6.360000	-0.166814	-0.052360	0.004979	0.000005
6.370000	-0.166741	-0.052360	0.002671	0.000003
6.380000	-0.166483	-0.043633	0.002185	0.000014
6.390000	-0.165931	-0.043633	0.001918	0.000017
6.400000	-0.165244	-0.043633	0.001293	0.000009
6.410000	-0.164410	-0.039893	0.005244	0.000006
6.420000	-0.163441	-0.039893	0.004290	0.000002
6.430000	-0.162423	-0.034907	0.010377	0.000023
6.440000	-0.161662	-0.034907	0.004492	0.000036
6.450000	-0.160963	-0.034907	0.017401	0.000053
6.460000	-0.160264	-0.029920	0.019552	0.000101
6.471000	-0.159589	-0.022440	0.011954	0.000219
6.480000	-0.159013	-0.022440	0.016495	0.000273
6.490000	-0.158412	-0.022440	0.036200	0.000325
6.500000	-0.157872	-0.022440	0.025703	0.000362
6.511000	-0.157406	-0.017453	0.008243	0.000392
6.520000	-0.156903	-0.008727	0.007084	0.000429
6.530000	-0.156204	-0.008727	0.014942	0.000429
6.540000	-0.155296	-0.017453	0.027683	0.000364
6.550000	-0.154204	-0.008727	0.035295	0.000329
6.560000	-0.152879	-0.008727	0.016786	0.000250
6.570000	-0.151616	-0.008727	0.006354	0.000091
6.580000	-0.150500	-0.013575	0.014562	0.000021
6.590000	-0.149580	-0.013575	0.011384	0.000032
6.600000	-0.148770	0.000000	0.019072	0.000050
6.610000	-0.148059	0.000000	0.012385	0.000068
6.620000	-0.147298	-0.004987	0.012091	0.000069
6.630000	-0.146574	-0.012467	0.004128	0.000082
6.640000	-0.145826	-0.012467	0.001355	0.000091
6.650000	-0.145151	-0.012467	0.019712	0.000075
6.660000	-0.144391	-0.004987	0.009606	0.000055
6.670000	-0.143434	-0.004987	0.020503	0.000070
6.680000	-0.142085	-0.004987	0.014974	0.000059
6.690000	-0.140662	0.000000	0.014531	0.000039
6.700000	-0.139214	0.000000	0.013491	0.000024
6.710000	-0.137791	0.000000	0.011750	0.000037
6.721000	-0.136221	0.000000	0.005505	0.000044
6.730000	-0.134847	0.000000	0.011736	0.000055
6.740000	-0.133437	0.004987	0.012963	0.000058
6.750000	-0.132026	0.004987	0.020989	0.000068
6.761000	-0.130431	0.021817	0.057736	0.000116
6.770000	-0.129070	0.002909	0.051912	0.000146
6.780000	-0.128039	0.002909	0.056854	0.000152
6.790000	-0.127328	0.002909	0.050930	0.000167
6.800000	-0.126764	0.004987	0.039656	0.000154
6.810000	-0.126273	0.004987	0.001077	0.000091
6.820000	-0.125905	0.031998	0.001141	0.000401
6.830000	-0.125549	0.027925	0.011256	0.000542
6.840000	-0.125169	0.027925	0.001426	0.000648
6.850000	-0.124740	0.015272	0.001424	0.000645
6.860000	-0.124409	0.015272	0.001916	0.000645
6.870000	-0.124126	0.008727	0.018815	0.000304
6.880000	-0.123807	0.021817	0.018128	0.000158
6.890000	-0.123182	0.021817	0.015592	0.000046
6.900000	-0.122360	0.013090	0.013406	0.000075
6.910000	-0.121563	0.026180	0.013933	0.000092
6.920000	-0.120925	0.026180	0.015161	0.000085
6.930000	-0.120483	0.010472	0.013328	0.000111
6.940000	-0.120348	0.027925	0.018203	0.000150
6.950000	-0.120361	0.027925	0.007716	0.000175
6.960000	-0.120410	0.034907	0.024722	0.000323
6.971000	-0.120704	0.034907	0.012928	0.000442
6.980000	-0.121182	0.043633	0.024083	0.000653
6.990000	-0.121710	0.020944	0.028935	0.000601
7.000000	-0.122299	0.020944	0.020349	0.000549
7.011000	-0.123170	0.013090	0.000847	0.000391
7.020000	-0.124139	0.010908	0.025868	0.000262
7.030000	-0.125267	0.010908	0.006756	0.000006
7.040000	-0.126518	0.004987	0.025707	0.000005
7.050000	-0.127635	0.027925	0.028636	0.000205
7.060000	-0.128407	0.027925	0.026254	0.000336
7.070000	-0.128714	0.002909	0.024382	0.000428
7.080000	-0.128947	0.000000	0.030592	0.000508
7.090000	-0.129327	0.000000	0.029952	0.000542
7.100000	-0.129929	0.000000	0.005220	0.000366
7.110000	-0.130554	0.000000	0.001861	0.000246
7.120000	-0.131118	0.000000	0.006068	0.000166
7.130000	-0.131548	0.000000	0.031469	0.000105
7.140000	-0.131781	0.000000	0.025906	0.000083
7.150000	-0.131805	0.002909	0.026378	0.000067
7.160000	-0.131793	0.000000	0.029042	0.000083
7.170000	-0.131732	0.000000	0.032499	0.000106
7.180000	-0.131523	0.000000	0.018087	0.000121
7.190000	-0.131278	0.000000	0.014782	0.000126
7.200000	-0.131106	0.000000	0.008671	0.000137
7.210000	-0.131057	0.000000	0.006076	0.000122
7.221000	-0.131069	0.000000	0.013803	0.000104
7.230000	-0.131204	0.000000	0.011623	0.000085
7.240000	-0.131523	0.000000	0.009063	0.000064
7.250000	-0.131940	0.000000	0.003849	0.000047
7.261000	-0.132455	0.008727	0.003140	0.000094
7.270000	-0.132934	0.005818	0.006314	0.000105
7.280000	-0.133412	0.005818	0.009695	0.000122
7.290000	-0.133940	0.027925	0.039064	0.000573
7.300000	-0.134627	0.002909	0.037342	0.000570
7.310000	-0.135571	0.002909	0.039804	0.000511
7.320000	-0.136516	0.017453	0.030201	0.000661
7.330000	-0.137473	0.014544	0.016549	0.000726
7.340000	-0.138356	0.014544	0.032761	0.000335
7.350000	-0.139153	0.013963	0.034150	0.000372
7.360000	-0.139693	-0.003491	0.033547	0.000445
7.370000	-0.140122	-0.003491	0.021435	0.000332
7.380000	-0.140502	0.000000	0.017198	0.000253
7.390000	-0.140919	0.000000	0.014581	0.000198
7.400000	-0.141398	0.000000	0.013880	0.000167
7.410000	-0.141901	0.013963	0.014009	0.000147
7.420000	-0.142490	0.013963	0.007446	0.000135
7.430000	-0.143324	0.000000	0.014126	0.000128
7.440000	-0.144244	0.000000	0.011436	0.000124
7.450000	-0.145372	0.000000	0.011123	0.000124
7.460000	-0.146697	0.000000	0.014381	0.000079
7.471000	-0.148279	0.006981	0.020223	0.000122
7.480000	-0.149837	0.006981	0.044045	0.000238
7.490000	-0.151641	0.000000	0.045826	0.000282
7.500000	-0.153554	0.000000	0.049404	0.000344
7.511000	-0.155750	0.000000	0.038841	0.000411
7.520000	-0.157713	0.000000	0.020970	0.000394
7.530000	-0.159503	0.000000	0.001915	0.000347
7.540000	-0.161159	-0.008727	0.010486	0.000310
7.550000	-0.162631	-0.012467	0.008207	0.000241
7.560000	-0.164238	-0.012467	0.002891	0.000164
7.570000	-0.165894	-0.013575	0.000489	0.000088
7.580000	-0.167747	-0.021332	0.005384	0.000009
7.590000	-0.169599	-0.021332	0.006851	0.000007
7.600000	-0.171586	-0.034907	0.012050	0.000040
7.610000	-0.173389	-0.034907	0.014373	0.000051
7.620000	-0.175107	-0.038397	0.008754	0.000073
7.630000	-0.176738	-0.043633	0.019534	0.000151
7.640000	-0.178149	-0.043633	0.030105	0.000229
7.650000	-0.178958	-0.047373	0.034727	0.000278
7.660000	-0.179461	-0.052360	0.041538	0.000400
7.670000	-0.179866	-0.052360	0.031728	0.000474
7.680000	-0.180222	-0.052360	0.014626	0.000469
7.690000	-0.180443	-0.052360	0.005029	0.000442
7.700000	-0.180627	-0.052360	0.004365	0.000377
7.710000	-0.180835	-0.052360	0.003229	0.000262
7.721000	-0.181056	-0.052360	0.002219	0.000175
7.730000	-0.181117	-0.052360	0.017754	0.000130
7.740000	-0.181019	-0.052360	0.020661	0.000123
7.750000	-0.180565	-0.052360	0.036034	0.000150
7.761000	-0.179559	-0.052360	0.028358	0.000189
7.770000	-0.178406	-0.052360	0.016484	0.000219
7.780000	-0.177376	-0.052360	0.024263	0.000232
7.790000	-0.176640	-0.052360	0.029714	0.000221
7.800000	-0.176137	-0.052360	0.036226	0.000178
7.810000	-0.175597	-0.052360	0.027131	0.000126
7.820000	-0.174935	-0.038397	0.006900	0.000133
7.830000	-0.174076	-0.034907	0.008321	0.000158
7.840000	-0.173119	-0.034907	0.011786	0.000163
7.850000	-0.171991	-0.038397	0.014699	0.000151
7.860000	-0.170899	-0.034907	0.005969	0.000155
7.870000	-0.169771	-0.034907	0.006394	0.000104
7.880000	-0.168434	-0.034907	0.005813	0.000041
7.890000	-0.166729	-0.034907	0.011050	0.000005
7.900000	-0.165207	-0.022440	0.012129	0.000048
7.910000	-0.163785	-0.013575	0.022462	0.000187
7.920000	-0.162570	-0.013575	0.038874	0.000307
7.930000	-0.161552	-0.008727	0.027256	0.000460
7.940000	-0.160841	0.000000	0.043793	0.000717
7.950000	-0.160080	0.000000	0.033722	0.000833
7.960000	-0.159246	-0.008727	0.009563	0.000697
7.971000	-0.158240	-0.012467	0.005175	0.000574
7.980000	-0.157357	-0.012467	0.008266	0.000419
7.990000	-0.156621	-0.013963	0.005696	0.000161
8.000000	-0.156093	-0.013963	0.003549	0.000005
8.011000	-0.155590	-0.004987	0.008962	0.000015
8.020000	-0.155002	0.000000	0.013005	0.000075
8.030000	-0.154192	0.000000	0.004215	0.000107
8.040000	-0.153272	-0.008727	0.004995	0.000108
8.050000	-0.152426	-0.008727	0.005140	0.000109
8.060000	-0.151690	-0.008727	0.004284	0.000076
8.070000	-0.151236	-0.008727	0.006848	0.000017
8.080000	-0.150917	0.000000	0.004792	0.000025
8.090000	-0.150561	0.000000	0.004756	0.000052
8.100000	-0.150046	0.000000	0.009548	0.000069
8.110000	-0.149420	0.000000	0.009123	0.000075
8.120000	-0.148647	0.000000	0.013517	0.000081
8.130000	-0.147727	-0.008727	0.018283	0.000086
8.140000	-0.146648	-0.008727	0.020395	0.000092
8.150000	-0.145740	0.000000	0.014810	0.000077
8.160000	-0.144992	0.000000	0.013792	0.000074
8.170000	-0.144403	0.000000	0.011275	0.000073
8.180000	-0.143900	-0.012467	0.010046	0.000083
8.190000	-0.143422	-0.008727	0.016581	0.000065
8.200000	-0.142772	-0.008727	0.020718	0.000085
8.210000	-0.141962	-0.008727	0.015018	0.000098
8.221000	-0.140932	-0.013963	0.020214	0.000150
8.230000	-0.139987	-0.013963	0.003505	0.000132
8.240000	-0.139092	0.000000	0.014991	0.000132
8.250000	-0.138233	0.000000	0.019656	0.000119
8.261000	-0.137227	-0.012467	0.017591	0.000140
8.270000	-0.136270	-0.008727	0.026743	0.000089
8.280000	-0.135399	-0.008727	0.016806	0.000056
8.290000	-0.134688	-0.004987	0.008233	0.000046
8.300000	-0.134075	-0.008727	0.010567	0.000042
8.310000	-0.133510	-0.008727	0.009410	0.000006
8.320000	-0.133118	0.000000	0.006649	0.000066
8.330000	-0.132725	0.000000	0.011531	0.000109
8.340000	-0.132210	0.000000	0.005779	0.000135
8.350000	-0.131450	0.000000	0.007339	0.000154
8.360000	-0.130665	0.000000	0.013357	0.000162
8.370000	-0.129781	0.000000	0.012934	0.000105
8.380000	-0.128702	-0.004987	0.007657	0.000075
8.390000	-0.127353	-0.004987	0.013208	0.000055
8.400000	-0.126126	-0.008727	0.009847	0.000074
8.410000	-0.124936	0.000000	0.002543	0.000060
8.420000	-0.123758	0.000000	0.001746	0.000053
8.430000	-0.122348	-0.008727	0.003027	0.000100
8.440000	-0.121097	-0.004987	0.001364	0.000107
8.450000	-0.119919	-0.004987	0.009277	0.000084
8.460000	-0.118827	0.000000	0.012035	0.000094
8.471000	-0.117858	0.000000	0.013813	0.000110
8.480000	-0.117208	0.000000	0.011347	0.000062
8.490000	-0.116742	0.004987	0.012914	0.000086
8.500000	-0.116349	0.004987	0.017992	0.000111
8.511000	-0.115932	-0.003491	0.013532	0.000101
8.520000	-0.115577	0.000000	0.008226	0.000097
8.530000	-0.115172	0.000000	0.007422	0.000095
8.540000	-0.114620	0.000000	0.005439	0.000060
8.550000	-0.113884	-0.012467	0.018499	0.000064
8.560000	-0.113001	-0.012467	0.014259	0.000094
8.570000	-0.112228	-0.012467	0.004925	0.000106
8.580000	-0.111430	-0.013963	0.020909	0.000146
8.590000	-0.110412	-0.013963	0.020343	0.000195
8.600000	-0.108891	0.000000	0.033101	0.000158
8.610000	-0.107346	0.000000	0.030853	0.000131
8.620000	-0.105861	-0.008727	0.020001	0.000128
8.630000	-0.104622	0.000000	0.007717	0.000080
8.640000	-0.103420	0.000000	0.007746	0.000019
8.650000	-0.102145	0.000000	0.008025	0.000008
8.660000	-0.100722	0.000000	0.010273	0.000009
8.670000	-0.099201	0.000000	0.003034	0.000003
8.680000	-0.097410	0.000000	0.004959	0.000009
8.690000	-0.095717	0.000000	0.010643	0.000033
8.700000	-0.094012	0.000000	0.014569	0.000065
8.710000	-0.092282	0.000000	0.006288	0.000093
8.721000	-0.090442	0.000000	0.001743	0.000112
8.730000	-0.088958	0.000000	0.009956	0.000121
8.740000	-0.087535	0.027925	0.020945	0.000307
8.750000	-0.086051	0.027925	0.001858	0.000399
8.761000	-0.084419	0.014544	0.010663	0.000368
8.770000	-0.082947	0.017453	0.010257	0.000338
8.780000	-0.081537	0.017453	0.001829	0.000313
8.790000	-0.080150	0.009973	0.014705	0.000136
8.800000	-0.078948	0.008727	0.017555	0.000056
8.810000	-0.077574	0.008727	0.012564	0.000096
8.820000	-0.076237	0.008727	0.019410	0.000134
8.830000	-0.074900	0.014544	0.026627	0.000145
8.840000	-0.073477	0.014544	0.034532	0.000138
8.850000	-0.071662	0.034907	0.022792	0.000175
8.860000	-0.069859	0.034907	0.022811	0.000168
8.870000	-0.068129	0.043633	0.019583	0.000218
8.880000	-0.066498	0.043633	0.005778	0.000245
8.890000	-0.064829	0.043633	0.008216	0.000231
8.900000	-0.063370	0.040724	0.010761	0.000151
8.910000	-0.061959	0.052360	0.006747	0.000151
8.920000	-0.060585	0.052360	0.017839	0.000096
8.930000	-0.059444	0.047997	0.029485	0.000082
8.940000	-0.058880	0.046542	0.025642	0.000079
8.950000	-0.058598	0.046542	0.022421	0.000083
8.960000	-0.058377	0.058178	0.002598	0.000123
8.971000	-0.058205	0.061087	0.023270	0.000195
8.980000	-0.058181	0.061087	0.014873	0.000269
8.990000	-0.058254	0.058178	0.005851	0.000303
9.000000	-0.058500	0.058178	0.007124	0.000335
9.011000	-0.058966	0.052360	0.014535	0.000263
9.020000	-0.059457	0.056723	0.012971	0.000177
9.030000	-0.059959	0.056723	0.018742	0.000099
9.040000	-0.060524	0.056723	0.011213	0.000069
9.050000	-0.061027	0.043633	0.011898	0.000082
9.060000	-0.061603	0.043633	0.011246	0.000104
9.070000	-0.062290	0.043633	0.020100	0.000090
9.080000	-0.063259	0.043633	0.006446	0.000075
9.090000	-0.064621	0.043633	0.007371	0.000069
9.100000	-0.066412	0.043633	0.008434	0.000034
9.110000	-0.068141	0.039270	0.005760	0.000014
9.120000	-0.069920	0.039270	0.002719	0.000021
9.130000	-0.071711	0.034907	0.005110	0.000025
9.140000	-0.073796	0.034907	0.019113	0.000048
9.150000	-0.076017	0.020362	0.019657	0.000038
9.160000	-0.078470	0.000000	0.005527	0.000189
9.170000	-0.081095	0.000000	0.009363	0.000229
9.180000	-0.083941	0.009973	0.007822	0.000242
9.190000	-0.086468	0.000000	0.004957	0.000228
9.200000	-0.088860	0.000000	0.004110	0.000234
9.210000	-0.091129	0.000000	0.024647	0.000100
9.221000	-0.093730	-0.012467	0.018810	0.000051
9.230000	-0.096134	-0.012467	0.015418	0.000036
9.240000	-0.098538	-0.012467	0.017090	0.000033
9.250000	-0.100758	-0.012467	0.018914	0.000044
9.261000	-0.103077	-0.024933	0.013316	0.000042
9.270000	-0.105052	-0.034907	0.018230	0.000120
9.280000	-0.106794	-0.034907	0.015112	0.000158
9.290000	-0.108327	-0.052360	0.015869	0.000387
9.300000	-0.109799	-0.052360	0.025475	0.000485
9.310000	-0.111504	-0.052360	0.019885	0.000528
9.320000	-0.112939	-0.052360	0.024587	0.000477
9.330000	-0.114141	-0.057347	0.027315	0.000486
9.340000	-0.115098	-0.057347	0.003498	0.000272
9.350000	-0.115981	-0.069813	0.002061	0.000300
9.360000	-0.116631	-0.069813	0.021725	0.000322
9.370000	-0.117183	-0.069813	0.026994	0.000331
9.380000	-0.117686	-0.069813	0.022882	0.000298
9.390000	-0.118091	-0.069813	0.024074	0.000278
9.400000	-0.118324	-0.069813	0.013020	0.000136
9.410000	-0.118361	-0.069813	0.006314	0.000058
9.420000	-0.118337	-0.069813	0.004603	0.000016
9.430000	-0.118189	-0.069813	0.011608	0.000006
9.440000	-0.117735	-0.069813	0.004778	0.000008
9.450000	-0.116889	-0.069813	0.005270	0.000010
9.460000	-0.115834	-0.069813	0.006081	0.000018
9.471000	-0.114448	-0.069813	0.011610	0.000037
9.480000	-0.112927	-0.069813	0.010428	0.000053
9.490000	-0.111222	-0.064827	0.006724	0.000050
9.500000	-0.109529	-0.064827	0.022181	0.000063
9.511000	-0.107787	-0.055851	0.022239	0.000106
9.520000	-0.106401	-0.052360	0.025867	0.000139
9.530000	-0.104966	-0.052360	0.017689	0.000135
9.540000	-0.103285	-0.049451	0.017397	0.000143
9.550000	-0.101298	-0.038397	0.026861	0.000195
9.560000	-0.098747	-0.038397	0.024104	0.000158
9.570000	-0.096195	-0.034907	0.026501	0.000111
9.580000	-0.093288	-0.034907	0.024057	0.000091
9.590000	-0.090381	-0.034907	0.020883	0.000088
9.600000	-0.087142	-0.008727	0.004253	0.000179
9.610000	-0.084247	-0.008727	0.003537	0.000232
9.620000	-0.081402	-0.008727	0.001610	0.000248
9.630000	-0.078691	0.000000	0.004129	0.000311
9.640000	-0.075747	0.000000	0.001499	0.000328
9.650000	-0.073171	0.000000	0.000425	0.000176
9.660000	-0.070730	0.017453	0.025918	0.000266
9.670000	-0.068423	0.017453	0.028509	0.000341
9.680000	-0.066203	0.008727	0.022159	0.000284
9.690000	-0.064277	0.030543	0.034806	0.000456
9.700000	-0.062364	0.030543	0.025986	0.000551
9.710000	-0.060462	0.040724	0.010070	0.000584
9.721000	-0.058377	0.034907	0.016728	0.000516
9.730000	-0.056513	0.034907	0.019544	0.000516
9.740000	-0.054587	0.046542	0.014333	0.000388
9.750000	-0.052734	0.046542	0.011115	0.000316
9.761000	-0.050943	0.043633	0.004237	0.000130
9.770000	-0.049582	0.056723	0.008556	0.000209
9.780000	-0.048466	0.056723	0.016991	0.000277
9.790000	-0.047570	0.061087	0.015551	0.000320
9.800000	-0.046920	0.063995	0.003021	0.000402
9.810000	-0.046454	0.063995	0.003230	0.000476
9.820000	-0.046172	0.074176	0.029261	0.000600
9.830000	-0.046074	0.074176	0.035306	0.000722
9.840000	-0.046123	0.074176	0.038808	0.000789
9.850000	-0.046478	0.065450	0.055706	0.000720
9.860000	-0.047251	0.074176	0.062463	0.000816
9.870000	-0.048306	0.074176	0.048703	0.000752
9.880000	-0.049557	0.074176	0.036625	0.000718
9.890000	-0.051201	0.074176	0.028920	0.000697
9.900000	-0.052869	0.069813	0.018568	0.000734
9.910000	-0.054697	0.063995	0.010353	0.000588
9.920000	-0.056525	0.063995	0.006925	0.000457
9.930000	-0.058659	0.052360	0.007938	0.000297
9.940000	-0.060794	0.047997	0.016428	0.000138
9.950000	-0.063161	0.047997	0.004999	0.000056
9.960000	-0.065811	0.040724	0.001401	0.000025
9.971000	-0.068951	0.034907	0.005667	0.000010
9.980000	-0.071944	0.034907	0.008266	0.000003
9.990000	-0.074863	0.014544	0.011199	0.000128
10.000000	-0.077648	0.014544	0.023602	0.000205
10.011000	-0.080543	0.000000	0.027580	0.000464
10.020000	-0.082947	0.000000	0.029237	0.000605
10.030000	-0.085192	0.000000	0.009240	0.000643
10.040000	-0.087523	0.000000	0.008973	0.000519
10.050000	-0.090001	-0.013963	0.020408	0.000562
10.060000	-0.092662	-0.013963	0.009863	0.000373
10.070000	-0.094809	-0.012467	0.007257	0.000248
10.080000	-0.096796	-0.026180	0.029026	0.000332
10.090000	-0.098747	-0.026180	0.032397	0.000392
10.100000	-0.100807	-0.034907	0.022822	0.000395
10.110000	-0.102647	-0.034907	0.020048	0.000378
10.120000	-0.104549	-0.039893	0.022866	0.000411
10.130000	-0.106462	-0.052360	0.026249	0.000472
10.140000	-0.108401	-0.052360	0.013459	0.000531
10.150000	-0.109799	-0.052360	0.029916	0.000481
10.160000	-0.110964	-0.061087	0.013060	0.000564
10.170000	-0.112019	-0.061087	0.013457	0.000576
10.180000	-0.113221	-0.064827	0.011267	0.000464
10.190000	-0.114203	-0.069813	0.002167	0.000463
10.200000	-0.114853	-0.069813	0.010694	0.000490
10.210000	-0.115074	-0.069813	0.031460	0.000433
10.221000	-0.115074	-0.069813	0.018290	0.000416
10.230000	-0.115061	-0.069813	0.001942	0.000370
10.240000	-0.114988	-0.069813	0.005048	0.000268
10.250000	-0.114742	-0.069813	0.018805	0.000184
10.261000	-0.114338	-0.069813	0.017774	0.000117
10.270000	-0.113933	-0.069813	0.002395	0.000078
10.280000	-0.113356	-0.069813	0.014130	0.000052
10.290000	-0.112571	-0.069813	0.015508	0.000030
10.300000	-0.111749	-0.069813	0.007944	0.000020
10.310000	-0.110891	-0.069813	0.012149	0.000015
10.320000	-0.110142	-0.069813	0.017096	0.000011
10.330000	-0.109370	-0.069813	0.010678	0.000004
10.340000	-0.108511	-0.069813	0.009202	0.000004
10.350000	-0.107272	-0.057347	0.014165	0.000044
10.360000	-0.105800	-0.057347	0.016013	0.000059
10.370000	-0.103997	-0.057347	0.017480	0.000066
10.380000	-0.101801	-0.052360	0.013835	0.000071
10.390000	-0.099090	-0.052360	0.013389	0.000071
10.400000	-0.096575	-0.052360	0.004148	0.000028
10.410000	-0.093975	-0.043633	0.005879	0.000006
10.420000	-0.091350	-0.043633	0.006198	0.000002
10.430000	-0.088369	-0.031416	0.003297	0.000023
10.440000	-0.085646	-0.031416	0.004668	0.000037
10.450000	-0.082972	-0.031416	0.001502	0.000031
10.460000	-0.080298	-0.008727	0.005920	0.000194
10.471000	-0.077268	-0.008727	0.014872	0.000248
10.480000	-0.074324	-0.008727	0.022043	0.000222
10.490000	-0.071171	0.000000	0.025351	0.000223
10.500000	-0.067773	0.000000	0.023464	0.000221
10.511000	-0.063860	0.000000	0.009445	0.000087
