当前时刻	小车位置	摆杆偏角	残差范数	
29.651000	-0.037229	-0.012467	0.011230
29.661000	-0.037732	-0.004987	0.000968
29.670000	-0.038174	-0.004987	0.000261
29.680000	-0.038579	0.000000	0.005794
29.691000	-0.038971	-0.017453	0.012082
29.701000	-0.039302	-0.017453	0.009433
29.710000	-0.039597	-0.004987	0.005243
29.720000	-0.039879	-0.022440	0.012658
29.731000	-0.040124	-0.022440	0.010055
29.741000	-0.040296	-0.017453	0.002918
29.750000	-0.040406	-0.017453	0.002090
29.760000	-0.040455	-0.008727	0.007207
29.771000	-0.040443	-0.022440	0.007722
29.781000	-0.040443	-0.022440	0.006432
29.790000	-0.040431	-0.022440	0.005387
29.800000	-0.040406	-0.017453	0.000544
29.810000	-0.040284	-0.017453	0.000372
29.821000	-0.040026	-0.012467	0.004829
29.831000	-0.039683	-0.017453	0.001403
29.840000	-0.039266	-0.017453	0.001621
29.850000	-0.038799	-0.017453	0.001831
29.861000	-0.038284	-0.008727	0.006722
29.871000	-0.037781	-0.008727	0.004989
29.880000	-0.037266	-0.008727	0.003480
29.890000	-0.036739	-0.008727	0.002204
29.901000	-0.036113	-0.008727	0.001181
29.911000	-0.035549	-0.004987	0.004007
29.920000	-0.034960	-0.004987	0.002655
29.930000	-0.034347	0.000000	0.006507
29.941000	-0.033697	-0.008727	0.004050
29.951000	-0.033120	-0.008727	0.003961
29.960000	-0.032593	0.000000	0.004954
29.970000	-0.032077	0.000000	0.003583
29.981000	-0.031501	0.000000	0.002442
29.991000	-0.031010	0.000000	0.001505
30.000000	-0.030507	0.000000	0.000763
30.010000	-0.030029	0.000000	0.000192
30.021000	-0.029477	0.002909	0.002661
30.031000	-0.028986	0.002909	0.001827
30.040000	-0.028520	0.000000	0.001757
30.050000	-0.028091	0.000000	0.001752
30.060000	-0.027698	0.000000	0.001691
30.071000	-0.027281	0.003491	0.001894
30.081000	-0.026913	0.000000	0.002110
30.090000	-0.026533	0.000000	0.001906
30.100000	-0.026189	0.019947	0.018245
30.111000	-0.025797	0.019947	0.014861
30.121000	-0.025466	0.000000	0.008003
30.130000	-0.025134	0.011636	0.004771
30.140000	-0.024840	0.011636	0.003795
30.151000	-0.024558	0.000000	0.008615
30.161000	-0.024325	0.008727	0.001620
30.170000	-0.024129	0.008727	0.001425
30.180000	-0.023981	0.004987	0.002465
30.191000	-0.023834	0.002909	0.003967
30.201000	-0.023736	0.002909	0.003073
30.210000	-0.023650	0.013963	0.008760
30.220000	-0.023577	0.014544	0.008021
30.231000	-0.023503	0.014544	0.006750
30.241000	-0.023454	0.014544	0.005664
30.250000	-0.023429	0.004987	0.004793
30.260000	-0.023417	0.004987	0.003798
30.271000	-0.023417	0.004987	0.002872
30.281000	-0.023417	0.004987	0.002041
30.290000	-0.023429	0.000000	0.006302
30.300000	-0.023429	0.000000	0.004793
30.310000	-0.023442	0.000000	0.003512
30.321000	-0.023454	0.004987	0.002533
30.331000	-0.023466	0.000000	0.002499
30.340000	-0.023491	0.000000	0.001718
30.350000	-0.023503	0.004987	0.003895
30.361000	-0.023540	0.004987	0.003486
30.371000	-0.023564	0.004987	0.003078
30.380000	-0.023589	0.005818	0.003522
30.390000	-0.023601	0.005818	0.003026
30.401000	-0.023626	0.014544	0.011322
30.411000	-0.023662	0.017453	0.012310
30.420000	-0.023699	0.017453	0.010149
30.430000	-0.023773	0.021817	0.012706
30.441000	-0.023895	0.017453	0.006096
30.451000	-0.024055	0.017453	0.005054
30.460000	-0.024300	0.002909	0.010268
30.470000	-0.024607	0.004987	0.006114
30.481000	-0.025024	0.004987	0.004566
30.491000	-0.025453	0.014544	0.006381
30.500000	-0.025919	0.014544	0.005869
30.510000	-0.026410	0.002909	0.006229
30.521000	-0.026950	0.014544	0.007093
30.531000	-0.027428	0.014544	0.006477
30.540000	-0.027931	0.004987	0.003635
30.550000	-0.028459	0.006981	0.000403
30.560000	-0.029035	0.006981	0.000327
30.571000	-0.029698	0.017453	0.011420
30.581000	-0.030348	0.014544	0.007151
30.590000	-0.031035	0.014544	0.006474
30.600000	-0.031734	0.004987	0.003653
30.611000	-0.032482	0.004987	0.002396
30.621000	-0.033181	0.004987	0.001264
30.630000	-0.033917	0.004987	0.000277
30.640000	-0.034702	0.004987	0.000567
30.651000	-0.035598	0.004987	0.001274
30.661000	-0.036457	0.005818	0.002677
30.670000	-0.037291	0.005818	0.002986
30.680000	-0.038113	0.021817	0.019215
30.691000	-0.039008	0.002909	0.002392
30.701000	-0.039842	0.002909	0.001353
30.710000	-0.040701	0.000000	0.003320
30.720000	-0.041633	0.004987	0.003022
30.731000	-0.042663	0.004987	0.003294
30.741000	-0.043583	0.000000	0.001486
30.750000	-0.044503	0.000000	0.000437
30.760000	-0.045448	0.008727	0.009181
30.771000	-0.046552	0.000000	0.000389
30.781000	-0.047546	0.000000	0.000438
30.790000	-0.048515	0.004987	0.006107
30.800000	-0.049447	0.000000	0.000803
30.810000	-0.050441	0.000000	0.001394
30.821000	-0.051581	0.004987	0.006879
30.831000	-0.052612	0.000000	0.001413
30.840000	-0.053618	0.000000	0.001872
30.850000	-0.054599	0.010472	0.012740
30.861000	-0.055752	0.000000	0.000723
30.871000	-0.056844	0.000000	0.001255
30.880000	-0.057935	0.002909	0.004652
30.890000	-0.059015	0.002909	0.004567
30.901000	-0.060193	0.000000	0.001587
30.911000	-0.061358	0.000000	0.002055
30.920000	-0.062585	0.000000	0.002469
30.930000	-0.063774	0.000000	0.002830
30.941000	-0.065050	0.006981	0.010119
30.951000	-0.066301	0.006981	0.009127
30.960000	-0.067589	0.011636	0.012916
30.970000	-0.068877	0.010472	0.010189
30.981000	-0.070288	0.010472	0.009086
30.991000	-0.071601	0.014544	0.012275
31.000000	-0.073011	0.014544	0.010864
31.010000	-0.074446	0.005818	0.001042
31.021000	-0.076090	0.010472	0.006345
31.031000	-0.077685	0.010472	0.006213
31.040000	-0.079292	-0.003491	0.007799
31.050000	-0.080972	0.000000	0.001789
31.060000	-0.082739	0.000000	0.000226
31.071000	-0.084714	0.000000	0.001248
31.081000	-0.086517	-0.004987	0.002574
31.090000	-0.088345	-0.004987	0.000726
31.100000	-0.090197	0.000000	0.005825
31.111000	-0.092221	-0.004987	0.001262
31.121000	-0.094085	-0.004987	0.002358
31.130000	-0.095925	-0.017453	0.009226
31.140000	-0.097753	-0.017453	0.006270
31.151000	-0.099789	0.000000	0.013686
31.161000	-0.101593	-0.013575	0.001036
31.170000	-0.103396	-0.013575	0.000474
31.180000	-0.105187	-0.017453	0.002388
31.191000	-0.107113	-0.012467	0.004202
31.201000	-0.108830	-0.012467	0.004585
31.210000	-0.110523	-0.022440	0.005146
31.220000	-0.112191	-0.022440	0.003216
31.231000	-0.114043	-0.022440	0.001620
31.241000	-0.115626	-0.021332	0.000810
31.250000	-0.117208	-0.021332	0.001638
31.260000	-0.118803	-0.029920	0.006334
31.271000	-0.120495	-0.034907	0.009344
31.281000	-0.121955	-0.034907	0.006824
31.290000	-0.123390	-0.029920	0.000270
31.300000	-0.124801	-0.031416	0.000534
31.310000	-0.126114	-0.031416	0.000311
31.321000	-0.127500	-0.034907	0.002706
31.331000	-0.128714	-0.034907	0.001742
31.340000	-0.129843	-0.034907	0.001011
31.350000	-0.130885	-0.034907	0.000479
31.361000	-0.131965	-0.034907	0.000195
31.371000	-0.132897	-0.034907	0.000154
31.380000	-0.133793	-0.034907	0.000240
31.390000	-0.134614	-0.034907	0.000257
31.401000	-0.135436	-0.034907	0.000223
31.411000	-0.136099	-0.034907	0.000145
31.420000	-0.136724	-0.034907	0.000108
31.430000	-0.137338	-0.031416	0.003371
31.441000	-0.137963	-0.038397	0.004391
31.451000	-0.138491	-0.038397	0.003841
31.460000	-0.138945	-0.034907	0.000136
31.470000	-0.139349	-0.034907	0.000156
31.481000	-0.139730	-0.031416	0.003104
31.491000	-0.140012	-0.034907	0.001265
31.500000	-0.140257	-0.034907	0.001419
31.510000	-0.140466	-0.029920	0.003434
31.521000	-0.140650	-0.017453	0.014876
31.531000	-0.140785	-0.017453	0.011744
31.540000	-0.140883	-0.017453	0.009046
31.550000	-0.140956	-0.017453	0.006782
31.560000	-0.141030	-0.017453	0.004932
31.571000	-0.141128	-0.022440	0.001579
31.581000	-0.141226	-0.013575	0.007072
31.590000	-0.141349	-0.013575	0.005387
31.600000	-0.141496	-0.012467	0.005131
31.611000	-0.141668	-0.017453	0.001174
31.621000	-0.141852	-0.017453	0.001264
31.630000	-0.142073	-0.008727	0.007509
31.640000	-0.142306	-0.008727	0.006038
31.651000	-0.142588	-0.012467	0.001084
31.661000	-0.142858	-0.012467	0.000778
31.670000	-0.143152	-0.012467	0.000595
31.680000	-0.143446	-0.008727	0.004245
31.691000	-0.143778	-0.017453	0.005175
31.701000	-0.144097	-0.017453	0.004166
31.710000	-0.144415	-0.008727	0.005482
31.720000	-0.144722	-0.008727	0.004728
31.731000	-0.145053	-0.008727	0.004066
31.741000	-0.145360	-0.013963	0.001734
31.750000	-0.145667	-0.013963	0.001260
31.760000	-0.145986	-0.012467	0.000676
31.771000	-0.146329	-0.012467	0.000800
31.781000	-0.146648	-0.012467	0.000904
31.790000	-0.146979	-0.017453	0.004001
31.800000	-0.147298	-0.013575	0.000850
31.810000	-0.147617	-0.013575	0.000984
31.821000	-0.147973	-0.022440	0.007804
31.831000	-0.148267	-0.022440	0.006159
31.840000	-0.148537	-0.022440	0.004757
31.850000	-0.148782	-0.023998	0.005152
31.861000	-0.149003	-0.023998	0.003940
31.871000	-0.149163	-0.034907	0.013872
31.880000	-0.149261	-0.034907	0.011164
31.890000	-0.149310	-0.034907	0.008915
31.901000	-0.149322	-0.034907	0.007104
31.911000	-0.149310	-0.034907	0.005696
31.920000	-0.149298	-0.034907	0.004649
31.930000	-0.149236	-0.034907	0.003908
31.941000	-0.149003	-0.034907	0.003391
31.951000	-0.148635	-0.034907	0.003057
31.960000	-0.148132	-0.034907	0.002871
31.970000	-0.147531	-0.034907	0.002812
31.981000	-0.146758	-0.034907	0.002851
31.991000	-0.145998	-0.034907	0.002967
32.000000	-0.145151	-0.029920	0.001860
32.010000	-0.144281	-0.029920	0.000774
32.021000	-0.143238	-0.031998	0.002324
32.031000	-0.142244	-0.031998	0.002831
32.040000	-0.141128	-0.020362	0.008366
32.050000	-0.139963	-0.012467	0.013778
32.060000	-0.138773	-0.012467	0.010211
32.071000	-0.137436	-0.013575	0.006071
32.081000	-0.136209	-0.022440	0.005172
32.090000	-0.134921	-0.022440	0.005475
32.100000	-0.133682	-0.008727	0.008155
32.111000	-0.132333	-0.008727	0.005705
32.121000	-0.131094	0.000000	0.012361
32.130000	-0.129843	-0.017453	0.008353
32.140000	-0.128641	-0.017453	0.007910
32.151000	-0.127340	0.000000	0.010086
32.161000	-0.126163	0.000000	0.007507
32.170000	-0.124973	0.000000	0.005336
32.180000	-0.123844	-0.004987	0.001442
32.191000	-0.122605	0.000000	0.003024
32.201000	-0.121501	0.000000	0.001790
32.210000	-0.120397	0.000000	0.000828
32.220000	-0.119318	0.010472	0.010559
32.231000	-0.118214	0.010472	0.008143
32.241000	-0.117233	0.000000	0.004334
32.250000	-0.116263	0.000000	0.004070
32.260000	-0.115319	0.000000	0.003710
32.271000	-0.114338	0.002909	0.000411
32.281000	-0.113516	0.002909	0.000503
32.290000	-0.112706	0.000000	0.003468
32.300000	-0.111897	0.000000	0.002963
32.310000	-0.111075	0.000000	0.002501
32.321000	-0.110179	0.014544	0.012460
32.331000	-0.109382	0.000000	0.004342
32.340000	-0.108609	0.000000	0.003695
32.350000	-0.107849	0.000000	0.003094
32.361000	-0.107027	0.000000	0.002552
32.371000	-0.106254	0.021817	0.019737
32.380000	-0.105469	0.005818	0.000237
32.390000	-0.104696	0.005818	0.000050
32.401000	-0.103874	0.000000	0.005882
32.411000	-0.103175	0.000000	0.004869
32.420000	-0.102476	0.000000	0.003950
32.430000	-0.101801	0.013963	0.010819
32.441000	-0.101041	0.013963	0.009000
32.451000	-0.100329	0.013963	0.007402
32.460000	-0.099642	0.000000	0.007922
32.470000	-0.098980	0.009973	0.003432
32.481000	-0.098305	0.009973	0.002905
32.491000	-0.097729	0.002909	0.004596
32.500000	-0.097189	0.013963	0.007381
32.510000	-0.096637	0.013963	0.006229
32.521000	-0.096036	0.005818	0.002906
32.531000	-0.095471	0.005818	0.002270
32.540000	-0.094956	0.002909	0.004579
32.550000	-0.094490	0.002909	0.003516
32.560000	-0.094049	0.002909	0.002592
32.571000	-0.093582	0.000000	0.004720
32.581000	-0.093165	0.000000	0.003557
32.590000	-0.092736	0.000000	0.002593
32.600000	-0.092307	0.004987	0.003191
32.611000	-0.091816	0.010472	0.008392
32.621000	-0.091338	0.010472	0.007106
32.630000	-0.090835	-0.003491	0.008010
32.640000	-0.090344	-0.003491	0.006500
32.651000	-0.089792	0.000000	0.001678
32.661000	-0.089301	0.014544	0.013379
32.670000	-0.088835	0.014544	0.011175
32.680000	-0.088369	0.013963	0.008647
32.691000	-0.087878	0.000000	0.006875
32.701000	-0.087437	0.000000	0.005662
32.710000	-0.087020	0.021817	0.017283
32.720000	-0.086615	0.002909	0.004531
32.731000	-0.086198	0.002909	0.003650
32.741000	-0.085842	0.000000	0.005727
32.750000	-0.085486	0.021817	0.017362
32.760000	-0.085155	0.021817	0.014553
32.771000	-0.084824	0.000000	0.009714
32.781000	-0.084554	0.000000	0.007873
32.790000	-0.084321	0.014544	0.008355
32.800000	-0.084125	0.000000	0.007314
32.810000	-0.083953	0.000000	0.005689
32.821000	-0.083794	0.014544	0.010278
32.831000	-0.083646	0.000000	0.005666
32.840000	-0.083511	0.000000	0.004311
32.850000	-0.083377	0.002909	0.000273
32.861000	-0.083229	0.002909	0.000282
32.871000	-0.083107	0.026180	0.023868
32.880000	-0.082972	0.004987	0.001238
32.890000	-0.082837	0.004987	0.000844
32.901000	-0.082702	0.000000	0.005431
32.911000	-0.082604	0.002909	0.001244
32.920000	-0.082530	0.002909	0.000638
32.930000	-0.082469	0.013963	0.010933
32.941000	-0.082407	0.014544	0.009962
32.951000	-0.082358	0.014544	0.008492
32.960000	-0.082334	0.008727	0.001425
32.970000	-0.082334	0.000000	0.007296
32.981000	-0.082334	0.000000	0.005658
32.991000	-0.082346	0.000000	0.004189
33.000000	-0.082346	0.000000	0.002915
33.010000	-0.082358	0.000000	0.001838
33.021000	-0.082358	0.000000	0.000957
33.031000	-0.082371	0.000000	0.000256
33.040000	-0.082395	0.000000	0.000303
33.050000	-0.082432	0.000000	0.000714
33.060000	-0.082469	0.000000	0.001012
33.071000	-0.082506	0.000000	0.001218
33.081000	-0.082542	0.004987	0.006325
33.090000	-0.082567	0.004987	0.005506
33.100000	-0.082591	0.014544	0.014325
33.111000	-0.082628	0.014544	0.011972
33.121000	-0.082653	0.014544	0.009955
33.130000	-0.082714	0.021817	0.015551
33.140000	-0.082812	0.021817	0.012897
33.151000	-0.082972	0.017453	0.006356
33.161000	-0.083205	0.002909	0.009158
33.170000	-0.083487	0.002909	0.007216
33.180000	-0.083855	0.000000	0.008293
33.191000	-0.084321	0.009973	0.003868
33.201000	-0.084799	0.009973	0.003975
33.210000	-0.085290	0.002909	0.003025
33.220000	-0.085818	0.000000	0.004631
33.231000	-0.086455	0.000000	0.003003
33.241000	-0.087044	0.002909	0.001322
33.250000	-0.087633	0.021817	0.020817
33.260000	-0.088185	0.021817	0.017888
33.271000	-0.088774	0.000000	0.006524
33.281000	-0.089326	0.000000	0.004823
33.290000	-0.089927	0.000000	0.003274
33.300000	-0.090553	0.000000	0.001907
33.310000	-0.091215	0.000000	0.000733
33.321000	-0.092000	0.002909	0.003162
33.331000	-0.092736	0.011636	0.012169
33.340000	-0.093447	0.011636	0.010796
33.350000	-0.094122	0.011636	0.009566
33.361000	-0.094883	0.011636	0.008507
33.371000	-0.095594	0.007480	0.003470
33.380000	-0.096379	0.007480	0.003506
33.390000	-0.097238	0.007480	0.003600
33.401000	-0.098207	0.002909	0.000843
33.411000	-0.099102	0.000000	0.002775
33.420000	-0.099998	0.000000	0.001381
33.430000	-0.100942	0.000000	0.000202
33.441000	-0.102059	-0.008727	0.007847
33.451000	-0.103101	-0.008727	0.005427
33.460000	-0.104132	-0.004987	0.000403
33.470000	-0.105101	-0.004987	0.001387
33.481000	-0.106180	0.000000	0.007142
33.491000	-0.107162	-0.013963	0.007156
33.500000	-0.108143	0.000000	0.008954
33.510000	-0.109087	0.000000	0.008243
33.521000	-0.110057	-0.008727	0.001204
33.531000	-0.110927	-0.008727	0.000284
33.540000	-0.111811	-0.008727	0.000505
33.550000	-0.112743	-0.004987	0.004885
33.560000	-0.113651	-0.004987	0.004730
33.571000	-0.114595	-0.017453	0.007912
33.581000	-0.115442	-0.008727	0.002874
33.590000	-0.116300	-0.008727	0.003075
33.600000	-0.117183	-0.004987	0.006933
33.611000	-0.118153	-0.008727	0.002579
33.621000	-0.119023	-0.008727	0.002683
33.630000	-0.119833	-0.017453	0.005967
33.640000	-0.120655	-0.017453	0.004345
33.651000	-0.121563	-0.008727	0.005775
33.661000	-0.122397	-0.012467	0.001633
33.670000	-0.123243	-0.012467	0.001895
33.680000	-0.124053	-0.022440	0.007891
33.691000	-0.124911	-0.017453	0.000994
33.701000	-0.125672	-0.017453	0.000272
33.710000	-0.126396	-0.012467	0.005310
33.720000	-0.127107	-0.022440	0.005129
33.731000	-0.127880	-0.022440	0.003805
33.741000	-0.128567	-0.024435	0.004691
33.750000	-0.129217	-0.024435	0.003433
33.760000	-0.129806	-0.022440	0.000436
33.771000	-0.130382	-0.026180	0.003715
33.781000	-0.130873	-0.026180	0.002747
33.790000	-0.131315	-0.026180	0.001986
33.800000	-0.131732	-0.029089	0.004319
33.810000	-0.132124	-0.029089	0.003384
33.821000	-0.132492	-0.026180	0.000319
33.831000	-0.132787	-0.023998	0.002476
33.840000	-0.132995	-0.023998	0.002023
33.850000	-0.133155	-0.022440	0.003122
33.861000	-0.133265	-0.022440	0.002401
33.871000	-0.133326	-0.022440	0.001750
33.880000	-0.133351	-0.027427	0.003810
33.890000	-0.133351	-0.027427	0.003411
33.901000	-0.133351	-0.013575	0.010797
33.911000	-0.133351	-0.008727	0.013459
33.920000	-0.133339	-0.008727	0.010681
33.930000	-0.133339	-0.012467	0.004568
33.941000	-0.133326	-0.023271	0.007538
33.951000	-0.133314	-0.023271	0.006616
33.960000	-0.133290	-0.017453	0.000161
33.970000	-0.133265	-0.017453	0.000147
33.981000	-0.133204	-0.022440	0.005234
33.991000	-0.133130	-0.017453	0.000548
34.000000	-0.133044	-0.017453	0.000341
34.010000	-0.132946	-0.017453	0.000152
34.021000	-0.132799	-0.017453	0.000081
34.031000	-0.132639	-0.017453	0.000202
34.040000	-0.132468	-0.013963	0.003160
34.050000	-0.132259	-0.023271	0.006899
34.060000	-0.132026	-0.023271	0.005881
34.071000	-0.131756	-0.008727	0.009553
34.081000	-0.131474	-0.008727	0.007694
34.090000	-0.131167	-0.008727	0.006050
34.100000	-0.130849	-0.022440	0.009078
34.111000	-0.130505	-0.008727	0.005913
34.121000	-0.130174	-0.008727	0.004612
34.130000	-0.129855	-0.013575	0.001352
34.140000	-0.129536	-0.013575	0.001409
34.151000	-0.129193	-0.008727	0.003438
34.161000	-0.128861	-0.008727	0.002599
34.170000	-0.128530	-0.008727	0.001898
34.180000	-0.128199	-0.014960	0.004909
34.191000	-0.127819	-0.008727	0.001987
34.201000	-0.127487	-0.008727	0.001480
34.210000	-0.127156	-0.012467	0.002686
34.220000	-0.126788	-0.004987	0.005116
34.231000	-0.126383	-0.004987	0.004075
34.241000	-0.125991	-0.017453	0.009286
34.250000	-0.125611	-0.017453	0.007797
34.260000	-0.125255	-0.004987	0.005994
34.271000	-0.124850	-0.012467	0.002584
34.281000	-0.124482	-0.012467	0.002230
34.290000	-0.124102	-0.013575	0.003037
34.300000	-0.123685	0.000000	0.010986
34.310000	-0.123255	0.000000	0.008918
34.321000	-0.122777	-0.022440	0.015337
34.331000	-0.122323	-0.008727	0.000859
34.340000	-0.121857	-0.008727	0.000600
34.350000	-0.121366	-0.004987	0.004102
34.361000	-0.120814	-0.012467	0.004260
34.371000	-0.120299	-0.012467	0.003683
34.380000	-0.119784	-0.017453	0.008156
34.390000	-0.119306	-0.017453	0.006821
34.401000	-0.118729	-0.008727	0.003043
34.411000	-0.118202	-0.008727	0.002419
34.420000	-0.117637	-0.008727	0.001820
34.430000	-0.117024	-0.008727	0.001265
34.441000	-0.116300	-0.004987	0.004498
34.451000	-0.115601	-0.004987	0.003395
34.460000	-0.114926	-0.008727	0.001294
34.470000	-0.114239	-0.008727	0.001418
34.481000	-0.113516	-0.008727	0.001490
34.491000	-0.112853	-0.017453	0.010245
34.500000	-0.112166	-0.017453	0.008688
34.510000	-0.111467	-0.017453	0.007329
34.521000	-0.110658	-0.012467	0.001195
34.531000	-0.109897	-0.012467	0.001153
34.540000	-0.109100	-0.017453	0.006172
34.550000	-0.108302	-0.008727	0.003369
34.560000	-0.107481	-0.008727	0.002462
34.571000	-0.106511	-0.004987	0.005346
34.581000	-0.105555	-0.008727	0.000193
34.590000	-0.104573	-0.008727	0.000394
34.600000	-0.103617	-0.017453	0.009588
34.611000	-0.102537	0.000000	0.009052
34.621000	-0.101543	0.000000	0.006974
34.630000	-0.100501	-0.012467	0.007301
34.640000	-0.099446	-0.012467	0.006595
34.651000	-0.098305	0.000000	0.006549
34.661000	-0.097287	-0.012467	0.007553
34.670000	-0.096244	-0.012467	0.006725
34.680000	-0.095153	0.000000	0.006489
34.691000	-0.093938	0.000000	0.004903
34.701000	-0.092883	0.000000	0.003507
34.710000	-0.091804	-0.008727	0.006410
34.720000	-0.090700	0.000000	0.002892
34.731000	-0.089449	0.000000	0.001883
34.741000	-0.088332	0.000000	0.001030
34.750000	-0.087265	-0.008727	0.008407
34.760000	-0.086222	-0.008727	0.007405
34.771000	-0.084996	0.000000	0.002234
34.781000	-0.083879	0.000000	0.001466
34.790000	-0.082800	0.000000	0.000789
34.800000	-0.081708	0.000000	0.000224
34.810000	-0.080641	0.000000	0.000321
34.821000	-0.079390	-0.008727	0.009416
34.831000	-0.078249	0.000000	0.000555
34.840000	-0.077157	0.000000	0.000112
34.850000	-0.076078	0.000000	0.000347
34.861000	-0.074814	0.000000	0.000676
34.871000	-0.073637	0.000000	0.000975
34.880000	-0.072496	0.000000	0.001223
34.890000	-0.071343	0.000000	0.001425
34.901000	-0.070092	0.000000	0.001587
34.911000	-0.068890	0.000000	0.001715
34.920000	-0.067700	0.000000	0.001816
34.930000	-0.066534	0.000000	0.001896
34.941000	-0.065259	0.000000	0.001961
34.951000	-0.064081	0.000000	0.002012
34.960000	-0.062867	0.000000	0.002056
34.970000	-0.061677	0.014544	0.012450
34.981000	-0.060364	0.014544	0.009807
34.991000	-0.059150	0.002909	0.004117
35.000000	-0.057948	0.002909	0.003955
35.010000	-0.056770	0.000000	0.006633
35.021000	-0.055519	0.000000	0.005852
35.031000	-0.054366	0.000000	0.005133
35.040000	-0.053237	0.000000	0.004500
35.050000	-0.052084	0.000000	0.003961
35.060000	-0.050993	0.000000	0.003521
35.071000	-0.049741	0.004987	0.001826
35.081000	-0.048539	0.008727	0.004943
35.090000	-0.047349	0.008727	0.003701
35.100000	-0.046184	0.000000	0.006118
35.111000	-0.044896	0.000000	0.005477
35.121000	-0.043682	0.000000	0.004890
35.130000	-0.042455	0.000000	0.004372
35.140000	-0.041265	0.000000	0.003932
35.151000	-0.039965	0.005818	0.002250
35.161000	-0.038738	0.014544	0.010222
35.170000	-0.037462	0.014544	0.007974
35.180000	-0.036211	0.017453	0.008932
35.191000	-0.034850	0.002909	0.007782
35.201000	-0.033611	0.002909	0.006975
35.210000	-0.032384	0.002909	0.006177
35.220000	-0.031194	0.004987	0.003352
35.231000	-0.029918	0.004987	0.003057
35.241000	-0.028765	0.008727	0.000948
35.250000	-0.027612	0.008727	0.000487
35.260000	-0.026459	0.014544	0.005896
35.271000	-0.025183	0.020362	0.010315
35.281000	-0.024030	0.020362	0.008069
35.290000	-0.022865	0.002909	0.011291
35.300000	-0.021749	0.009973	0.002670
35.310000	-0.020669	0.009973	0.002491
35.321000	-0.019516	0.027925	0.015658
35.331000	-0.018474	0.023271	0.007981
35.340000	-0.017431	0.023271	0.006219
35.350000	-0.016462	0.017453	0.001051
35.361000	-0.015444	0.034907	0.016306
35.371000	-0.014561	0.034907	0.013193
35.380000	-0.013714	0.030543	0.006228
35.390000	-0.012905	0.030543	0.004901
35.401000	-0.012132	0.039270	0.012634
35.411000	-0.011543	0.030543	0.001676
35.420000	-0.011040	0.030543	0.001424
35.430000	-0.010611	0.026180	0.003044
35.441000	-0.010243	0.039270	0.010935
35.451000	-0.009985	0.039270	0.009448
35.460000	-0.009801	0.034907	0.003871
35.470000	-0.009678	0.034907	0.003695
35.481000	-0.009629	0.030543	0.000732
35.491000	-0.009629	0.034907	0.004477
35.500000	-0.009642	0.026180	0.004242
35.510000	-0.009666	0.026180	0.002626
35.521000	-0.009801	0.010908	0.016436
35.531000	-0.010071	0.010908	0.012438
35.540000	-0.010427	0.014544	0.005371
35.550000	-0.010831	0.027925	0.010237
35.560000	-0.011224	0.027925	0.009621
35.571000	-0.011641	0.006981	0.012031
35.581000	-0.012021	0.004987	0.010949
35.590000	-0.012402	0.004987	0.007978
35.600000	-0.012782	0.014544	0.004108
35.611000	-0.013187	0.017453	0.007308
35.621000	-0.013555	0.017453	0.006903
35.630000	-0.013910	0.000000	0.011028
35.640000	-0.014266	0.000000	0.008357
35.651000	-0.014646	0.011636	0.005567
35.661000	-0.015002	0.008727	0.002463
35.670000	-0.015346	0.008727	0.002701
35.680000	-0.015689	0.004987	0.000922
35.691000	-0.016033	0.017453	0.012295
35.701000	-0.016327	0.017453	0.010653
35.710000	-0.016609	-0.003491	0.011755
35.720000	-0.016916	0.000000	0.005771
35.731000	-0.017259	0.000000	0.004202
35.741000	-0.017590	0.010472	0.007607
35.750000	-0.017934	0.010472	0.006829
35.760000	-0.018277	0.000000	0.004385
35.771000	-0.018645	0.006981	0.003806
35.781000	-0.018989	0.006981	0.003590
35.790000	-0.019357	0.000000	0.003610
35.800000	-0.019725	0.005818	0.003257
35.810000	-0.020117	0.005818	0.003114
35.821000	-0.020559	0.000000	0.002853
35.831000	-0.020964	0.000000	0.001953
35.840000	-0.021356	0.000000	0.001179
35.850000	-0.021737	0.000000	0.000531
35.861000	-0.022166	0.000000	0.000056
35.871000	-0.022534	0.000000	0.000421
35.880000	-0.022902	0.000000	0.000747
35.890000	-0.023245	0.000000	0.000994
35.901000	-0.023638	-0.003491	0.002317
35.911000	-0.024006	0.000000	0.001926
35.920000	-0.024374	0.000000	0.001924
35.930000	-0.024754	0.000000	0.001889
35.941000	-0.025147	0.000000	0.001833
35.951000	-0.025515	0.000000	0.001767
35.960000	-0.025895	0.000000	0.001699
35.970000	-0.026263	0.000000	0.001636
35.981000	-0.026655	0.000000	0.001580
35.991000	-0.026987	0.000000	0.001534
36.000000	-0.027318	0.000000	0.001500
36.010000	-0.027674	0.000000	0.001475
36.021000	-0.028054	0.000000	0.001456
36.031000	-0.028422	0.000000	0.001445
36.040000	-0.028790	-0.004987	0.003553
36.050000	-0.029182	0.000000	0.002331
36.060000	-0.029587	0.000000	0.002212
36.071000	-0.030066	0.000000	0.002093
36.081000	-0.030495	0.000000	0.001983
36.090000	-0.030924	0.000000	0.001885
36.100000	-0.031354	0.000000	0.001801
36.111000	-0.031820	0.000000	0.001736
36.121000	-0.032237	0.000000	0.001685
36.130000	-0.032654	0.000000	0.001652
36.140000	-0.033071	0.000000	0.001633
36.151000	-0.033562	0.000000	0.001623
36.161000	-0.034015	0.000000	0.001624
36.170000	-0.034482	0.000000	0.001633
