当前时刻	小车位置	摆杆偏角	残差范数	
14.720000	-0.019455	0.014544	0.007627
14.731000	-0.018290	0.014544	0.005807
14.741000	-0.017222	0.006981	0.003297
14.750000	-0.016217	0.006981	0.003200
14.760000	-0.015235	0.004987	0.005027
14.771000	-0.014180	0.013963	0.004514
14.781000	-0.013199	0.013963	0.003431
14.790000	-0.012242	0.009973	0.001481
14.800000	-0.011347	0.014544	0.003053
14.810000	-0.010463	0.014544	0.002246
14.821000	-0.009507	0.014544	0.001588
14.831000	-0.008623	0.004987	0.008496
14.840000	-0.007765	0.004987	0.007184
14.850000	-0.006943	0.022440	0.011454
14.861000	-0.006084	0.026180	0.013097
14.871000	-0.005311	0.026180	0.010595
14.880000	-0.004575	0.026180	0.008465
14.890000	-0.003852	0.026180	0.006706
14.901000	-0.003079	0.010908	0.009980
14.911000	-0.002441	0.034907	0.015669
14.920000	-0.001877	0.034907	0.012914
14.930000	-0.001411	0.039270	0.014959
14.941000	-0.000969	0.034907	0.007924
14.951000	-0.000638	0.034907	0.006536
14.960000	-0.000393	0.034907	0.005505
14.970000	-0.000233	0.034907	0.004779
14.981000	-0.000159	0.023271	0.007348
14.991000	-0.000159	0.026180	0.002633
15.000000	-0.000172	0.019947	0.007687
15.010000	-0.000184	0.019947	0.005502
15.021000	-0.000319	0.038397	0.014880
15.031000	-0.000564	0.038397	0.013204
15.040000	-0.000895	0.026180	0.000514
15.050000	-0.001276	0.019947	0.005851
15.060000	-0.001705	0.019947	0.003916
15.071000	-0.002220	0.031416	0.009258
15.081000	-0.002735	0.006981	0.015789
15.090000	-0.003287	0.006981	0.011970
15.100000	-0.003889	0.008727	0.006936
15.111000	-0.004600	0.014544	0.001443
15.121000	-0.005250	0.014544	0.002369
15.130000	-0.005900	0.005818	0.005766
15.140000	-0.006501	0.005818	0.003732
15.151000	-0.007115	0.000000	0.007860
15.161000	-0.007667	0.002909	0.002593
15.170000	-0.008194	0.002909	0.001192
15.180000	-0.008697	0.000000	0.002970
15.191000	-0.009249	0.002909	0.001330
15.201000	-0.009740	0.002909	0.001834
15.210000	-0.010194	0.004987	0.004231
15.220000	-0.010635	0.004987	0.004051
15.231000	-0.011065	0.000000	0.001175
15.241000	-0.011433	0.000000	0.000526
15.250000	-0.011788	0.000000	0.000058
15.260000	-0.012132	0.000000	0.000428
15.271000	-0.012500	-0.004987	0.004256
15.281000	-0.012831	-0.004987	0.003126
15.290000	-0.013162	0.000000	0.002808
15.300000	-0.013481	0.000000	0.002675
15.310000	-0.013800	0.000000	0.002498
15.321000	-0.014119	0.000000	0.002301
15.331000	-0.014413	-0.004987	0.002886
15.340000	-0.014720	-0.004987	0.002182
15.350000	-0.015027	0.000000	0.003404
15.361000	-0.015358	-0.004987	0.001982
15.371000	-0.015628	-0.004987	0.001462
15.380000	-0.015885	0.000000	0.003961
15.390000	-0.016131	0.000000	0.003422
15.401000	-0.016388	-0.003491	0.000560
15.411000	-0.016621	0.000000	0.003124
15.420000	-0.016830	0.000000	0.002670
15.430000	-0.017063	0.000000	0.002277
15.441000	-0.017308	0.000000	0.001945
15.451000	-0.017554	0.000000	0.001674
15.460000	-0.017787	0.000000	0.001459
15.470000	-0.018044	0.000000	0.001292
15.481000	-0.018339	0.000000	0.001164
15.491000	-0.018609	0.000000	0.001076
15.500000	-0.018891	0.000000	0.001016
15.510000	-0.019185	0.000000	0.000979
15.521000	-0.019529	0.000000	0.000960
15.531000	-0.019860	0.000000	0.000956
15.540000	-0.020215	0.000000	0.000964
15.550000	-0.020559	0.000000	0.000980
15.560000	-0.020927	0.000000	0.001003
15.571000	-0.021307	0.000000	0.001030
15.581000	-0.021651	0.000000	0.001057
15.590000	-0.021994	0.000000	0.001089
15.600000	-0.022338	0.000000	0.001121
15.611000	-0.022730	0.000000	0.001153
15.621000	-0.023074	0.000000	0.001185
15.630000	-0.023454	-0.008727	0.007513
15.640000	-0.023834	-0.008727	0.005919
15.651000	-0.024263	0.000000	0.004187
15.661000	-0.024668	0.000000	0.003782
15.670000	-0.025049	0.000000	0.003378
15.680000	-0.025441	0.000000	0.002998
15.691000	-0.025870	-0.004987	0.002337
15.701000	-0.026238	-0.004987	0.001737
15.710000	-0.026594	0.000000	0.003778
15.720000	-0.026938	0.000000	0.003332
15.731000	-0.027318	-0.004987	0.002055
15.741000	-0.027649	0.000000	0.003480
15.750000	-0.028005	0.000000	0.003068
15.760000	-0.028348	0.000000	0.002707
15.771000	-0.028741	-0.008727	0.006330
15.781000	-0.029121	-0.008727	0.005018
15.790000	-0.029501	0.000000	0.004859
15.800000	-0.029894	-0.012467	0.008195
15.810000	-0.030299	-0.012467	0.006503
15.821000	-0.030728	0.000000	0.007413
15.831000	-0.031096	-0.004987	0.001402
15.840000	-0.031452	-0.004987	0.001338
15.850000	-0.031771	-0.008727	0.002499
15.861000	-0.032090	0.000000	0.006811
15.871000	-0.032372	0.000000	0.005734
15.880000	-0.032629	-0.012467	0.007686
15.890000	-0.032899	-0.012467	0.006266
15.901000	-0.033194	-0.004987	0.002467
15.911000	-0.033463	-0.004987	0.002195
15.920000	-0.033721	-0.004987	0.001924
15.930000	-0.033966	0.000000	0.006652
15.941000	-0.034236	0.000000	0.005521
15.951000	-0.034469	0.000000	0.004539
15.960000	-0.034702	0.000000	0.003711
15.970000	-0.034972	0.000000	0.003033
15.981000	-0.035254	0.000000	0.002492
15.991000	-0.035549	-0.004987	0.002916
16.000000	-0.035855	-0.004987	0.002334
16.010000	-0.036174	0.000000	0.003208
16.021000	-0.036530	-0.008727	0.005914
16.031000	-0.036861	-0.008727	0.004683
16.040000	-0.037193	0.000000	0.005121
16.050000	-0.037511	-0.008727	0.004255
16.060000	-0.037818	-0.008727	0.003287
16.071000	-0.038162	0.000000	0.006263
16.081000	-0.038468	0.000000	0.005379
16.090000	-0.038763	0.000000	0.004574
16.100000	-0.039045	0.000000	0.003866
16.111000	-0.039364	-0.004987	0.001724
16.121000	-0.039658	-0.004987	0.001327
16.130000	-0.039977	0.000000	0.004033
16.140000	-0.040308	0.000000	0.003478
16.151000	-0.040689	-0.008727	0.005724
16.161000	-0.041020	0.000000	0.004173
16.170000	-0.041375	0.000000	0.003644
16.180000	-0.041731	-0.008727	0.005548
16.191000	-0.042099	0.000000	0.004350
16.201000	-0.042430	0.000000	0.003814
16.210000	-0.042762	-0.004987	0.001649
16.220000	-0.043081	0.000000	0.003825
16.231000	-0.043449	0.000000	0.003363
16.241000	-0.043804	-0.012467	0.009504
16.250000	-0.044160	-0.012467	0.007603
16.260000	-0.044503	0.000000	0.006524
16.271000	-0.044921	-0.004987	0.000710
16.281000	-0.045289	-0.004987	0.000832
16.290000	-0.045657	0.000000	0.005892
16.300000	-0.046012	-0.004987	0.000128
16.310000	-0.046343	-0.004987	0.000217
16.321000	-0.046711	0.000000	0.005320
16.331000	-0.047018	0.000000	0.004542
16.340000	-0.047325	0.000000	0.003869
16.350000	-0.047631	-0.008727	0.005422
16.361000	-0.047963	0.000000	0.004413
16.371000	-0.048294	0.000000	0.003838
16.380000	-0.048625	-0.008727	0.005388
16.390000	-0.048981	-0.008727	0.004237
16.401000	-0.049361	0.000000	0.005506
16.411000	-0.049729	0.000000	0.004810
16.420000	-0.050097	0.000000	0.004179
16.430000	-0.050477	-0.008727	0.005099
16.441000	-0.050907	0.000000	0.004726
16.451000	-0.051287	0.000000	0.004130
16.460000	-0.051679	-0.004987	0.001380
16.470000	-0.052060	-0.004987	0.000928
16.481000	-0.052465	-0.008727	0.004258
16.491000	-0.052845	0.000000	0.005499
16.500000	-0.053201	-0.012467	0.007645
16.510000	-0.053569	-0.012467	0.006020
16.521000	-0.053973	0.000000	0.007847
16.531000	-0.054329	0.000000	0.006783
16.540000	-0.054685	-0.004987	0.000819
16.550000	-0.055028	-0.008727	0.002897
16.560000	-0.055372	-0.008727	0.002198
16.571000	-0.055764	-0.004987	0.002150
16.581000	-0.056120	-0.008727	0.001751
16.590000	-0.056463	-0.008727	0.001240
16.600000	-0.056782	0.000000	0.007920
16.611000	-0.057126	-0.012467	0.005761
16.621000	-0.057408	-0.012467	0.004599
16.630000	-0.057690	0.000000	0.008879
16.640000	-0.057948	0.000000	0.007498
16.651000	-0.058242	-0.017453	0.011188
16.661000	-0.058487	-0.004987	0.003346
16.670000	-0.058745	-0.004987	0.002923
16.680000	-0.058990	0.000000	0.007518
16.691000	-0.059260	-0.004987	0.001288
16.701000	-0.059506	-0.004987	0.001108
16.710000	-0.059751	0.000000	0.005964
16.720000	-0.060021	-0.012467	0.007486
16.731000	-0.060315	-0.012467	0.006079
16.741000	-0.060610	0.000000	0.007641
16.750000	-0.060892	0.000000	0.006486
16.760000	-0.061186	-0.017453	0.011995
16.771000	-0.061517	0.000000	0.007703
16.781000	-0.061787	0.000000	0.006538
16.790000	-0.062057	-0.013963	0.008461
16.800000	-0.062302	0.000000	0.007114
16.810000	-0.062560	0.000000	0.006029
16.821000	-0.062818	-0.003491	0.001584
16.831000	-0.063075	-0.004987	0.000117
16.840000	-0.063321	-0.004987	0.000103
16.850000	-0.063578	0.000000	0.005168
16.861000	-0.063885	-0.008727	0.004313
16.871000	-0.064167	-0.008727	0.003389
16.880000	-0.064449	0.000000	0.006161
16.890000	-0.064743	0.000000	0.005304
16.901000	-0.065075	-0.017453	0.012909
16.911000	-0.065394	-0.004987	0.002036
16.920000	-0.065700	-0.004987	0.001962
16.930000	-0.066019	0.000000	0.006846
16.941000	-0.066363	-0.008727	0.002894
16.951000	-0.066657	-0.008727	0.002219
16.960000	-0.066939	0.000000	0.007105
16.970000	-0.067209	-0.012467	0.006421
16.981000	-0.067503	-0.012467	0.005117
16.991000	-0.067761	0.000000	0.008488
17.000000	-0.068006	0.000000	0.007214
17.010000	-0.068239	-0.017453	0.011380
17.021000	-0.068485	0.000000	0.008213
17.031000	-0.068706	0.000000	0.006955
17.040000	-0.068926	-0.003491	0.002347
17.050000	-0.069135	-0.004987	0.000522
17.060000	-0.069356	-0.004987	0.000529
17.071000	-0.069613	0.000000	0.005536
17.081000	-0.069846	-0.012467	0.007779
17.090000	-0.070092	-0.012467	0.006261
17.100000	-0.070362	0.000000	0.007548
17.111000	-0.070644	0.000000	0.006460
17.121000	-0.070914	0.000000	0.005483
17.130000	-0.071183	-0.017453	0.012821
17.140000	-0.071453	-0.017453	0.010407
17.151000	-0.071735	0.000000	0.009166
17.161000	-0.071981	-0.008727	0.000892
17.170000	-0.072214	-0.008727	0.000542
17.180000	-0.072422	-0.004987	0.003491
17.191000	-0.072631	0.000000	0.008026
17.201000	-0.072803	0.000000	0.006718
17.210000	-0.072974	-0.012467	0.006890
17.220000	-0.073134	-0.012467	0.005619
17.231000	-0.073318	0.000000	0.007988
17.241000	-0.073502	0.000000	0.006740
17.250000	-0.073661	-0.017453	0.011817
17.260000	-0.073833	-0.017453	0.009632
17.271000	-0.074017	0.000000	0.009741
17.281000	-0.074189	0.000000	0.008243
17.290000	-0.074336	0.000000	0.006886
17.300000	-0.074471	-0.017453	0.011756
17.310000	-0.074594	-0.017453	0.009636
17.321000	-0.074741	-0.004987	0.004702
17.331000	-0.074863	0.000000	0.009053
17.340000	-0.074974	0.000000	0.007554
17.350000	-0.075084	0.000000	0.006229
17.361000	-0.075195	-0.008727	0.003633
17.371000	-0.075293	-0.008727	0.003013
17.380000	-0.075391	-0.008727	0.002425
17.390000	-0.075501	-0.008727	0.001890
17.401000	-0.075636	0.000000	0.007306
17.411000	-0.075759	0.000000	0.006138
17.420000	-0.075882	0.000000	0.005112
17.430000	-0.076004	0.000000	0.004238
17.441000	-0.076139	-0.008727	0.005213
17.451000	-0.076286	-0.008727	0.004231
17.460000	-0.076434	-0.008727	0.003332
17.470000	-0.076593	0.000000	0.006188
17.481000	-0.076777	0.000000	0.005301
17.491000	-0.076924	0.000000	0.004511
17.500000	-0.077071	0.000000	0.003830
17.510000	-0.077219	0.000000	0.003261
17.521000	-0.077403	-0.008727	0.005928
17.531000	-0.077574	-0.008727	0.004728
17.540000	-0.077746	0.000000	0.005076
17.550000	-0.077930	0.000000	0.004443
17.560000	-0.078126	0.000000	0.003874
17.571000	-0.078335	0.000000	0.003380
17.581000	-0.078531	-0.012467	0.009503
17.590000	-0.078740	-0.012467	0.007606
17.600000	-0.078936	0.000000	0.006525
17.611000	-0.079169	0.000000	0.005705
17.621000	-0.079378	0.000000	0.004943
17.630000	-0.079574	0.000000	0.004263
17.640000	-0.079770	0.000000	0.003675
17.651000	-0.079979	-0.008727	0.005543
17.661000	-0.080187	0.000000	0.004350
17.670000	-0.080408	0.000000	0.003824
17.680000	-0.080653	0.000000	0.003368
17.691000	-0.080923	-0.014960	0.011974
17.701000	-0.081181	-0.014960	0.009601
17.710000	-0.081451	-0.004987	0.002448
17.720000	-0.081721	0.000000	0.007408
17.731000	-0.082003	0.000000	0.006421
17.741000	-0.082223	-0.017453	0.011940
17.750000	-0.082444	-0.017453	0.009608
17.760000	-0.082641	-0.004987	0.004883
17.771000	-0.082837	0.000000	0.009338
17.781000	-0.082984	0.000000	0.007905
17.790000	-0.083119	-0.017453	0.010835
17.800000	-0.083242	-0.013575	0.004943
17.810000	-0.083352	-0.013575	0.003875
17.821000	-0.083475	0.000000	0.010596
17.831000	-0.083561	0.000000	0.008891
17.840000	-0.083634	0.000000	0.007362
17.850000	-0.083683	-0.008727	0.002693
17.861000	-0.083745	-0.012467	0.005987
17.871000	-0.083806	-0.012467	0.004881
17.880000	-0.083879	-0.012467	0.003898
17.890000	-0.083953	-0.012467	0.003053
17.901000	-0.084014	-0.004987	0.005131
17.911000	-0.084051	0.000000	0.009344
17.920000	-0.084063	0.000000	0.007733
17.930000	-0.084088	0.000000	0.006321
17.941000	-0.084088	0.000000	0.005119
17.951000	-0.084088	0.000000	0.004126
17.960000	-0.084100	0.000000	0.003328
17.970000	-0.084137	-0.004987	0.002295
17.981000	-0.084223	-0.004987	0.001873
17.991000	-0.084321	-0.008727	0.005178
18.000000	-0.084431	-0.008727	0.004096
18.010000	-0.084542	-0.012467	0.006880
18.021000	-0.084689	-0.012467	0.005391
18.031000	-0.084812	-0.012467	0.004132
18.040000	-0.084922	-0.008727	0.000665
18.050000	-0.084996	-0.004987	0.004545
18.060000	-0.085045	-0.004987	0.003936
18.071000	-0.085069	0.000000	0.008331
18.081000	-0.085069	0.000000	0.006895
18.090000	-0.085069	0.000000	0.005642
18.100000	-0.085069	0.000000	0.004581
18.111000	-0.085069	0.000000	0.003709
18.121000	-0.085069	0.000000	0.003014
18.130000	-0.085082	0.000000	0.002478
18.140000	-0.085118	0.000000	0.002078
18.151000	-0.085204	0.000000	0.001787
18.161000	-0.085290	-0.004987	0.003415
18.170000	-0.085413	-0.004987	0.002645
18.180000	-0.085560	-0.004987	0.001938
18.191000	-0.085732	-0.014960	0.011285
18.201000	-0.085903	-0.014960	0.008963
18.210000	-0.086063	-0.013963	0.005975
18.220000	-0.086210	-0.008727	0.000767
18.231000	-0.086345	-0.008727	0.001026
18.241000	-0.086443	-0.008727	0.001145
18.250000	-0.086492	-0.008727	0.001158
18.260000	-0.086492	-0.004987	0.004815
18.271000	-0.086492	0.000000	0.009034
18.281000	-0.086492	0.000000	0.007443
18.290000	-0.086492	0.000000	0.006056
18.300000	-0.086492	0.000000	0.004883
18.310000	-0.086492	0.000000	0.003921
18.321000	-0.086492	0.000000	0.003155
18.331000	-0.086492	0.000000	0.002567
18.340000	-0.086480	0.000000	0.002134
18.350000	-0.086492	-0.004987	0.003201
18.361000	-0.086492	0.000000	0.002504
18.371000	-0.086505	0.000000	0.002252
18.380000	-0.086505	0.000000	0.002057
18.390000	-0.086578	0.000000	0.001893
18.401000	-0.086701	-0.004987	0.003244
18.411000	-0.086836	0.000000	0.002565
18.420000	-0.086995	0.000000	0.002383
18.430000	-0.087142	0.000000	0.002223
18.441000	-0.087326	-0.004987	0.002903
18.451000	-0.087486	-0.004987	0.002124
18.460000	-0.087658	-0.017453	0.013907
18.470000	-0.087829	-0.017453	0.011091
18.481000	-0.088013	-0.017453	0.008678
18.491000	-0.088148	-0.012467	0.001700
18.500000	-0.088259	-0.012467	0.000998
18.510000	-0.088320	-0.013575	0.001581
18.521000	-0.088345	-0.008727	0.003849
18.531000	-0.088332	-0.008727	0.003338
18.540000	-0.088332	-0.008727	0.002815
18.550000	-0.088332	-0.008727	0.002311
18.560000	-0.088320	-0.008727	0.001846
18.571000	-0.088283	-0.008727	0.001429
18.581000	-0.088210	-0.008727	0.001063
18.590000	-0.088087	-0.008727	0.000751
18.600000	-0.087927	-0.008727	0.000501
18.611000	-0.087731	-0.008727	0.000334
18.621000	-0.087535	-0.008727	0.000253
18.630000	-0.087339	-0.008727	0.000235
18.640000	-0.087142	-0.008727	0.000241
18.651000	-0.086922	-0.017453	0.008844
18.661000	-0.086701	-0.017453	0.007335
18.670000	-0.086468	-0.017453	0.006029
18.680000	-0.086210	-0.008727	0.003793
18.691000	-0.085891	-0.012467	0.000632
18.701000	-0.085572	-0.012467	0.000619
18.710000	-0.085217	-0.013963	0.002150
18.720000	-0.084836	-0.008727	0.003286
18.731000	-0.084395	-0.008727	0.002489
18.741000	-0.083965	-0.017453	0.006958
18.750000	-0.083548	-0.017453	0.006026
18.760000	-0.083082	-0.008727	0.003514
18.771000	-0.082555	-0.017453	0.006096
18.781000	-0.082052	-0.017453	0.005330
18.790000	-0.081512	-0.008727	0.004050
18.800000	-0.080948	0.000000	0.011745
18.810000	-0.080310	0.000000	0.009249
18.821000	-0.079586	-0.017453	0.010374
18.831000	-0.078936	-0.008727	0.000376
18.840000	-0.078310	-0.008727	0.000726
18.850000	-0.077697	-0.008727	0.001011
18.861000	-0.076998	-0.004987	0.002506
18.871000	-0.076360	-0.004987	0.001656
18.880000	-0.075698	-0.008727	0.002803
18.890000	-0.075035	-0.008727	0.002722
18.901000	-0.074262	-0.017453	0.011346
18.911000	-0.073575	-0.008727	0.000947
18.920000	-0.072901	-0.008727	0.001050
18.930000	-0.072238	-0.008727	0.001180
18.941000	-0.071478	-0.008727	0.001312
18.951000	-0.070730	-0.008727	0.001449
18.960000	-0.069945	-0.008727	0.001580
18.970000	-0.069110	-0.008727	0.001703
18.981000	-0.068215	-0.008727	0.001819
18.991000	-0.067405	-0.003491	0.003309
19.000000	-0.066583	-0.003491	0.002270
19.010000	-0.065725	0.000000	0.004855
19.021000	-0.064756	0.000000	0.003463
19.031000	-0.063836	0.000000	0.002290
19.040000	-0.062940	0.000000	0.001326
19.050000	-0.062069	-0.003491	0.002951
19.060000	-0.061223	-0.003491	0.002932
19.071000	-0.060291	0.009973	0.010613
19.081000	-0.059432	0.000000	0.001672
19.090000	-0.058573	0.000000	0.001844
19.100000	-0.057739	0.000000	0.001922
19.111000	-0.056868	0.008727	0.006797
19.121000	-0.056095	0.008727	0.005260
19.130000	-0.055335	0.013963	0.009197
19.140000	-0.054538	0.013963	0.007192
19.151000	-0.053691	0.000000	0.008439
19.161000	-0.052992	0.000000	0.007277
19.170000	-0.052330	0.000000	0.006163
19.180000	-0.051729	0.005818	0.000675
19.191000	-0.051078	0.017453	0.012167
19.201000	-0.050477	0.017453	0.009949
19.210000	-0.049864	0.010472	0.001049
19.220000	-0.049251	0.002909	0.006873
19.231000	-0.048625	0.002909	0.005747
19.241000	-0.048098	0.002909	0.004703
19.250000	-0.047619	0.000000	0.006681
19.260000	-0.047165	0.000000	0.005354
19.271000	-0.046650	0.004987	0.000773
19.281000	-0.046196	0.004987	0.000828
19.290000	-0.045706	0.023271	0.019068
19.300000	-0.045190	0.002909	0.004637
19.310000	-0.044663	0.002909	0.003898
19.321000	-0.044111	0.004987	0.001131
19.331000	-0.043608	0.014544	0.008675
19.340000	-0.043130	0.014544	0.007179
19.350000	-0.042676	0.022440	0.013780
19.361000	-0.042197	0.022440	0.011278
19.371000	-0.041805	0.014544	0.001282
19.380000	-0.041449	0.022440	0.008860
19.390000	-0.041118	0.022440	0.007300
19.401000	-0.040836	0.010908	0.005493
19.411000	-0.040627	0.031998	0.016710
19.420000	-0.040480	0.031998	0.013998
19.430000	-0.040394	0.017453	0.002846
19.441000	-0.040370	0.031416	0.011892
19.451000	-0.040370	0.031416	0.010180
19.460000	-0.040382	0.027925	0.005315
19.470000	-0.040406	0.021817	0.001390
19.481000	-0.040566	0.021817	0.000711
19.491000	-0.040873	0.029089	0.007643
19.500000	-0.041302	0.029089	0.007100
19.510000	-0.041793	0.017453	0.004966
19.521000	-0.042406	0.019947	0.000704
19.531000	-0.043031	0.019947	0.000451
19.540000	-0.043694	0.008727	0.009799
19.550000	-0.044418	0.014544	0.001149
19.560000	-0.045166	0.014544	0.000440
19.571000	-0.046074	0.027925	0.014838
19.581000	-0.046908	0.017453	0.002924
19.590000	-0.047742	0.017453	0.003443
19.600000	-0.048551	0.002909	0.010684
19.611000	-0.049484	0.021817	0.011220
19.621000	-0.050367	0.021817	0.010400
19.630000	-0.051287	0.000000	0.012191
19.640000	-0.052256	0.000000	0.008966
19.651000	-0.053311	0.000000	0.006173
19.661000	-0.054268	0.000000	0.003815
19.670000	-0.055212	0.000000	0.001876
19.680000	-0.056218	0.000000	0.000375
19.691000	-0.057298	0.000000	0.000968
19.701000	-0.058205	0.000000	0.001851
19.710000	-0.059089	0.000000	0.002521
19.720000	-0.059947	-0.003491	0.000515
19.731000	-0.060904	-0.003491	0.000504
19.741000	-0.061775	0.000000	0.004702
19.750000	-0.062634	0.000000	0.004646
19.760000	-0.063455	0.000000	0.004526
19.771000	-0.064339	0.000000	0.004375
19.781000	-0.065111	0.000000	0.004211
19.790000	-0.065921	-0.012467	0.008417
19.800000	-0.066767	-0.004987	0.001154
19.810000	-0.067614	-0.004987	0.001614
19.821000	-0.068497	0.000000	0.006952
19.831000	-0.069294	0.000000	0.006320
19.840000	-0.070055	0.000000	0.005735
19.850000	-0.070852	0.000000	0.005215
19.861000	-0.071760	-0.004987	0.000230
19.871000	-0.072594	-0.004987	0.000311
19.880000	-0.073416	-0.017453	0.011694
19.890000	-0.074238	-0.017453	0.009041
19.901000	-0.075133	-0.012467	0.001763
19.911000	-0.075967	-0.004987	0.006743
19.920000	-0.076789	-0.004987	0.006194
19.930000	-0.077599	-0.004987	0.005626
19.941000	-0.078458	-0.017453	0.007394
19.951000	-0.079181	-0.017453	0.005662
19.960000	-0.079881	-0.008727	0.004553
19.970000	-0.080580	-0.004987	0.007968
19.981000	-0.081340	-0.004987	0.006951
19.991000	-0.082039	-0.004987	0.006028
20.000000	-0.082739	-0.022440	0.012233
20.010000	-0.083413	-0.022440	0.009788
20.021000	-0.084100	-0.017453	0.002659
20.031000	-0.084726	-0.017453	0.001735
20.040000	-0.085327	-0.017453	0.001008
20.050000	-0.085940	-0.008727	0.008272
20.060000	-0.086529	-0.008727	0.007109
20.071000	-0.087142	-0.013575	0.001194
20.081000	-0.087670	-0.008727	0.005944
20.090000	-0.088148	-0.008727	0.004997
20.100000	-0.088602	-0.008727	0.004182
20.111000	-0.089105	-0.004987	0.007238
20.121000	-0.089547	-0.004987	0.006011
20.130000	-0.090025	0.000000	0.009973
20.140000	-0.090503	0.000000	0.008250
20.151000	-0.091068	0.000000	0.006822
20.161000	-0.091607	-0.004987	0.000735
20.170000	-0.092233	-0.004987	0.000717
20.180000	-0.092871	-0.012467	0.006713
20.191000	-0.093582	-0.012467	0.005214
20.201000	-0.094233	-0.012467	0.003863
20.210000	-0.094870	-0.012467	0.002686
20.220000	-0.095557	-0.017453	0.006674
20.231000	-0.096318	-0.017453	0.004961
20.241000	-0.097017	-0.017453	0.003537
20.250000	-0.097704	-0.017453	0.002391
20.260000	-0.098330	-0.012467	0.003552
20.271000	-0.098931	-0.017453	0.001685
20.281000	-0.099446	-0.017453	0.001050
20.290000	-0.099912	-0.022440	0.005508
20.300000	-0.100366	-0.017453	0.000764
20.310000	-0.100783	-0.017453	0.000889
20.321000	-0.101225	-0.008727	0.009647
20.331000	-0.101593	0.000000	0.016785
20.340000	-0.101948	0.000000	0.013801
20.350000	-0.102279	-0.017453	0.006235
20.361000	-0.102623	-0.017453	0.005276
20.371000	-0.102930	-0.017453	0.004347
20.380000	-0.103249	-0.004987	0.008988
20.390000	-0.103567	-0.004987	0.007518
20.401000	-0.103911	-0.012467	0.001262
20.411000	-0.104218	0.000000	0.011487
20.420000	-0.104537	0.000000	0.009522
20.430000	-0.104868	-0.010908	0.003073
20.441000	-0.105248	0.000000	0.008421
20.451000	-0.105616	0.000000	0.007042
20.460000	-0.106021	0.000000	0.005898
20.470000	-0.106462	-0.013963	0.008993
20.481000	-0.106990	-0.013963	0.007208
20.491000	-0.107505	0.000000	0.008375
20.500000	-0.108020	0.000000	0.007293
20.510000	-0.108535	0.000000	0.006340
20.521000	-0.109087	-0.008727	0.003200
20.531000	-0.109590	-0.008727	0.002306
20.540000	-0.110106	-0.003491	0.003746
20.550000	-0.110645	0.000000	0.007017
20.560000	-0.111210	0.000000	0.006196
20.571000	-0.111847	0.000000	0.005489
20.581000	-0.112461	-0.004987	0.000101
20.590000	-0.113086	-0.004987	0.000332
20.600000	-0.113712	-0.012467	0.006748
20.611000	-0.114374	0.000000	0.007433
20.621000	-0.115000	0.000000	0.006691
20.630000	-0.115638	-0.004987	0.001037
20.640000	-0.116276	-0.004987	0.001353
20.651000	-0.117049	-0.008727	0.002101
20.661000	-0.117748	-0.012467	0.004915
20.670000	-0.118471	-0.012467	0.003444
20.680000	-0.119158	-0.012467	0.002189
20.691000	-0.119882	-0.017453	0.006132
20.701000	-0.120545	-0.017453	0.004396
20.710000	-0.121182	-0.017453	0.002962
20.720000	-0.121796	-0.017453	0.001813
20.731000	-0.122470	-0.022440	0.005895
20.741000	-0.123059	-0.023271	0.005153
20.750000	-0.123599	-0.023271	0.003740
20.760000	-0.124053	-0.022440	0.001799
20.771000	-0.124482	-0.012467	0.008914
20.781000	-0.124813	-0.012467	0.007626
20.790000	-0.125095	-0.008727	0.010152
20.800000	-0.125353	-0.017453	0.000346
20.810000	-0.125574	-0.017453	0.000329
20.821000	-0.125795	-0.012467	0.004711
20.831000	-0.125991	-0.017453	0.001130
20.840000	-0.126175	-0.017453	0.000961
20.850000	-0.126371	-0.008727	0.007964
20.861000	-0.126567	-0.008727	0.006558
20.871000	-0.126739	-0.012467	0.001610
20.880000	-0.126911	-0.017453	0.003743
20.890000	-0.127083	-0.017453	0.003108
20.901000	-0.127279	-0.008727	0.006211
20.911000	-0.127451	-0.017453	0.003561
20.920000	-0.127610	-0.017453	0.002902
20.930000	-0.127770	-0.012467	0.002672
20.941000	-0.127941	-0.008727	0.006020
20.951000	-0.128052	-0.008727	0.004994
20.960000	-0.128162	-0.012467	0.000361
20.970000	-0.128260	-0.017453	0.004712
20.981000	-0.128358	-0.017453	0.003861
20.991000	-0.128457	-0.017453	0.003102
21.000000	-0.128542	-0.013575	0.001429
21.010000	-0.128604	-0.013575	0.001278
21.021000	-0.128665	-0.008727	0.005964
21.031000	-0.128690	-0.008727	0.004931
21.040000	-0.128714	-0.008727	0.004022
21.050000	-0.128726	-0.008727	0.003246
21.060000	-0.128726	-0.008727	0.002600
21.071000	-0.128726	-0.008727	0.002077
21.081000	-0.128726	-0.008727	0.001665
21.090000	-0.128726	-0.008727	0.001349
21.100000	-0.128726	-0.008727	0.001115
21.111000	-0.128726	-0.008727	0.000947
21.121000	-0.128739	-0.008727	0.000829
21.130000	-0.128775	-0.008727	0.000748
21.140000	-0.128812	-0.008727	0.000698
21.151000	-0.128861	-0.008727	0.000671
21.161000	-0.128898	-0.008727	0.000661
21.170000	-0.128923	-0.008727	0.000662
21.180000	-0.128959	-0.008727	0.000670
21.191000	-0.128984	-0.008727	0.000680
21.201000	-0.129021	-0.008727	0.000693
