当前时刻	小车位置	摆杆偏角	指标11	指标12	指标2	估计误差能量	
8.330000	-0.041204	0.014544	0.000010	0.000015	0.000403	0.000178
8.339000	-0.040958	0.006981	0.000064	0.000069	0.000197	0.000093
8.349000	-0.040750	0.009973	0.000053	0.000056	0.000046	0.000030
8.359000	-0.040566	0.009973	0.000039	0.000042	0.000004	0.000009
8.370000	-0.040394	0.002909	0.000028	0.000016	0.000015	0.000019
8.380000	-0.040259	0.017453	0.000071	0.000083	0.000050	0.000032
8.389000	-0.040149	0.017453	0.000039	0.000038	0.000068	0.000038
8.399000	-0.040026	0.004987	0.000024	0.000002	0.000082	0.000045
8.410000	-0.039928	0.002909	0.000007	0.000008	0.000101	0.000054
8.420000	-0.039854	0.002909	0.000020	0.000006	0.000089	0.000048
8.429000	-0.039793	0.017453	0.000021	0.000001	0.000107	0.000055
8.439000	-0.039744	0.017453	0.000044	0.000019	0.000120	0.000061
8.450000	-0.039683	0.027925	0.000055	0.000038	0.000269	0.000121
8.460000	-0.039646	0.014544	0.000076	0.000080	0.000252	0.000113
8.469000	-0.039634	0.014544	0.000072	0.000063	0.000242	0.000108
8.479000	-0.039634	0.014544	0.000023	0.000022	0.000187	0.000086
8.489000	-0.039646	0.009973	0.000010	0.000021	0.000148	0.000071
8.500000	-0.039646	0.009973	0.000002	0.000009	0.000014	0.000005
8.509000	-0.039670	0.004987	0.000004	0.000034	0.000002	0.000012
8.519000	-0.039744	0.004987	0.000012	0.000016	0.000009	0.000017
8.529000	-0.039903	0.004987	0.000003	0.000011	0.000012	0.000019
8.540000	-0.040161	0.009973	0.000011	0.000013	0.000013	0.000018
8.549000	-0.040431	0.009973	0.000018	0.000002	0.000016	0.000019
8.559000	-0.040701	0.014544	0.000027	0.000039	0.000028	0.000021
8.569000	-0.040971	0.021817	0.000094	0.000080	0.000114	0.000054
8.580000	-0.041253	0.021817	0.000062	0.000070	0.000180	0.000080
8.589000	-0.041523	0.000000	0.000053	0.000101	0.000238	0.000106
8.599000	-0.041829	0.009973	0.000043	0.000038	0.000233	0.000104
8.609000	-0.042161	0.009973	0.000035	0.000033	0.000204	0.000094
8.620000	-0.042553	0.004363	0.000011	0.000010	0.000116	0.000060
8.630000	-0.042946	0.000000	0.000038	0.000002	0.000069	0.000044
8.639000	-0.043350	0.000000	0.000051	0.000036	0.000019	0.000023
8.649000	-0.043780	0.020362	0.000051	0.000084	0.000153	0.000075
8.660000	-0.044270	0.004987	0.000047	0.000046	0.000153	0.000075
8.670000	-0.044712	0.004987	0.000036	0.000036	0.000145	0.000071
8.679000	-0.045203	0.002909	0.000018	0.000022	0.000123	0.000060
8.689000	-0.045706	0.002909	0.000006	0.000004	0.000111	0.000054
8.700000	-0.046258	0.014544	0.000029	0.000009	0.000041	0.000027
8.710000	-0.046761	0.000000	0.000040	0.000055	0.000050	0.000031
8.719000	-0.047227	0.000000	0.000048	0.000047	0.000054	0.000033
8.729000	-0.047717	0.008727	0.000016	0.000004	0.000075	0.000040
8.739000	-0.048220	0.004987	0.000011	0.000015	0.000078	0.000041
8.750000	-0.048772	0.004987	0.000009	0.000012	0.000016	0.000017
8.759000	-0.049275	0.000000	0.000031	0.000034	0.000010	0.000014
8.769000	-0.049815	0.002909	0.000035	0.000046	0.000007	0.000011
8.779000	-0.050379	0.002909	0.000014	0.000021	0.000014	0.000004
8.790000	-0.051042	0.008727	0.000038	0.000036	0.000013	0.000014
8.799000	-0.051643	0.008727	0.000062	0.000036	0.000034	0.000022
8.809000	-0.052219	0.017453	0.000035	0.000103	0.000139	0.000064
8.819000	-0.052771	0.010472	0.000042	0.000046	0.000154	0.000070
8.830000	-0.053421	0.010472	0.000075	0.000086	0.000165	0.000074
8.839000	-0.054047	0.005818	0.000103	0.000103	0.000136	0.000063
8.849000	-0.054734	0.000000	0.000152	0.000156	0.000125	0.000061
8.859000	-0.055482	0.000000	0.000081	0.000080	0.000024	0.000022
8.870000	-0.056378	0.000000	0.000080	0.000078	0.000010	0.000017
8.880000	-0.057212	0.004987	0.000026	0.000028	0.000004	0.000014
8.889000	-0.058034	0.004987	0.000037	0.000051	0.000011	0.000017
8.899000	-0.058831	0.014544	0.000068	0.000104	0.000086	0.000043
8.910000	-0.059726	0.014544	0.000001	0.000002	0.000146	0.000065
8.920000	-0.060573	0.002909	0.000010	0.000015	0.000144	0.000064
8.929000	-0.061493	0.000000	0.000013	0.000001	0.000142	0.000065
8.939000	-0.062425	0.000000	0.000001	0.000008	0.000137	0.000065
8.950000	-0.063443	0.013963	0.000028	0.000044	0.000131	0.000062
8.960000	-0.064375	0.000000	0.000028	0.000035	0.000066	0.000038
8.969000	-0.065320	0.000000	0.000029	0.000029	0.000066	0.000038
8.979000	-0.066350	0.000000	0.000035	0.000036	0.000061	0.000035
8.989000	-0.067405	-0.003491	0.000032	0.000025	0.000063	0.000037
9.000000	-0.068558	-0.003491	0.000005	0.000010	0.000018	0.000007
9.009000	-0.069589	0.000000	0.000003	0.000007	0.000015	0.000007
9.019000	-0.070619	0.006981	0.000027	0.000048	0.000037	0.000025
9.029000	-0.071699	0.006981	0.000065	0.000072	0.000080	0.000040
9.040000	-0.072864	0.000000	0.000063	0.000069	0.000078	0.000038
9.049000	-0.073907	0.000000	0.000059	0.000056	0.000079	0.000037
9.059000	-0.074937	0.000000	0.000052	0.000055	0.000077	0.000037
9.069000	-0.076004	-0.003491	0.000030	0.000031	0.000024	0.000018
9.080000	-0.077268	-0.003491	0.000007	0.000007	0.000019	0.000003
9.089000	-0.078409	0.000000	0.000005	0.000004	0.000011	0.000005
9.099000	-0.079537	-0.004987	0.000008	0.000007	0.000013	0.000005
9.109000	-0.080653	-0.004987	0.000015	0.000015	0.000015	0.000005
9.120000	-0.081917	-0.003491	0.000012	0.000022	0.000012	0.000005
9.130000	-0.083094	0.000000	0.000022	0.000016	0.000008	0.000012
9.139000	-0.084247	0.000000	0.000004	0.000004	0.000017	0.000015
9.149000	-0.085376	0.000000	0.000007	0.000026	0.000033	0.000020
9.160000	-0.086627	-0.004987	0.000008	0.000011	0.000033	0.000020
9.170000	-0.087842	-0.004987	0.000008	0.000002	0.000031	0.000020
9.179000	-0.089044	-0.012467	0.000003	0.000006	0.000025	0.000021
9.189000	-0.090234	-0.012467	0.000002	0.000020	0.000014	0.000020
9.200000	-0.091571	-0.004987	0.000017	0.000033	0.000010	0.000018
9.210000	-0.092822	0.000000	0.000028	0.000026	0.000059	0.000035
9.219000	-0.094024	0.000000	0.000030	0.000007	0.000098	0.000050
9.229000	-0.095189	0.000000	0.000019	0.000026	0.000114	0.000053
9.239000	-0.096367	-0.004987	0.000019	0.000005	0.000110	0.000049
9.250000	-0.097716	-0.004987	0.000005	0.000015	0.000101	0.000046
9.259000	-0.098955	-0.013575	0.000042	0.000064	0.000068	0.000037
9.269000	-0.100145	-0.013575	0.000004	0.000003	0.000035	0.000027
9.279000	-0.101384	-0.012467	0.000013	0.000011	0.000004	0.000016
9.290000	-0.102807	-0.017453	0.000020	0.000012	0.000014	0.000023
9.299000	-0.104070	-0.017453	0.000016	0.000003	0.000016	0.000026
9.309000	-0.105297	-0.008727	0.000022	0.000034	0.000023	0.000025
9.319000	-0.106487	-0.012467	0.000045	0.000054	0.000019	0.000021
9.330000	-0.107824	-0.012467	0.000045	0.000054	0.000023	0.000022
9.339000	-0.109026	-0.004987	0.000038	0.000039	0.000064	0.000034
9.349000	-0.110167	-0.008727	0.000013	0.000023	0.000074	0.000036
9.359000	-0.111295	-0.008727	0.000019	0.000037	0.000065	0.000033
9.370000	-0.112534	-0.008727	0.000015	0.000017	0.000072	0.000036
9.380000	-0.113700	-0.008727	0.000007	0.000006	0.000078	0.000038
9.389000	-0.114828	-0.008727	0.000022	0.000018	0.000032	0.000021
9.399000	-0.115945	-0.012467	0.000004	0.000004	0.000017	0.000016
9.410000	-0.117196	-0.012467	0.000016	0.000014	0.000004	0.000011
9.420000	-0.118398	-0.017453	0.000036	0.000060	0.000000	0.000011
9.429000	-0.119600	-0.012467	0.000009	0.000012	0.000007	0.000009
9.439000	-0.120765	-0.012467	0.000013	0.000008	0.000011	0.000007
9.450000	-0.122053	-0.008727	0.000020	0.000015	0.000010	0.000014
9.460000	-0.123255	-0.008727	0.000006	0.000031	0.000028	0.000021
9.469000	-0.124421	-0.008727	0.000008	0.000005	0.000037	0.000022
9.479000	-0.125586	-0.017453	0.000003	0.000001	0.000039	0.000025
9.489000	-0.126727	-0.017453	0.000006	0.000001	0.000038	0.000025
9.500000	-0.128052	-0.017453	0.000013	0.000009	0.000017	0.000019
9.509000	-0.129254	-0.020362	0.000013	0.000009	0.000003	0.000015
9.519000	-0.130407	-0.017453	0.000005	0.000003	0.000012	0.000010
9.529000	-0.131535	-0.017453	0.000011	0.000005	0.000016	0.000007
9.540000	-0.132787	-0.008727	0.000031	0.000039	0.000035	0.000025
9.549000	-0.133940	-0.008727	0.000002	0.000023	0.000076	0.000040
9.559000	-0.135031	-0.013575	0.000004	0.000003	0.000077	0.000039
9.569000	-0.136074	-0.017453	0.000006	0.000008	0.000076	0.000039
9.580000	-0.137227	-0.017453	0.000015	0.000015	0.000075	0.000039
9.589000	-0.138331	-0.022440	0.000049	0.000031	0.000031	0.000024
9.599000	-0.139435	-0.017453	0.000031	0.000036	0.000009	0.000009
9.609000	-0.140490	-0.017453	0.000023	0.000024	0.000012	0.000007
9.620000	-0.141619	-0.017453	0.000022	0.000018	0.000010	0.000008
9.630000	-0.142661	-0.022440	0.000031	0.000033	0.000007	0.000009
9.639000	-0.143729	-0.022440	0.000030	0.000018	0.000015	0.000005
9.649000	-0.144759	-0.029920	0.000036	0.000037	0.000015	0.000020
9.660000	-0.145802	-0.029920	0.000022	0.000051	0.000031	0.000029
9.670000	-0.146722	-0.029920	0.000014	0.000013	0.000038	0.000034
9.679000	-0.147666	-0.034907	0.000017	0.000025	0.000067	0.000047
9.689000	-0.148586	-0.034907	0.000019	0.000011	0.000084	0.000056
9.700000	-0.149518	-0.021332	0.000060	0.000079	0.000091	0.000055
9.710000	-0.150267	-0.034907	0.000036	0.000024	0.000089	0.000052
9.719000	-0.150954	-0.034907	0.000028	0.000034	0.000089	0.000052
9.729000	-0.151567	-0.034907	0.000014	0.000013	0.000063	0.000039
9.739000	-0.152143	-0.034907	0.000009	0.000014	0.000048	0.000031
9.750000	-0.152732	-0.034907	0.000007	0.000013	0.000011	0.000018
9.759000	-0.153198	-0.031416	0.000005	0.000011	0.000003	0.000011
9.769000	-0.153603	-0.029920	0.000006	0.000011	0.000008	0.000008
9.779000	-0.153922	-0.029920	0.000004	0.000005	0.000011	0.000007
9.790000	-0.154217	-0.023998	0.000015	0.000019	0.000015	0.000018
9.799000	-0.154413	-0.026180	0.000008	0.000016	0.000020	0.000020
9.809000	-0.154560	-0.026180	0.000038	0.000036	0.000022	0.000022
9.819000	-0.154670	-0.022440	0.000024	0.000033	0.000033	0.000027
9.830000	-0.154769	-0.022440	0.000012	0.000010	0.000039	0.000031
9.839000	-0.154842	-0.017453	0.000003	0.000035	0.000043	0.000033
9.849000	-0.154891	-0.012467	0.000016	0.000049	0.000096	0.000057
9.859000	-0.154940	-0.012467	0.000026	0.000031	0.000129	0.000072
9.870000	-0.154989	-0.017453	0.000036	0.000034	0.000116	0.000066
9.880000	-0.155051	-0.008727	0.000004	0.000013	0.000152	0.000082
9.889000	-0.155137	-0.008727	0.000006	0.000031	0.000149	0.000080
9.899000	-0.155247	-0.017453	0.000021	0.000040	0.000093	0.000054
9.910000	-0.155394	-0.017453	0.000043	0.000048	0.000059	0.000037
9.920000	-0.155554	-0.017453	0.000045	0.000054	0.000060	0.000037
9.929000	-0.155750	0.000000	0.000021	0.000025	0.000128	0.000065
9.939000	-0.155946	0.000000	0.000009	0.000025	0.000177	0.000085
9.950000	-0.156191	-0.008727	0.000003	0.000002	0.000174	0.000084
9.960000	-0.156425	-0.012467	0.000014	0.000013	0.000173	0.000084
9.969000	-0.156694	-0.012467	0.000011	0.000011	0.000172	0.000084
9.979000	-0.156989	0.000000	0.000079	0.000060	0.000114	0.000059
9.989000	-0.157332	-0.017453	0.000015	0.000000	0.000070	0.000040
10.000000	-0.157737	-0.017453	0.000043	0.000057	0.000089	0.000049
10.009000	-0.158130	0.000000	0.000025	0.000067	0.000158	0.000076
10.019000	-0.158522	-0.017453	0.000018	0.000002	0.000179	0.000086
10.029000	-0.158902	-0.017453	0.000032	0.000009	0.000137	0.000069
10.040000	-0.159332	0.000000	0.000026	0.000051	0.000189	0.000089
10.049000	-0.159700	0.000000	0.000109	0.000081	0.000230	0.000104
10.059000	-0.160043	-0.017453	0.000092	0.000039	0.000187	0.000088
10.069000	-0.160399	0.000000	0.000074	0.000066	0.000224	0.000102
10.080000	-0.160791	0.000000	0.000045	0.000028	0.000254	0.000113
10.089000	-0.161159	-0.008727	0.000024	0.000024	0.000169	0.000080
10.099000	-0.161540	0.000000	0.000024	0.000024	0.000143	0.000068
10.109000	-0.161957	0.000000	0.000040	0.000037	0.000140	0.000066
10.120000	-0.162447	-0.008727	0.000022	0.000014	0.000082	0.000043
10.130000	-0.162938	-0.008727	0.000001	0.000004	0.000039	0.000026
10.139000	-0.163453	-0.008727	0.000001	0.000004	0.000039	0.000027
10.149000	-0.163981	-0.004987	0.000006	0.000006	0.000010	0.000015
10.160000	-0.164570	-0.017453	0.000057	0.000033	0.000022	0.000022
10.170000	-0.165085	-0.017453	0.000049	0.000045	0.000042	0.000032
10.179000	-0.165612	-0.017453	0.000044	0.000054	0.000052	0.000038
10.189000	-0.166127	-0.017453	0.000052	0.000052	0.000057	0.000041
10.200000	-0.166679	-0.008727	0.000090	0.000064	0.000072	0.000046
10.210000	-0.167158	-0.017453	0.000039	0.000039	0.000037	0.000030
10.219000	-0.167624	-0.017453	0.000048	0.000049	0.000017	0.000020
10.229000	-0.168090	-0.008727	0.000073	0.000077	0.000036	0.000025
10.239000	-0.168519	-0.008727	0.000076	0.000057	0.000054	0.000030
10.250000	-0.168949	-0.008727	0.000036	0.000027	0.000051	0.000030
10.259000	-0.169292	-0.017453	0.000056	0.000052	0.000053	0.000030
10.269000	-0.169611	-0.017453	0.000043	0.000032	0.000055	0.000031
10.279000	-0.169930	-0.017453	0.000016	0.000015	0.000026	0.000021
10.290000	-0.170274	-0.022440	0.000032	0.000050	0.000020	0.000020
10.299000	-0.170556	-0.022440	0.000038	0.000037	0.000012	0.000019
10.309000	-0.170826	-0.013575	0.000063	0.000060	0.000020	0.000021
10.319000	-0.171083	-0.022440	0.000045	0.000053	0.000025	0.000023
10.330000	-0.171329	-0.022440	0.000044	0.000040	0.000028	0.000024
10.339000	-0.171525	-0.008727	0.000028	0.000027	0.000073	0.000041
10.349000	-0.171684	-0.017453	0.000033	0.000038	0.000064	0.000036
10.359000	-0.171819	-0.017453	0.000039	0.000034	0.000050	0.000031
10.370000	-0.171930	-0.022440	0.000043	0.000019	0.000051	0.000031
10.380000	-0.172015	-0.012467	0.000082	0.000087	0.000067	0.000038
10.389000	-0.172089	-0.012467	0.000054	0.000059	0.000019	0.000019
10.399000	-0.172138	-0.008727	0.000034	0.000057	0.000052	0.000033
10.410000	-0.172163	-0.008727	0.000001	0.000007	0.000074	0.000042
10.420000	-0.172187	-0.012467	0.000007	0.000020	0.000067	0.000039
10.429000	-0.172199	-0.017453	0.000038	0.000051	0.000052	0.000033
10.439000	-0.172236	-0.017453	0.000045	0.000044	0.000042	0.000029
10.450000	-0.172273	-0.017453	0.000020	0.000024	0.000011	0.000016
10.460000	-0.172298	-0.017453	0.000022	0.000029	0.000010	0.000007
10.469000	-0.172334	-0.017453	0.000022	0.000024	0.000010	0.000006
10.479000	-0.172359	-0.022440	0.000022	0.000058	0.000000	0.000012
10.489000	-0.172371	-0.026180	0.000073	0.000050	0.000030	0.000025
10.500000	-0.172371	-0.026180	0.000030	0.000037	0.000049	0.000034
10.509000	-0.172371	-0.024933	0.000028	0.000043	0.000056	0.000037
10.519000	-0.172359	-0.020362	0.000016	0.000015	0.000056	0.000037
10.529000	-0.172359	-0.020362	0.000015	0.000016	0.000041	0.000029
10.540000	-0.172334	-0.026180	0.000052	0.000056	0.000020	0.000019
10.549000	-0.172236	-0.022440	0.000016	0.000013	0.000001	0.000009
10.559000	-0.172028	-0.022440	0.000025	0.000025	0.000008	0.000005
10.569000	-0.171721	-0.026180	0.000016	0.000017	0.000001	0.000008
10.580000	-0.171329	-0.026180	0.000032	0.000040	0.000003	0.000010
10.589000	-0.170936	-0.017453	0.000035	0.000034	0.000006	0.000012
10.599000	-0.170519	-0.017453	0.000020	0.000016	0.000014	0.000017
10.609000	-0.170041	-0.017453	0.000010	0.000010	0.000019	0.000020
10.620000	-0.169476	-0.017453	0.000006	0.000005	0.000014	0.000018
10.630000	-0.168937	-0.008727	0.000045	0.000071	0.000059	0.000039
10.639000	-0.168360	-0.008727	0.000050	0.000070	0.000075	0.000047
10.649000	-0.167783	-0.008727	0.000093	0.000113	0.000084	0.000052
10.660000	-0.167121	-0.013575	0.000096	0.000096	0.000079	0.000049
10.670000	-0.166508	-0.013575	0.000090	0.000094	0.000077	0.000048
10.679000	-0.165907	-0.008727	0.000017	0.000033	0.000034	0.000028
10.689000	-0.165342	-0.008727	0.000010	0.000004	0.000008	0.000016
10.700000	-0.164766	-0.012467	0.000012	0.000012	0.000009	0.000007
10.710000	-0.164238	-0.017453	0.000028	0.000043	0.000012	0.000015
10.719000	-0.163723	-0.017453	0.000045	0.000047	0.000027	0.000021
10.729000	-0.163208	-0.008727	0.000050	0.000041	0.000026	0.000021
10.739000	-0.162681	-0.008727	0.000060	0.000056	0.000025	0.000021
10.750000	-0.162092	-0.008727	0.000060	0.000067	0.000026	0.000021
10.759000	-0.161515	0.000000	0.000008	0.000038	0.000056	0.000036
10.769000	-0.160926	0.000000	0.000008	0.000019	0.000073	0.000045
10.779000	-0.160362	-0.012467	0.000013	0.000023	0.000082	0.000048
10.790000	-0.159761	-0.017453	0.000003	0.000079	0.000126	0.000065
10.799000	-0.159246	-0.012467	0.000036	0.000035	0.000129	0.000066
10.809000	-0.158718	-0.012467	0.000030	0.000029	0.000082	0.000045
10.819000	-0.158191	-0.008727	0.000050	0.000049	0.000050	0.000030
10.830000	-0.157590	-0.008727	0.000051	0.000051	0.000034	0.000024
10.839000	-0.157001	-0.004987	0.000033	0.000051	0.000005	0.000009
10.849000	-0.156400	-0.004987	0.000020	0.000011	0.000004	0.000010
10.859000	-0.155787	-0.004987	0.000035	0.000030	0.000004	0.000010
10.870000	-0.155112	0.000000	0.000097	0.000117	0.000019	0.000020
10.880000	-0.154523	0.000000	0.000095	0.000098	0.000034	0.000027
10.889000	-0.153947	0.000000	0.000079	0.000074	0.000033	0.000027
10.899000	-0.153382	0.000000	0.000053	0.000041	0.000033	0.000027
10.910000	-0.152757	0.000000	0.000035	0.000038	0.000032	0.000027
10.920000	-0.152205	0.000000	0.000019	0.000016	0.000010	0.000017
10.929000	-0.151641	-0.004987	0.000006	0.000007	0.000001	0.000012
10.939000	-0.151113	-0.004987	0.000003	0.000018	0.000005	0.000010
10.950000	-0.150561	-0.008727	0.000005	0.000005	0.000007	0.000014
10.960000	-0.150095	-0.008727	0.000029	0.000026	0.000015	0.000018
10.969000	-0.149666	-0.008727	0.000039	0.000024	0.000020	0.000020
10.979000	-0.149224	-0.004987	0.000014	0.000017	0.000014	0.000018
10.989000	-0.148770	0.000000	0.000026	0.000014	0.000026	0.000022
11.000000	-0.148243	0.000000	0.000035	0.000047	0.000020	0.000020
11.009000	-0.147752	0.000000	0.000003	0.000028	0.000017	0.000018
11.019000	-0.147261	-0.012467	0.000014	0.000033	0.000050	0.000031
11.029000	-0.146734	-0.012467	0.000025	0.000057	0.000076	0.000042
11.040000	-0.146133	-0.022440	0.000044	0.000023	0.000181	0.000089
11.049000	-0.145593	-0.012467	0.000048	0.000028	0.000174	0.000086
11.059000	-0.145078	-0.012467	0.000056	0.000056	0.000168	0.000084
11.069000	-0.144526	-0.012467	0.000032	0.000026	0.000131	0.000068
11.080000	-0.143876	-0.012467	0.000015	0.000018	0.000105	0.000057
11.089000	-0.143238	-0.012467	0.000009	0.000015	0.000015	0.000005
11.099000	-0.142551	-0.013575	0.000019	0.000011	0.000017	0.000004
11.109000	-0.141815	-0.013575	0.000024	0.000026	0.000018	0.000003
11.120000	-0.140944	-0.012467	0.000022	0.000025	0.000019	0.000002
11.130000	-0.140098	-0.017453	0.000031	0.000034	0.000006	0.000008
11.139000	-0.139263	-0.017453	0.000027	0.000025	0.000004	0.000012
11.149000	-0.138393	-0.017453	0.000001	0.000017	0.000011	0.000015
11.160000	-0.137411	-0.017453	0.000004	0.000002	0.000015	0.000017
11.170000	-0.136442	-0.008727	0.000018	0.000015	0.000029	0.000023
11.179000	-0.135412	-0.013575	0.000002	0.000002	0.000014	0.000017
11.189000	-0.134357	-0.013575	0.000004	0.000003	0.000004	0.000013
11.200000	-0.133204	-0.008727	0.000010	0.000004	0.000001	0.000013
11.210000	-0.132112	-0.012467	0.000001	0.000005	0.000004	0.000011
11.219000	-0.130983	-0.012467	0.000023	0.000021	0.000017	0.000005
11.229000	-0.129806	-0.004987	0.000032	0.000043	0.000003	0.000012
11.239000	-0.128628	-0.017453	0.000006	0.000023	0.000031	0.000025
11.250000	-0.127353	-0.017453	0.000008	0.000041	0.000053	0.000032
11.259000	-0.126150	-0.008727	0.000013	0.000008	0.000054	0.000033
11.269000	-0.124899	0.000000	0.000004	0.000011	0.000098	0.000054
11.279000	-0.123636	0.000000	0.000040	0.000026	0.000110	0.000060
11.290000	-0.122274	-0.004987	0.000002	0.000003	0.000076	0.000048
11.299000	-0.121011	-0.004987	0.000012	0.000012	0.000048	0.000038
11.309000	-0.119710	-0.013963	0.000012	0.000035	0.000093	0.000054
11.319000	-0.118410	-0.004987	0.000007	0.000008	0.000048	0.000033
11.330000	-0.117024	-0.004987	0.000022	0.000021	0.000022	0.000020
11.339000	-0.115761	0.000000	0.000033	0.000032	0.000030	0.000024
11.349000	-0.114497	0.000000	0.000033	0.000042	0.000034	0.000026
11.359000	-0.113221	0.000000	0.000016	0.000025	0.000012	0.000010
11.370000	-0.111835	0.000000	0.000019	0.000028	0.000012	0.000010
11.380000	-0.110547	0.000000	0.000017	0.000017	0.000012	0.000010
11.389000	-0.109259	0.000000	0.000004	0.000003	0.000020	0.000006
11.399000	-0.108020	0.000000	0.000011	0.000009	0.000023	0.000003
11.410000	-0.106646	0.000000	0.000003	0.000005	0.000024	0.000003
11.420000	-0.105407	0.005818	0.000002	0.000003	0.000015	0.000007
11.429000	-0.104144	0.010472	0.000032	0.000071	0.000013	0.000020
11.439000	-0.102954	0.010472	0.000020	0.000043	0.000030	0.000028
11.450000	-0.101629	0.007480	0.000022	0.000025	0.000030	0.000029
11.460000	-0.100427	0.002909	0.000010	0.000004	0.000037	0.000031
11.469000	-0.099262	0.002909	0.000016	0.000030	0.000034	0.000029
11.479000	-0.098121	0.002909	0.000069	0.000074	0.000011	0.000017
11.489000	-0.097054	0.000000	0.000052	0.000049	0.000010	0.000015
11.500000	-0.095864	0.000000	0.000068	0.000100	0.000021	0.000019
11.509000	-0.094785	0.000000	0.000025	0.000015	0.000023	0.000020
11.519000	-0.093681	0.000000	0.000017	0.000022	0.000022	0.000020
11.529000	-0.092601	0.027925	0.000038	0.000068	0.000310	0.000143
11.540000	-0.091448	0.002909	0.000032	0.000022	0.000304	0.000140
11.549000	-0.090369	0.002909	0.000057	0.000066	0.000301	0.000138
11.559000	-0.089277	0.004987	0.000037	0.000054	0.000293	0.000135
11.569000	-0.088185	0.027925	0.000131	0.000126	0.000504	0.000225
11.580000	-0.087020	0.027925	0.000039	0.000034	0.000354	0.000165
11.589000	-0.086038	0.002909	0.000047	0.000010	0.000402	0.000183
11.599000	-0.085033	0.004987	0.000029	0.000066	0.000419	0.000190
11.609000	-0.084051	0.004987	0.000018	0.000021	0.000436	0.000197
11.620000	-0.083033	0.010472	0.000074	0.000075	0.000220	0.000105
11.630000	-0.082187	0.004987	0.000003	0.000004	0.000090	0.000047
11.639000	-0.081365	0.004987	0.000005	0.000022	0.000040	0.000028
11.649000	-0.080531	0.014544	0.000004	0.000014	0.000032	0.000025
11.660000	-0.079586	0.002909	0.000014	0.000016	0.000033	0.000026
11.670000	-0.078740	0.002909	0.000007	0.000005	0.000045	0.000031
11.679000	-0.077942	0.021817	0.000073	0.000069	0.000136	0.000068
11.689000	-0.077157	0.021817	0.000047	0.000038	0.000199	0.000095
11.700000	-0.076274	0.008727	0.000032	0.000036	0.000185	0.000089
11.710000	-0.075477	0.002909	0.000063	0.000048	0.000200	0.000095
11.719000	-0.074679	0.002909	0.000019	0.000004	0.000210	0.000099
11.729000	-0.073907	0.017453	0.000044	0.000002	0.000144	0.000072
11.739000	-0.073171	0.017453	0.000022	0.000012	0.000100	0.000053
11.750000	-0.072386	0.017453	0.000015	0.000014	0.000114	0.000059
11.759000	-0.071686	0.008727	0.000052	0.000042	0.000086	0.000047
11.769000	-0.071024	0.008727	0.000030	0.000037	0.000068	0.000039
11.779000	-0.070349	0.004987	0.000004	0.000018	0.000047	0.000031
11.790000	-0.069650	0.002909	0.000041	0.000068	0.000042	0.000030
11.799000	-0.069012	0.002909	0.000005	0.000017	0.000037	0.000029
11.809000	-0.068411	0.002909	0.000002	0.000013	0.000039	0.000030
11.819000	-0.067822	0.017453	0.000040	0.000086	0.000097	0.000053
11.830000	-0.067172	0.017453	0.000003	0.000013	0.000125	0.000064
11.839000	-0.066571	0.002909	0.000001	0.000042	0.000122	0.000062
11.849000	-0.065970	0.002909	0.000009	0.000031	0.000122	0.000061
11.859000	-0.065357	0.002909	0.000007	0.000029	0.000122	0.000061
11.870000	-0.064670	0.009973	0.000030	0.000036	0.000067	0.000039
11.880000	-0.064044	0.007480	0.000002	0.000004	0.000023	0.000021
11.889000	-0.063431	0.007480	0.000003	0.000000	0.000003	0.000013
11.899000	-0.062854	0.026180	0.000056	0.000015	0.000170	0.000082
11.910000	-0.062229	0.027925	0.000025	0.000008	0.000312	0.000143
11.920000	-0.061665	0.027925	0.000040	0.000143	0.000405	0.000184
11.929000	-0.061113	0.022440	0.000035	0.000043	0.000424	0.000193
11.939000	-0.060622	0.022440	0.000050	0.000036	0.000436	0.000198
11.950000	-0.060131	0.007480	0.000025	0.000043	0.000313	0.000146
11.960000	-0.059751	0.010908	0.000006	0.000015	0.000177	0.000088
11.969000	-0.059432	0.010908	0.000007	0.000008	0.000085	0.000048
11.979000	-0.059174	0.026180	0.000013	0.000083	0.000139	0.000067
11.989000	-0.058978	0.020944	0.000008	0.000013	0.000140	0.000067
12.000000	-0.058819	0.020944	0.000009	0.000015	0.000095	0.000048
12.009000	-0.058708	0.013090	0.000022	0.000023	0.000087	0.000044
12.019000	-0.058647	0.039270	0.000038	0.000089	0.000347	0.000149
12.029000	-0.058610	0.039270	0.000017	0.000108	0.000465	0.000200
12.040000	-0.058622	0.026180	0.000007	0.000030	0.000458	0.000197
12.049000	-0.058622	0.026180	0.000022	0.000003	0.000453	0.000195
12.059000	-0.058635	0.017453	0.000032	0.000050	0.000462	0.000199
12.069000	-0.058696	0.005818	0.000058	0.000080	0.000306	0.000142
12.080000	-0.058917	0.005818	0.000011	0.000056	0.000182	0.000096
12.089000	-0.059260	0.012467	0.000021	0.000029	0.000177	0.000095
12.099000	-0.059665	0.010908	0.000035	0.000040	0.000173	0.000096
12.109000	-0.060131	0.010908	0.000041	0.000041	0.000160	0.000090
12.120000	-0.060646	0.017453	0.000042	0.000041	0.000071	0.000045
12.130000	-0.061125	0.005818	0.000004	0.000010	0.000016	0.000019
12.139000	-0.061591	0.005818	0.000012	0.000008	0.000020	0.000020
