当前时刻	小车位置	摆杆偏角	指标11	指标12	指标2	deta1	deta2	估计误差	inc11u	inc12u	inc2u	
6.741000	-0.055777	0.010472	0.000029	0.000041	0.000068	0.000094	0.003288	0.000038	0.000029	0.000041	0.000068
6.750000	-0.055764	0.004987	0.000023	0.000031	0.000067	0.000093	0.003232	0.000038	0.000023	0.000031	0.000067
6.760000	-0.055777	0.004987	0.000018	0.000013	0.000023	0.000048	0.003207	0.000020	0.000018	0.000013	0.000023
6.771000	-0.055777	0.000000	0.000024	0.000008	0.000025	0.000051	0.003233	0.000021	0.000024	0.000008	0.000025
6.781000	-0.055777	0.000000	0.000006	0.000004	0.000027	0.000052	0.003316	0.000022	0.000006	0.000004	0.000027
6.790000	-0.055777	0.000000	0.000011	0.000010	0.000012	0.000014	0.003437	0.000006	0.000011	0.000010	0.000012
6.800000	-0.055789	0.000000	0.000005	0.000003	0.000014	0.000012	0.003650	0.000006	0.000005	0.000003	0.000014
6.811000	-0.055789	0.000000	0.000001	0.000005	0.000015	0.000010	0.003874	0.000005	0.000001	0.000005	0.000015
6.821000	-0.055826	0.000000	0.000001	0.000001	0.000020	0.000006	0.004080	0.000003	0.000001	0.000001	0.000020
6.830000	-0.055862	0.000000	0.000005	0.000005	0.000023	0.000003	0.004196	0.000001	0.000005	0.000005	0.000023
6.840000	-0.055924	0.000000	0.000004	0.000004	0.000024	0.000001	0.004215	0.000001	0.000004	0.000004	0.000024
6.851000	-0.055997	0.000000	0.000001	0.000001	0.000025	0.000001	0.004161	0.000000	0.000001	0.000001	0.000025
6.861000	-0.056083	0.000000	0.000005	0.000012	0.000025	0.000001	0.004062	0.000000	0.000005	0.000012	0.000025
6.870000	-0.056181	0.000000	0.000002	0.000002	0.000024	0.000001	0.003944	0.000000	0.000002	0.000002	0.000024
6.880000	-0.056267	0.000000	0.000003	0.000001	0.000024	0.000002	0.003829	0.000000	0.000003	0.000001	0.000024
6.891000	-0.056365	0.004987	0.000004	0.000011	0.000007	0.000019	0.003727	0.000007	0.000004	0.000011	0.000007
6.901000	-0.056451	0.004987	0.000005	0.000011	0.000006	0.000031	0.003600	0.000012	0.000005	0.000011	0.000006
6.910000	-0.056537	0.000000	0.000011	0.000011	0.000005	0.000031	0.003488	0.000012	0.000011	0.000011	0.000005
6.920000	-0.056635	0.002909	0.000019	0.000015	0.000008	0.000034	0.003428	0.000013	0.000019	0.000015	0.000008
6.931000	-0.056758	0.002909	0.000024	0.000027	0.000010	0.000036	0.003394	0.000014	0.000024	0.000027	0.000010
6.941000	-0.056881	0.000000	0.000019	0.000025	0.000007	0.000019	0.003387	0.000007	0.000019	0.000025	0.000007
6.950000	-0.057003	0.000000	0.000021	0.000018	0.000019	0.000006	0.003484	0.000002	0.000021	0.000018	0.000019
6.960000	-0.057150	0.000000	0.000018	0.000018	0.000020	0.000006	0.003637	0.000002	0.000018	0.000018	0.000020
6.971000	-0.057322	0.000000	0.000010	0.000009	0.000023	0.000003	0.003793	0.000001	0.000010	0.000009	0.000023
6.981000	-0.057482	0.000000	0.000006	0.000005	0.000025	0.000001	0.003964	0.000000	0.000006	0.000005	0.000025
6.991000	-0.057653	0.000000	0.000002	0.000001	0.000025	0.000000	0.004133	0.000000	0.000002	0.000001	0.000025
7.000000	-0.057825	0.000000	0.000004	0.000003	0.000025	0.000001	0.004258	0.000000	0.000004	0.000003	0.000025
7.010000	-0.057997	0.000000	0.000000	0.000000	0.000025	0.000001	0.004340	0.000000	0.000000	0.000000	0.000025
7.021000	-0.058193	-0.008727	0.000010	0.000018	0.000003	0.000029	0.004387	0.000013	0.000010	0.000018	0.000003
7.031000	-0.058377	0.000000	0.000014	0.000021	0.000007	0.000032	0.004589	0.000014	0.000014	0.000021	0.000007
7.040000	-0.058549	0.000000	0.000007	0.000006	0.000010	0.000035	0.004668	0.000015	0.000007	0.000006	0.000010
7.050000	-0.058733	0.000000	0.000013	0.000010	0.000012	0.000038	0.004674	0.000016	0.000013	0.000010	0.000012
7.061000	-0.058917	0.000000	0.000008	0.000016	0.000014	0.000040	0.004641	0.000017	0.000008	0.000016	0.000014
7.071000	-0.059089	0.000000	0.000001	0.000001	0.000012	0.000014	0.004590	0.000005	0.000001	0.000001	0.000012
7.080000	-0.059248	-0.008727	0.000011	0.000016	0.000007	0.000032	0.004355	0.000013	0.000011	0.000016	0.000007
7.090000	-0.059420	-0.008727	0.000007	0.000015	0.000017	0.000043	0.004362	0.000019	0.000007	0.000015	0.000017
7.101000	-0.059604	-0.004987	0.000012	0.000012	0.000014	0.000040	0.004527	0.000018	0.000012	0.000012	0.000014
7.111000	-0.059775	0.000000	0.000009	0.000028	0.000024	0.000049	0.004672	0.000021	0.000009	0.000028	0.000024
7.120000	-0.059935	0.000000	0.000003	0.000016	0.000031	0.000056	0.004698	0.000024	0.000003	0.000016	0.000031
7.130000	-0.060070	0.000000	0.000006	0.000003	0.000016	0.000041	0.004671	0.000017	0.000006	0.000003	0.000016
7.141000	-0.060229	-0.008727	0.000044	0.000043	0.000016	0.000042	0.004489	0.000017	0.000044	0.000043	0.000016
7.151000	-0.060364	-0.008727	0.000031	0.000047	0.000025	0.000051	0.004293	0.000021	0.000031	0.000047	0.000025
7.160000	-0.060499	0.000000	0.000031	0.000008	0.000027	0.000053	0.004214	0.000022	0.000031	0.000008	0.000027
7.170000	-0.060634	0.000000	0.000042	0.000032	0.000028	0.000054	0.004174	0.000022	0.000042	0.000032	0.000028
7.181000	-0.060769	0.000000	0.000031	0.000026	0.000028	0.000054	0.004159	0.000023	0.000031	0.000026	0.000028
7.191000	-0.060892	0.000000	0.000021	0.000026	0.000020	0.000045	0.004157	0.000019	0.000021	0.000026	0.000020
7.200000	-0.061014	0.000000	0.000032	0.000024	0.000015	0.000040	0.004084	0.000016	0.000032	0.000024	0.000015
7.210000	-0.061137	0.000000	0.000018	0.000041	0.000004	0.000030	0.003959	0.000012	0.000018	0.000041	0.000004
7.221000	-0.061284	-0.003491	0.000024	0.000020	0.000005	0.000020	0.003944	0.000008	0.000024	0.000020	0.000005
7.231000	-0.061431	-0.003491	0.000015	0.000012	0.000012	0.000014	0.003998	0.000006	0.000015	0.000012	0.000012
7.241000	-0.061579	0.000000	0.000002	0.000003	0.000014	0.000012	0.004094	0.000005	0.000002	0.000003	0.000014
7.250000	-0.061750	0.000000	0.000005	0.000006	0.000015	0.000011	0.004175	0.000004	0.000005	0.000006	0.000015
7.260000	-0.061922	0.000000	0.000013	0.000012	0.000015	0.000011	0.004248	0.000004	0.000013	0.000012	0.000015
7.271000	-0.062118	0.000000	0.000029	0.000034	0.000014	0.000012	0.004317	0.000004	0.000029	0.000034	0.000014
7.281000	-0.062290	-0.003491	0.000032	0.000026	0.000013	0.000013	0.004365	0.000005	0.000032	0.000026	0.000013
7.290000	-0.062486	-0.003491	0.000018	0.000020	0.000016	0.000009	0.004432	0.000004	0.000018	0.000020	0.000016
7.300000	-0.062683	-0.003491	0.000011	0.000009	0.000019	0.000007	0.004551	0.000003	0.000011	0.000009	0.000019
7.311000	-0.062903	0.000000	0.000016	0.000009	0.000017	0.000009	0.004694	0.000004	0.000016	0.000009	0.000017
7.321000	-0.063100	0.000000	0.000010	0.000001	0.000015	0.000011	0.004788	0.000004	0.000010	0.000001	0.000015
7.330000	-0.063308	0.000000	0.000003	0.000006	0.000013	0.000013	0.004852	0.000005	0.000003	0.000006	0.000013
7.340000	-0.063505	0.000000	0.000003	0.000008	0.000011	0.000015	0.004858	0.000005	0.000003	0.000008	0.000011
7.351000	-0.063725	-0.003491	0.000007	0.000007	0.000010	0.000015	0.004829	0.000006	0.000007	0.000007	0.000010
7.361000	-0.063946	0.000000	0.000010	0.000016	0.000012	0.000014	0.004830	0.000005	0.000010	0.000016	0.000012
7.370000	-0.064155	0.000000	0.000021	0.000016	0.000013	0.000013	0.004863	0.000005	0.000021	0.000016	0.000013
7.380000	-0.064375	0.000000	0.000009	0.000001	0.000014	0.000012	0.004917	0.000004	0.000009	0.000001	0.000014
7.391000	-0.064633	0.000000	0.000003	0.000006	0.000015	0.000011	0.004983	0.000004	0.000003	0.000006	0.000015
7.401000	-0.064878	0.000000	0.000009	0.000007	0.000014	0.000012	0.005060	0.000004	0.000009	0.000007	0.000014
7.410000	-0.065136	-0.004987	0.000011	0.000022	0.000012	0.000013	0.005101	0.000005	0.000011	0.000022	0.000012
7.420000	-0.065406	0.000000	0.000011	0.000007	0.000012	0.000014	0.005251	0.000005	0.000011	0.000007	0.000012
7.431000	-0.065713	0.000000	0.000004	0.000010	0.000011	0.000015	0.005378	0.000006	0.000004	0.000010	0.000011
7.441000	-0.066007	0.000000	0.000001	0.000009	0.000010	0.000015	0.005493	0.000006	0.000001	0.000009	0.000010
7.450000	-0.066314	0.000000	0.000004	0.000007	0.000010	0.000016	0.005601	0.000006	0.000004	0.000007	0.000010
7.460000	-0.066620	0.000000	0.000002	0.000005	0.000013	0.000013	0.005706	0.000004	0.000002	0.000005	0.000013
7.471000	-0.066964	0.000000	0.000019	0.000025	0.000014	0.000012	0.005737	0.000004	0.000019	0.000025	0.000014
7.481000	-0.067270	0.000000	0.000022	0.000024	0.000015	0.000011	0.005819	0.000004	0.000022	0.000024	0.000015
7.491000	-0.067602	-0.012467	0.000093	0.000078	0.000035	0.000061	0.005937	0.000026	0.000093	0.000078	0.000035
7.500000	-0.067933	0.000000	0.000102	0.000105	0.000041	0.000067	0.006354	0.000028	0.000102	0.000105	0.000041
7.510000	-0.068252	0.000000	0.000094	0.000088	0.000046	0.000071	0.006614	0.000030	0.000094	0.000088	0.000046
7.521000	-0.068607	0.000000	0.000106	0.000112	0.000049	0.000075	0.006772	0.000031	0.000106	0.000112	0.000049
7.531000	-0.068926	-0.012467	0.000163	0.000137	0.000089	0.000114	0.006866	0.000049	0.000163	0.000137	0.000089
7.540000	-0.069245	-0.012467	0.000066	0.000085	0.000061	0.000087	0.007184	0.000037	0.000066	0.000085	0.000061
7.550000	-0.069564	0.000000	0.000062	0.000073	0.000075	0.000101	0.007357	0.000043	0.000062	0.000073	0.000075
7.561000	-0.069908	-0.008727	0.000053	0.000061	0.000072	0.000098	0.007353	0.000042	0.000053	0.000061	0.000072
7.571000	-0.070202	-0.008727	0.000027	0.000041	0.000068	0.000094	0.007455	0.000041	0.000027	0.000041	0.000068
7.580000	-0.070509	-0.004987	0.000033	0.000035	0.000030	0.000056	0.007578	0.000024	0.000033	0.000035	0.000030
7.590000	-0.070803	-0.004987	0.000016	0.000014	0.000008	0.000033	0.007330	0.000013	0.000016	0.000014	0.000008
7.601000	-0.071098	-0.017453	0.000002	0.000014	0.000035	0.000061	0.006853	0.000027	0.000002	0.000014	0.000035
7.611000	-0.071355	-0.004987	0.000022	0.000037	0.000040	0.000066	0.006885	0.000028	0.000022	0.000037	0.000040
7.620000	-0.071588	-0.004987	0.000033	0.000036	0.000046	0.000071	0.006714	0.000030	0.000033	0.000036	0.000046
7.630000	-0.071809	-0.004987	0.000044	0.000027	0.000048	0.000074	0.006472	0.000031	0.000044	0.000027	0.000048
7.641000	-0.072042	-0.012467	0.000057	0.000061	0.000055	0.000081	0.006308	0.000034	0.000057	0.000061	0.000055
7.651000	-0.072214	-0.012467	0.000030	0.000046	0.000012	0.000037	0.006265	0.000015	0.000030	0.000046	0.000012
7.660000	-0.072386	-0.004987	0.000036	0.000043	0.000013	0.000039	0.006059	0.000016	0.000036	0.000043	0.000013
7.670000	-0.072545	-0.008727	0.000029	0.000029	0.000006	0.000032	0.005943	0.000013	0.000029	0.000029	0.000006
7.681000	-0.072692	-0.008727	0.000026	0.000027	0.000001	0.000027	0.005902	0.000011	0.000026	0.000027	0.000001
7.691000	-0.072827	-0.012467	0.000025	0.000003	0.000004	0.000022	0.005889	0.000009	0.000025	0.000003	0.000004
7.700000	-0.072938	-0.008727	0.000023	0.000024	0.000009	0.000016	0.005841	0.000007	0.000023	0.000024	0.000009
7.710000	-0.073048	-0.008727	0.000006	0.000005	0.000019	0.000006	0.005736	0.000003	0.000006	0.000005	0.000019
7.721000	-0.073134	0.000000	0.000024	0.000009	0.000024	0.000050	0.005700	0.000021	0.000024	0.000009	0.000024
7.731000	-0.073195	0.000000	0.000001	0.000020	0.000054	0.000079	0.005669	0.000034	0.000001	0.000020	0.000054
7.741000	-0.073257	-0.008727	0.000012	0.000013	0.000051	0.000076	0.005692	0.000032	0.000012	0.000013	0.000051
7.750000	-0.073306	-0.017453	0.000037	0.000085	0.000104	0.000130	0.005650	0.000054	0.000037	0.000085	0.000104
7.760000	-0.073367	-0.017453	0.000050	0.000031	0.000140	0.000166	0.005662	0.000070	0.000050	0.000031	0.000140
7.771000	-0.073441	-0.012467	0.000070	0.000066	0.000099	0.000125	0.005776	0.000053	0.000070	0.000066	0.000099
7.781000	-0.073502	-0.013575	0.000036	0.000051	0.000073	0.000099	0.005863	0.000042	0.000036	0.000051	0.000073
7.790000	-0.073539	-0.013575	0.000033	0.000038	0.000073	0.000099	0.005887	0.000042	0.000033	0.000038	0.000073
7.800000	-0.073551	-0.004987	0.000041	0.000008	0.000042	0.000067	0.005929	0.000029	0.000041	0.000008	0.000042
7.811000	-0.073551	0.000000	0.000052	0.000150	0.000060	0.000085	0.005890	0.000036	0.000052	0.000150	0.000060
7.821000	-0.073551	0.000000	0.000009	0.000003	0.000094	0.000119	0.005839	0.000051	0.000009	0.000003	0.000094
7.830000	-0.073539	0.000000	0.000059	0.000040	0.000114	0.000139	0.005919	0.000060	0.000059	0.000040	0.000114
7.840000	-0.073539	0.000000	0.000068	0.000046	0.000126	0.000152	0.006066	0.000066	0.000068	0.000046	0.000126
7.851000	-0.073539	0.000000	0.000038	0.000050	0.000112	0.000138	0.006227	0.000061	0.000038	0.000050	0.000112
7.861000	-0.073539	0.000000	0.000034	0.000050	0.000063	0.000089	0.006397	0.000040	0.000034	0.000050	0.000063
7.870000	-0.073539	0.000000	0.000088	0.000091	0.000030	0.000056	0.006436	0.000026	0.000088	0.000091	0.000030
7.880000	-0.073539	-0.004987	0.000042	0.000036	0.000011	0.000037	0.006324	0.000017	0.000042	0.000036	0.000011
7.891000	-0.073539	-0.004987	0.000032	0.000038	0.000000	0.000025	0.006109	0.000011	0.000032	0.000038	0.000000
7.901000	-0.073551	-0.004987	0.000035	0.000034	0.000007	0.000019	0.005911	0.000008	0.000035	0.000034	0.000007
7.910000	-0.073551	-0.004987	0.000012	0.000009	0.000011	0.000015	0.005787	0.000006	0.000012	0.000009	0.000011
7.920000	-0.073551	-0.008727	0.000015	0.000004	0.000003	0.000023	0.005744	0.000009	0.000015	0.000004	0.000003
7.931000	-0.073600	-0.008727	0.000009	0.000028	0.000000	0.000025	0.005818	0.000011	0.000009	0.000028	0.000000
7.941000	-0.073698	-0.014960	0.000026	0.000035	0.000035	0.000061	0.005984	0.000027	0.000026	0.000035	0.000035
7.950000	-0.073796	-0.014960	0.000014	0.000005	0.000058	0.000083	0.006282	0.000037	0.000014	0.000005	0.000058
7.960000	-0.073870	-0.008727	0.000015	0.000012	0.000056	0.000082	0.006607	0.000037	0.000015	0.000012	0.000056
7.971000	-0.073943	-0.008727	0.000029	0.000029	0.000046	0.000071	0.006743	0.000032	0.000029	0.000029	0.000046
7.981000	-0.073968	-0.008727	0.000011	0.000019	0.000039	0.000065	0.006711	0.000029	0.000011	0.000019	0.000039
7.991000	-0.073968	-0.008727	0.000012	0.000008	0.000001	0.000027	0.006588	0.000012	0.000012	0.000008	0.000001
8.000000	-0.073968	-0.012467	0.000010	0.000012	0.000018	0.000007	0.006299	0.000002	0.000010	0.000012	0.000018
8.010000	-0.073956	-0.012467	0.000014	0.000010	0.000015	0.000011	0.005959	0.000003	0.000014	0.000010	0.000015
8.021000	-0.073956	-0.012467	0.000018	0.000018	0.000013	0.000013	0.005786	0.000004	0.000018	0.000018	0.000013
8.031000	-0.073943	-0.012467	0.000014	0.000017	0.000011	0.000014	0.005713	0.000005	0.000014	0.000017	0.000011
8.040000	-0.073919	-0.012467	0.000005	0.000006	0.000010	0.000015	0.005695	0.000005	0.000005	0.000006	0.000010
8.050000	-0.073858	-0.012467	0.000008	0.000010	0.000014	0.000012	0.005704	0.000003	0.000008	0.000010	0.000014
8.061000	-0.073723	-0.012467	0.000018	0.000019	0.000016	0.000009	0.005712	0.000002	0.000018	0.000019	0.000016
8.071000	-0.073539	-0.012467	0.000023	0.000018	0.000019	0.000007	0.005727	0.000002	0.000023	0.000018	0.000019
8.080000	-0.073306	-0.012467	0.000018	0.000019	0.000020	0.000005	0.005754	0.000001	0.000018	0.000019	0.000020
8.090000	-0.073060	-0.012467	0.000010	0.000011	0.000022	0.000004	0.005798	0.000001	0.000010	0.000011	0.000022
8.101000	-0.072754	-0.012467	0.000008	0.000007	0.000023	0.000003	0.005861	0.000001	0.000008	0.000007	0.000023
8.111000	-0.072447	0.000000	0.000001	0.000009	0.000039	0.000065	0.005946	0.000028	0.000001	0.000009	0.000039
8.120000	-0.072128	0.000000	0.000023	0.000040	0.000080	0.000105	0.006240	0.000046	0.000023	0.000040	0.000080
8.130000	-0.071772	0.000000	0.000012	0.000004	0.000105	0.000130	0.006707	0.000058	0.000012	0.000004	0.000105
8.141000	-0.071367	-0.008727	0.000024	0.000030	0.000109	0.000135	0.007235	0.000060	0.000024	0.000030	0.000109
8.151000	-0.071012	-0.008727	0.000033	0.000041	0.000113	0.000139	0.007481	0.000061	0.000033	0.000041	0.000113
8.160000	-0.070656	0.000000	0.000048	0.000045	0.000068	0.000094	0.007557	0.000041	0.000048	0.000045	0.000068
8.170000	-0.070325	0.000000	0.000048	0.000039	0.000038	0.000064	0.007487	0.000028	0.000048	0.000039	0.000038
8.181000	-0.069957	0.000000	0.000033	0.000043	0.000020	0.000045	0.007246	0.000019	0.000033	0.000043	0.000020
8.191000	-0.069626	-0.008727	0.000021	0.000010	0.000032	0.000058	0.006900	0.000024	0.000021	0.000010	0.000032
8.200000	-0.069331	0.000000	0.000025	0.000035	0.000034	0.000060	0.006632	0.000026	0.000025	0.000035	0.000034
8.210000	-0.069037	0.000000	0.000015	0.000006	0.000020	0.000046	0.006521	0.000019	0.000015	0.000006	0.000020
8.221000	-0.068742	0.004987	0.000033	0.000032	0.000033	0.000059	0.006332	0.000025	0.000033	0.000032	0.000033
8.231000	-0.068485	0.000000	0.000013	0.000015	0.000027	0.000053	0.006174	0.000022	0.000013	0.000015	0.000027
8.241000	-0.068252	0.000000	0.000009	0.000007	0.000009	0.000035	0.005964	0.000016	0.000009	0.000007	0.000009
8.250000	-0.068031	0.000000	0.000019	0.000017	0.000003	0.000029	0.005875	0.000013	0.000019	0.000017	0.000003
8.260000	-0.067835	0.000000	0.000002	0.000002	0.000001	0.000025	0.005726	0.000011	0.000002	0.000002	0.000001
8.271000	-0.067638	-0.003491	0.000002	0.000013	0.000020	0.000006	0.005552	0.000003	0.000002	0.000013	0.000020
8.281000	-0.067467	0.000000	0.000004	0.000006	0.000020	0.000006	0.005312	0.000003	0.000004	0.000006	0.000020
8.290000	-0.067295	0.000000	0.000001	0.000003	0.000020	0.000006	0.005145	0.000003	0.000001	0.000003	0.000020
8.300000	-0.067135	0.000000	0.000002	0.000003	0.000020	0.000006	0.005031	0.000003	0.000002	0.000003	0.000020
8.311000	-0.066976	0.000000	0.000001	0.000001	0.000019	0.000006	0.004955	0.000003	0.000001	0.000001	0.000019
8.321000	-0.066829	0.000000	0.000001	0.000003	0.000025	0.000001	0.004903	0.000000	0.000001	0.000003	0.000025
8.330000	-0.066694	-0.003491	0.000005	0.000001	0.000021	0.000005	0.004863	0.000002	0.000005	0.000001	0.000021
8.340000	-0.066547	-0.003491	0.000013	0.000016	0.000018	0.000007	0.004847	0.000003	0.000013	0.000016	0.000018
8.351000	-0.066399	0.000000	0.000012	0.000008	0.000017	0.000008	0.004854	0.000004	0.000012	0.000008	0.000017
8.361000	-0.066277	0.000000	0.000014	0.000005	0.000016	0.000009	0.004845	0.000004	0.000014	0.000005	0.000016
8.370000	-0.066142	0.000000	0.000016	0.000019	0.000015	0.000010	0.004827	0.000004	0.000016	0.000019	0.000015
8.380000	-0.066007	0.000000	0.000025	0.000027	0.000019	0.000007	0.004804	0.000003	0.000025	0.000027	0.000019
8.391000	-0.065847	0.004987	0.000012	0.000012	0.000004	0.000022	0.004756	0.000009	0.000012	0.000012	0.000004
8.401000	-0.065700	0.004987	0.000026	0.000047	0.000007	0.000032	0.004677	0.000013	0.000026	0.000047	0.000007
8.410000	-0.065565	0.004987	0.000036	0.000036	0.000014	0.000040	0.004617	0.000016	0.000036	0.000036	0.000014
8.420000	-0.065443	0.000000	0.000035	0.000027	0.000014	0.000040	0.004564	0.000017	0.000035	0.000027	0.000014
8.431000	-0.065320	0.000000	0.000024	0.000026	0.000014	0.000040	0.004506	0.000017	0.000024	0.000026	0.000014
8.441000	-0.065222	0.000000	0.000018	0.000020	0.000003	0.000023	0.004466	0.000010	0.000018	0.000020	0.000003
8.450000	-0.065136	-0.003491	0.000006	0.000009	0.000007	0.000018	0.004458	0.000008	0.000006	0.000009	0.000007
8.460000	-0.065062	-0.003491	0.000013	0.000018	0.000011	0.000015	0.004513	0.000007	0.000013	0.000018	0.000011
8.471000	-0.065001	0.000000	0.000015	0.000019	0.000011	0.000014	0.004621	0.000007	0.000015	0.000019	0.000011
8.481000	-0.064940	0.000000	0.000011	0.000011	0.000011	0.000014	0.004711	0.000006	0.000011	0.000011	0.000011
8.491000	-0.064891	0.004987	0.000004	0.000028	0.000006	0.000032	0.004766	0.000013	0.000004	0.000028	0.000006
8.500000	-0.064829	0.000000	0.000002	0.000002	0.000002	0.000024	0.004741	0.000010	0.000002	0.000002	0.000002
8.510000	-0.064768	0.000000	0.000009	0.000010	0.000007	0.000019	0.004661	0.000007	0.000009	0.000010	0.000007
8.521000	-0.064694	0.000000	0.000011	0.000008	0.000007	0.000019	0.004541	0.000007	0.000011	0.000008	0.000007
8.531000	-0.064645	0.000000	0.000011	0.000009	0.000008	0.000018	0.004458	0.000007	0.000011	0.000009	0.000008
8.540000	-0.064584	0.000000	0.000001	0.000001	0.000025	0.000000	0.004403	0.000000	0.000001	0.000001	0.000025
8.550000	-0.064547	0.000000	0.000004	0.000001	0.000025	0.000001	0.004411	0.000000	0.000004	0.000001	0.000025
8.561000	-0.064498	0.000000	0.000005	0.000006	0.000025	0.000001	0.004415	0.000000	0.000005	0.000006	0.000025
8.571000	-0.064461	0.000000	0.000007	0.000006	0.000025	0.000001	0.004416	0.000000	0.000007	0.000006	0.000025
8.580000	-0.064425	0.000000	0.000006	0.000006	0.000025	0.000001	0.004414	0.000000	0.000006	0.000006	0.000025
8.590000	-0.064388	0.000000	0.000004	0.000001	0.000024	0.000001	0.004410	0.000000	0.000004	0.000001	0.000024
8.601000	-0.064351	0.008727	0.000014	0.000031	0.000019	0.000044	0.004404	0.000018	0.000014	0.000031	0.000019
8.611000	-0.064326	0.000000	0.000011	0.000012	0.000019	0.000044	0.004351	0.000018	0.000011	0.000012	0.000019
8.620000	-0.064290	0.000000	0.000010	0.000012	0.000018	0.000044	0.004311	0.000018	0.000010	0.000012	0.000018
8.630000	-0.064277	0.004363	0.000002	0.000019	0.000026	0.000052	0.004292	0.000021	0.000002	0.000019	0.000026
8.641000	-0.064277	0.000000	0.000001	0.000003	0.000026	0.000052	0.004260	0.000021	0.000001	0.000003	0.000026
8.651000	-0.064265	0.000000	0.000012	0.000013	0.000017	0.000009	0.004257	0.000004	0.000012	0.000013	0.000017
8.660000	-0.064265	0.000000	0.000011	0.000011	0.000017	0.000009	0.004329	0.000004	0.000011	0.000011	0.000017
8.670000	-0.064265	0.000000	0.000012	0.000012	0.000017	0.000009	0.004409	0.000003	0.000012	0.000012	0.000017
8.681000	-0.064277	0.000000	0.000001	0.000002	0.000025	0.000001	0.004482	0.000000	0.000001	0.000002	0.000025
8.691000	-0.064277	0.000000	0.000002	0.000001	0.000025	0.000000	0.004574	0.000000	0.000002	0.000001	0.000025
8.700000	-0.064277	0.000000	0.000001	0.000002	0.000025	0.000001	0.004637	0.000000	0.000001	0.000002	0.000025
8.710000	-0.064277	0.000000	0.000002	0.000005	0.000025	0.000001	0.004669	0.000000	0.000002	0.000005	0.000025
8.721000	-0.064277	0.000000	0.000004	0.000004	0.000025	0.000001	0.004674	0.000000	0.000004	0.000004	0.000025
8.731000	-0.064290	0.000000	0.000007	0.000009	0.000024	0.000001	0.004659	0.000000	0.000007	0.000009	0.000024
8.741000	-0.064290	0.000000	0.000008	0.000007	0.000024	0.000002	0.004632	0.000000	0.000008	0.000007	0.000024
8.750000	-0.064302	0.000000	0.000008	0.000009	0.000024	0.000002	0.004598	0.000000	0.000008	0.000009	0.000024
8.760000	-0.064326	0.000000	0.000001	0.000002	0.000023	0.000002	0.004564	0.000001	0.000001	0.000002	0.000023
8.771000	-0.064326	0.000000	0.000005	0.000003	0.000023	0.000002	0.004531	0.000001	0.000005	0.000003	0.000023
8.781000	-0.064351	0.000000	0.000005	0.000001	0.000023	0.000003	0.004502	0.000001	0.000005	0.000001	0.000023
8.790000	-0.064388	0.000000	0.000003	0.000003	0.000023	0.000003	0.004479	0.000001	0.000003	0.000003	0.000023
8.800000	-0.064437	0.000000	0.000002	0.000002	0.000023	0.000003	0.004461	0.000001	0.000002	0.000002	0.000023
8.811000	-0.064510	0.000000	0.000002	0.000004	0.000023	0.000003	0.004449	0.000001	0.000002	0.000004	0.000023
8.821000	-0.064572	0.000000	0.000003	0.000002	0.000023	0.000003	0.004444	0.000001	0.000003	0.000002	0.000023
8.830000	-0.064645	0.000000	0.000007	0.000009	0.000023	0.000003	0.004446	0.000001	0.000007	0.000009	0.000023
8.840000	-0.064731	0.000000	0.000010	0.000009	0.000023	0.000003	0.004454	0.000001	0.000010	0.000009	0.000023
8.851000	-0.064829	0.000000	0.000006	0.000005	0.000023	0.000003	0.004471	0.000001	0.000006	0.000005	0.000023
8.861000	-0.064915	0.000000	0.000004	0.000004	0.000023	0.000003	0.004495	0.000001	0.000004	0.000004	0.000023
8.870000	-0.065013	0.000000	0.000011	0.000010	0.000023	0.000003	0.004525	0.000001	0.000011	0.000010	0.000023
8.880000	-0.065111	0.000000	0.000025	0.000024	0.000023	0.000003	0.004561	0.000001	0.000025	0.000024	0.000023
8.891000	-0.065234	-0.008727	0.000045	0.000072	0.000004	0.000030	0.004603	0.000013	0.000045	0.000072	0.000004
8.901000	-0.065345	-0.008727	0.000066	0.000081	0.000021	0.000046	0.004788	0.000021	0.000066	0.000081	0.000021
8.910000	-0.065455	-0.012467	0.000022	0.000022	0.000053	0.000079	0.005076	0.000036	0.000022	0.000022	0.000053
8.920000	-0.065565	-0.004987	0.000018	0.000014	0.000053	0.000079	0.005499	0.000036	0.000018	0.000014	0.000053
8.931000	-0.065688	-0.004987	0.000008	0.000005	0.000053	0.000079	0.005743	0.000036	0.000008	0.000005	0.000053
8.941000	-0.065762	0.000000	0.000021	0.000042	0.000044	0.000070	0.005861	0.000030	0.000021	0.000042	0.000044
8.950000	-0.065823	0.000000	0.000063	0.000056	0.000040	0.000066	0.005691	0.000028	0.000063	0.000056	0.000040
8.960000	-0.065847	0.000000	0.000026	0.000013	0.000017	0.000042	0.005368	0.000016	0.000026	0.000013	0.000017
8.971000	-0.065872	0.000000	0.000021	0.000018	0.000023	0.000049	0.004894	0.000019	0.000021	0.000018	0.000023
8.981000	-0.065897	0.000000	0.000002	0.000013	0.000027	0.000053	0.004593	0.000021	0.000002	0.000013	0.000027
8.991000	-0.065897	0.000000	0.000002	0.000004	0.000012	0.000038	0.004412	0.000015	0.000002	0.000004	0.000012
9.000000	-0.065921	0.000000	0.000015	0.000009	0.000001	0.000026	0.004372	0.000011	0.000015	0.000009	0.000001
